university_id,2024 RANK,2023 RANK,University,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Student Population,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,Quality of Education,Alumni Employment,Quality of Faculty,Quality_Publications,Influence,Citations_Count,Latitude,Longitude,type,universities_ranked_count_x,best_university_rank,Country_Avg_Overall_Score,Country_Avg_Academic_Reputation,Country_Avg_Rank,Country_Avg_Citations,female_percentage,male_percentage,Subject_Field,Citation_Score,Research_Output_Score,Enrollment,Undergrad_Students,Postgrad_Students,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,QS_Rank,THE_Rank,ARWU_Rank,City,Region,Faculty_Count,Student_Faculty_Ratio,Country_Avg_International_Ratio,Research_Impact_Score,Employability_Score,Internationalization_Score,Research_Productivity_Index,Citation_Total_Score,Academic_Excellence_Score,University_Performance_Index,H_Index,Publication_Count,universities_ranked_count_y
U0092,136,159,Michigan State University,US,United States,XL,FC,VH,5,A,59.9,120,49.4,174,11.3,701+,58,221,58.6,320,12.8,665,95.6,45,45.5,153,71.2,199,44514,11%,52:48:00,65.348,54.8,52.3,86.2,70,71.4,2024,209,281,304,106,145,65,39.7837304,-100.445882,Public,98,2,56.8432449,31.06530612,362.2653061,265.6666667,52,48,"Education,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Chemical Engineering,Business & Management,Architecture,Psychology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Sport Science,General Engineering,Geography,Communication & Media Studies,Medicine & Dentistry,Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Civil Engineering,Mathematics & Statistics,Computer Science,Veterinary Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Economics & Econometrics,Other Health,Archaeology,Physics & Astronomy,Agriculture & Forestry,History, Philosophy & Theology",63.7,100,45537,31824,13713,"5,795",52630.5,10,95.5,7.5,10,157,161,11.5,East Lansing,North America,3008,15,0.5,72.64,47.45,35.7,0.036569149,0.125074925,259.1,0.478808414,443,18193,192
U0093,137,94,University of Science and Technology of China,CN,China (Mainland),L,CO,VH,4,A,52.5,149,17.5,500,91.2,80,98.5,26,16.8,639,5.2,701+,32.2,444,24.8,335,21.6,528,20252,5%,,74.8345,74.3,66.3,88.2,95.6,45.4,2024,667,347,304,112,248,254,30.047992,-94.3357433,Public,35,12,56.53822857,28.66857143,328.4,574.8823529,47.78401377,52.21598623,"Computer Science,Sport Science,Veterinary Science,Art, Performing Arts & Design,Chemical Engineering,Psychology,Politics & International Studies (incl Development Studies),Education,Languages, Literature & Linguistics,Chemistry,Communication & Media Studies,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,Civil Engineering,History, Philosophy & Theology,Biological Sciences,Business & Management,Geography,Electrical & Electronic Engineering,Architecture,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Agriculture & Forestry,Accounting & Finance,Archaeology",92.7,100,22955,13377,9578,"1,019",52630.5,5,95.5,7.5,10,98,132,11.5,Hefei,Asia,2708,7,-0.257142857,79.44,21.15,11,0.037666174,0.349914791,462.1,0.639323914,264,3736,72
U0094,139,145,University of Groningen,NL,Netherlands,XL,FC,VH,5,A,52.9,148,29.9,326,51.4,304,42.9,311,93.5,159,85.6,140,92.1,67,22.3,372,67.7,214,31942,29%,53:47:00,69.9515,47.5,57.2,94.5,99.9,93.4,2024,363,482,131,73,104,93,52.2434979,5.6343227,Public,9,48,67.17744444,47.4,116.2222222,271,53,47,"General Engineering,Accounting & Finance,Chemical Engineering,Psychology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Sociology,Biological Sciences,Geography,Archaeology,Law,Business & Management,Computer Science,Medicine & Dentistry,Mathematics & Statistics,Education,History, Philosophy & Theology,Languages, Literature & Linguistics,Other Health,Physics & Astronomy,Communication & Media Studies,Chemistry,Politics & International Studies (incl Development Studies)",54.1,100,33098,21769,11329,"9,397",52630.5,28,95.5,7.5,10,128,147,11.5,Groningen,Europe,3724,8,0.5,79.58,26.1,89.55,0.026047261,0.146253746,329.1,0.538256701,375,8289,14
U0095,140,190,RMIT University,AU,Australia,XL,CO,VH,3,A,38.6,223,49.6,173,5.4,701+,68.6,151,100,37,92.8,102,57.3,267,28.8,277,96.2,43,32574,34%,48:52:00,55.8185,35.5,36.2,83.2,73.2,92.8,2024,667,1001,304,542,1001,673,-24.7761086,134.755,Public,21,54,57.36819048,33.99047619,250.1428571,519.8125,48,52,Arts & Humanities,91.3,100,32309,22955,9354,"11,743",52630.5,38,95.5,7.5,10,206,125,11.5,Melbourne,Oceania,1859,18,0.5,64.4,39.2,96.4,0.292630446,0.626417333,658.3,0.632908259,361,4910,43
U0096,141,133,Nanjing University,CN,China (Mainland),XL,FC,VH,5,A,59.6,123,25.4,378,31.3,504,96.9,42,55.1,334,7.3,701+,26.4,488,23.7,356,39,367,36711,8%,54:46:00,70.87,64,61.7,85.3,96.8,61.8,2024,479,563,304,109,317,163,30.047992,-94.3357433,Public,35,12,56.53822857,28.66857143,328.4,574.8823529,54,46,"Other Health,Sociology,Economics & Econometrics,Chemistry,Medicine & Dentistry,Archaeology,History, Philosophy & Theology,General Engineering,Business & Management,Biological Sciences,Architecture,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Geography,Physics & Astronomy,Electrical & Electronic Engineering,Accounting & Finance,Psychology,Politics & International Studies (incl Development Studies),Education,Law,Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science,Communication & Media Studies,Mathematics & Statistics",66,100,34217,21036,13181,"2,513",52630.5,10,95.5,7.5,10,131,103,11.5,Nanjing,Asia,3040,11,-0.257142857,75.86,24.55,31.2,0.025657895,0.286278427,451.7,0.594750646,356,7471,72
U0097,143,161,Aarhus University,DK,Denmark,L,FC,VH,4,A,55.8,140,24.7,387,32.5,490,54.1,238,90.3,181,13.1,661,94.8,56,45.1,156,98.4,18,26996,9%,56:44:00,65.916,44.9,59,86.3,98.7,76.3,2024,589,379,114,79,78,121,55.670249,10.3333283,Public,4,103,63.334375,45.6,143.75,144.75,56,44,"Education,Psychology,History, Philosophy & Theology,Biological Sciences,Economics & Econometrics,Law,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Communication & Media Studies,Archaeology,Medicine & Dentistry,General Engineering,Physics & Astronomy,Accounting & Finance,Civil Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Computer Science,Geography,Chemistry,Other Health,Agriculture & Forestry,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Sport Science,Sociology,Languages, Literature & Linguistics",57.3,100,25370,20760,4610,"2,911",52630.5,12,95.5,7.5,10,155,131,11.5,Aarhus,Europe,683,11,0.5,75.38,34.9,51.7,0.121522694,0.127997003,383.5,0.517790527,366,3620,6
U0098,145,125,Queen Mary University of London,UK,United Kingdom,L,FC,VH,5,A,48.8,168,32.8,300,38.7,409,50.7,260,99.7,85,99.4,43,72.8,184,16.8,506,69.9,207,22205,45%,54:46:00,63.1295,37.6,42.6,97.9,73.9,98.1,2024,241,907,198,223,156,200,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,54,46,"Communication & Media Studies,Law,Economics & Econometrics,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,General Engineering,Biological Sciences,Chemistry,Geography,Business & Management,Computer Science,History, Philosophy & Theology,Civil Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Medicine & Dentistry,Physics & Astronomy,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Veterinary Science,Other Health,Chemical Engineering",73.5,100,25135,16676,8459,"8,625",52630.5,46,95.5,7.5,10,117,110,11.5,London,Europe,2119,9,1.869565217,75.78,24.8,99.55,0.130250118,0.256158841,427.9,0.549504744,314,8809,126
U0099,145,100,Rice University,US,United States,M,FC,VH,5,B,38.7,222,22.9,415,65.9,205,82.5,101,91,176,94.8,89,9.8,671,30,262,42.6,345,7318,26%,42:58:00,65.203,56.4,45.6,86.5,73.9,85.8,2024,67,93,77,283,163,108,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,42,58,"Sociology,Business & Management,Computer Science,Sport Science,Architecture,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Languages, Literature & Linguistics,Psychology,General Engineering,Art, Performing Arts & Design,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Archaeology,Other Health,Physics & Astronomy,History, Philosophy & Theology,Accounting & Finance,Mechanical & Aerospace Engineering,Civil Engineering,Education,Mathematics & Statistics,Chemistry,Chemical Engineering",99.1,100,8223,6413,1810,"2,278",52630.5,31,95.5,7.5,10,94,119,11.5,Houston,North America,996,7,0.5,70.14,26.45,92.9,0.408634538,0.155144855,77.8,0.437523293,172,1492,192
U0100,148,179,University of Bath,UK,United Kingdom,L,CO,VH,4,A,35.6,244,74.3,88,16.1,701+,61.9,196,96.3,136,81.6,155,59.3,251,26.5,310,48.4,316,15280,31%,45:55:00,54.3025,34.7,35.1,80.5,65.3,95,2024,667,612,304,392,356,327,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,45,55,"General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Sport Science,Sociology,Electrical & Electronic Engineering,Chemical Engineering,Education,Other Health,Chemistry,Psychology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Economics & Econometrics,Architecture,Biological Sciences,Mathematics & Statistics,Business & Management,Accounting & Finance,Politics & International Studies (incl Development Studies),Civil Engineering",39.9,100,17650,11946,5704,"5,326",52630.5,29,95.5,7.5,10,166,132,11.5,Bath,Europe,1339,12,1.869565217,62.34,50.4,88.95,0.354742345,0.34497003,541.6,0.523995671,166,4477,126
U0101,151,124,Wageningen University & Research,NL,Netherlands,L,FO,VH,5,A,43.3,196,19,472,97.9,47,46,292,55,336,78.5,170,97.8,22,19,438,71.5,196,15899,28%,54:46:00,73.002,56.4,59.8,93.8,98.8,92.4,2024,,,,,,,,,Public,9,48,67.17744444,47.4,116.2222222,271,54,46,"Chemical Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Sociology,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),Veterinary Science,Agriculture & Forestry,Chemistry",53,100,15905,12906,2999,"4,131",52630.5,31,95.5,7.5,10,123,153,11.5,Wageningen,Europe,2767,5,0.5,80.2,19,66.75,2.59,0.081218781,0,0.461357903,169,2395,14
U0102,154,166,Cardiff University,UK,United Kingdom,L,FC,VH,5,A,46.5,176,48.3,181,33.7,474,39.6,347,84,217,70.6,206,81.6,138,18.9,442,97.9,25,28815,27%,58:42:00,59.28,35.5,39.6,91.9,70.4,92.5,2024,338,483,95,182,148,121,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,58,42,"Education,Psychology,Other Health,Archaeology,Geology, Environmental, Earth & Marine Sciences,Law,Business & Management,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Geography,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Biological Sciences,Accounting & Finance,General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Economics & Econometrics,Physics & Astronomy",51.7,100,27880,19966,7914,"7,819",52630.5,24,95.5,7.5,10,151,181,11.5,Cardiff,Europe,3350,9,1.869565217,70.98,33.6,77.3,0.063283582,0.200914086,308.6,0.479329227,309,13102,126
U0103,159,143,Ghent University,BE,Belgium,XL,FC,VH,5,A,53.4,146,25.2,379,78.9,141,25.1,486,79.6,231,21.2,528,99.8,8,52,124,91.3,84,41487,12%,57:43:00,65.6265,47.2,59.3,85.3,99.7,65.7,2024,311,685,190,68,136,101,50.6402809,4.6667145,Public,3,45,68.01683333,53.9,107.3333333,122.3333333,57,43,"Accounting & Finance,Education,Economics & Econometrics,General Engineering,Psychology,Archaeology,Computer Science,Sport Science,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy,History, Philosophy & Theology,Other Health,Biological Sciences,Geography,Civil Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Law,Mathematics & Statistics,Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Veterinary Science,Electrical & Electronic Engineering,Communication & Media Studies,Chemistry,Sociology",52.8,100,42572,31296,11276,"4,609",52630.5,14,95.5,7.5,10,141,162,11.5,Ghent,Europe,5537,7,0.5,74.9,38.6,50.4,0.009933177,0.107292707,386.9,0.510866602,206,21049,11
U0104,162,185,University of Wollongong,AU,Australia,L,FC,VH,3,A,29.7,290,25.1,382,16.3,701+,93.8,60,95.6,146,56,265,72.7,186,17.1,492,92.3,75,16328,22%,55:45:00,57.9865,36.8,39.3,84,91.4,91.7,2024,667,562,304,381,403,363,-24.7761086,134.755,Public,21,54,57.36819048,33.99047619,250.1428571,519.8125,55,45,"Agriculture & Forestry,Languages, Literature & Linguistics,Medicine & Dentistry,Civil Engineering,Mathematics & Statistics,History, Philosophy & Theology,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Archaeology,Biological Sciences,Architecture,Other Health,Geography,Law,Geology, Environmental, Earth & Marine Sciences,General Engineering,Economics & Econometrics,Sport Science,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,Communication & Media Studies,Education,Business & Management",43.5,100,16470,10770,5700,"4,779",52630.5,32,95.5,7.5,10,193,184,11.5,Wollongong,Oceania,1410,13,0.5,66.12,21.1,75.8,0.290780142,0.409634116,526.6,0.562427262,301,4590,43
U0105,164,157,Hanyang University,KR,South Korea,L,FC,VH,4,B,49,167,81.3,70,83.5,117,23.3,510,16.9,632,54.3,269,15.6,587,24.8,336,77.7,163,19344,21%,,52.6725,45.4,40.4,62,99.4,66.5,2024,667,241,304,276,479,460,36.638392,127.6961188,Private,18,62,43.17502778,24.98333333,667.5,605,60.50301835,39.49698165,"Sociology,Biological Sciences,Sport Science,Mathematics & Statistics,History, Philosophy & Theology,Chemical Engineering,Psychology,Education,Business & Management,Accounting & Finance,Archaeology,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Computer Science,Architecture,Medicine & Dentistry,Chemistry,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,Economics & Econometrics,Physics & Astronomy,Civil Engineering",26.9,100,19402,14608,4794,"3,455",52630.5,27,95.5,7.5,10,156,159,11.5,Seoul,Asia,3164,7,0.5,53.36,53.05,35.6,0.061314791,0.502997003,430.3,0.50663587,205,12052,43
U0106,164,135,Kyushu University,JP,Japan,L,FC,VH,5,A,57.4,132,70,104,85.7,103,23.9,503,14.7,671,25.6,467,32.8,436,15.4,547,77.7,163,18220,13%,28 : 72,52.956,55,47.5,51.2,98.4,48.8,2024,508,106,304,176,238,363,36.5748441,139.2394179,Public,37,29,35.23782432,24.98108108,1011.972973,567.8518519,28,72,"Languages, Literature & Linguistics,General Engineering,Economics & Econometrics,Law,Sociology,Architecture,Medicine & Dentistry,Veterinary Science,Communication & Media Studies,Chemical Engineering,Psychology,Other Health,Sport Science,Geography,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Archaeology,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Accounting & Finance,Civil Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",23.2,100,18679,11520,7159,"2,125",52630.5,14,95.5,7.5,10,137,170,11.5,Fukuoka City,Asia,2761,7,0.5,49.72,42.7,20.15,0.044911264,0.424031524,326.2,0.454315906,224,6911,120
U0107,167,162,University of York,UK,United Kingdom,L,FC,VH,4,A,43.5,194,35.3,275,45,351,40.3,342,88.3,192,78.2,171,79.2,150,19.8,421,97.8,26,19505,31%,56:44:00,62.3985,42.4,44.8,90.8,66.9,93.1,2024,667,1001,304,284,208,174,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,56,44,"General Engineering,Biological Sciences,Physics & Astronomy,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Psychology,History, Philosophy & Theology,Other Health,Business & Management,Chemistry,Archaeology,Mathematics & Statistics,Computer Science,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Education,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sociology,Economics & Econometrics,Geography",81.9,100,20330,15700,4630,"5,098",52630.5,29,95.5,7.5,10,151,169,11.5,York,Europe,2209,9,1.869565217,72.4,27.55,83.25,0.163875057,0.237977023,658.3,0.585112854,216,4473,126
U0108,168,188,University of Florida,US,United States,XL,FC,VH,5,A,48,171,58.7,137,71.3,180,26.6,467,18.8,604,10.8,699,97.7,24,39,184,95.7,48,48114,9%,56:44:00,63.679,55.5,56.7,78.3,88.9,50.9,2024,472,485,113,44,90,43,39.7837304,-100.445882,Public,98,2,56.8432449,31.06530612,362.2653061,265.6666667,56,44,"Veterinary Science,Languages, Literature & Linguistics,Law,Geography,Psychology,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Sociology,Accounting & Finance,Medicine & Dentistry,Other Health,Economics & Econometrics,Sport Science,Chemical Engineering,Mathematics & Statistics,Business & Management,Chemistry,Physics & Astronomy,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Communication & Media Studies,Architecture,Computer Science,General Engineering",50.9,100,47815,43002,4813,"4,143",52630.5,10,95.5,7.5,10,173,212,11.5,Gainesville,North America,6222,7,0.5,69.66,48.85,14.8,0.006428801,0.10969031,368.2,0.484692422,280,36025,192
U0109,169,164,"University of Maryland, College Park",US,United States,XL,FC,VH,5,A,49.2,165,26.1,369,35.1,451,68.4,154,31.6,477,14,639,85.5,113,41.6,176,81.7,137,33988,9%,49:51:00,65.715,49.4,58.1,92.8,70.2,48.6,2024,103,480,55,72,45,42,39.7837304,-100.445882,Public,98,2,56.8432449,31.06530612,362.2653061,265.6666667,49,51,"Chemical Engineering,Business & Management,Architecture,History, Philosophy & Theology,Chemistry,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Politics & International Studies (incl Development Studies),Education,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,Veterinary Science,General Engineering,Economics & Econometrics,Sport Science,Geography,Biological Sciences,Mathematics & Statistics,Computer Science",79.2,100,33483,23371,10112,"4,659",52630.5,10,95.5,7.5,10,158,207,11.5,College Park,North America,3798,10,0.5,78.92,33.85,22.8,0.024223275,0.108991009,201.7,0.480538753,331,7521,192
U0110,169,229,University of Reading,UK,United Kingdom,L,CO,VH,5,A,33.2,263,39.3,241,16.1,701+,67.4,161,88.4,189,81,158,77.8,158,32.3,237,72.5,189,15945,31%,55:45:00,58.061,37.5,40.6,84.1,70.8,95.5,2024,466,104,304,394,422,460,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,55,45,"Accounting & Finance,Law,Communication & Media Studies,Business & Management,Agriculture & Forestry,Geography,History, Philosophy & Theology,Other Health,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Physics & Astronomy,Sociology,Art, Performing Arts & Design,Education,Chemistry,General Engineering,Psychology,Archaeology,Chemical Engineering,Veterinary Science,Computer Science,Mathematics & Statistics",55.4,100,15970,11333,4637,"5,007",52630.5,31,95.5,7.5,10,202,194,11.5,Reading,Europe,1325,12,1.869565217,66.7,35.8,84.7,0.374339623,0.437977023,308.8,0.521792524,237,4878,126
U0111,171,226,Complutense University of Madrid,ES,Spain,XL,FC,VH,4,A,68.2,96,69.3,105,25.8,573,7,701+,9,701+,25.6,469,83.4,127,57.9,106,96.3,41,59814,10%,62:38:00,43.641,40.3,29.4,58.8,52.1,46.7,2024,193,131,300,214,321,363,39.3260685,-4.8379791,Public,9,313,39.44405556,25.51111111,727,558.7142857,62,38,Natural Sciences,47.4657268,100,57684,36545,21139,"7,295",52630.5,16,95.5,7.5,10,223,505,11.5,Madrid,Europe,4778,13,0.5,47.04,63.6,17.3,0.037254081,0.421292993,206.5,0.38037317,419,9554,86
U0112,171,181,University College Dublin,IE,Ireland,L,FC,VH,5,A,49.8,162,41.3,226,20.7,652,38.9,354,98.8,101,60.8,245,50.5,309,69,75,70.1,204,23405,25%,,56.907,34.3,41.3,84,75.1,88.1,2024,492,310,127,291,276,200,52.865196,-7.9794599,Public,7,231,47.20792857,23.4,484.2857143,544,54.36448932,45.63551068,"Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Biological Sciences,General Engineering,Chemistry,Architecture,Education,Mathematics & Statistics,Geography,Business & Management,Law,Psychology,Archaeology,Computer Science,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,Veterinary Science,Sociology,Other Health,Sport Science",86.3,100,25252,16626,8626,"6,118",52630.5,35,95.5,7.5,10,173,118,11.5,Dublin,Europe,1836,12,0.5,66.92,55.15,79.8,0.171568627,0.302897103,327.9,0.488199507,261,5827,13
U0113,173,208,Qatar University,QA,Qatar,M,FC,VH,3,A,27.1,320,43.9,206,64.8,213,38.8,356,100,20,96.8,74,59.8,244,95.8,24,35.5,397,10081,36%,77:23:00,54.2495,31.3,35.6,83.4,61.8,96,2024,,,,,,,,,Public,1,282,54.2495,27.1,282,86.65,77,23,Social Sciences & Management,73.3,100,9539,6805,2734,"3,197",52630.5,38,95.5,7.5,10,224,112,11.5,Doha,Asia,1163,8,0.5,64.28,69.85,98.4,4.22,0,0,0.319472079,301,3104,2
U0114,173,237,University of Cape Town,ZA,South Africa,L,FC,VH,5,A,44.4,190,51,164,12.6,701+,45.7,295,59.9,317,21.2,527,95.4,49,88.9,38,75.1,175,21961,13%,54:46:00,60.882,38.7,47,88.3,78.2,82.9,2024,216,294,187,299,190,254,-28.8166236,24.991639,Public,8,167,43.0708125,17.4875,629,559.4,54,46,"Other Health,Communication & Media Studies,Art, Performing Arts & Design,Biological Sciences,Archaeology,Mechanical & Aerospace Engineering,Business & Management,General Engineering,Physics & Astronomy,History, Philosophy & Theology,Education,Sport Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Computer Science,Chemistry,Geography,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Architecture,Law,Medicine & Dentistry,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",82.8,100,20094,15452,4642,"3,204",52630.5,12,95.5,7.5,10,226,150,11.5,Cape Town,Africa,1503,14,0.5,71.78,69.95,40.55,0.194943446,0.345274725,230.7,0.506512013,198,4485,16
U0115,176,112,Nagoya University,JP,Japan,L,FC,VH,4,A,61.5,114,65.1,123,87.5,96,33,412,15.4,661,19.1,558,17.6,565,16.6,509,24.1,502,15224,12%,30 : 70,55.879,55.3,55.7,54.3,99.5,41.9,2024,69,366,67,165,169,222,36.5748441,139.2394179,Public,37,29,35.23782432,24.98108108,1011.972973,567.8518519,30,70,"Other Health,Mathematics & Statistics,Archaeology,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Biological Sciences,Languages, Literature & Linguistics,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Sociology,Education,Physics & Astronomy,Psychology,Business & Management,Accounting & Finance,Civil Engineering,Chemistry,Architecture,Medicine & Dentistry,Law,Geography,Agriculture & Forestry,Communication & Media Studies,Chemical Engineering",43.8,100,15559,10115,5444,"1,879",52630.5,13,95.5,7.5,10,118,164,11.5,Nagoya,Asia,2512,6,0.5,54.86,40.85,17.25,0.052547771,0.325430125,157.5,0.417504549,252,6297,120
U0116,176,190,University of Liverpool,UK,United Kingdom,L,FC,VH,5,A,44.4,191,35,277,39.7,401,37.9,371,87.8,194,79,168,97.2,29,25.6,324,72,193,25955,32%,54:46:00,60.832,38.4,40.2,93.4,64.9,96.4,2024,382,436,294,155,135,139,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,54,46,"Archaeology,Architecture,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Business & Management,Computer Science,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Medicine & Dentistry,Psychology,Veterinary Science,Law,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy,Geography,Politics & International Studies (incl Development Studies),Sociology",59.6,100,26770,19909,6861,"9,500",52630.5,33,95.5,7.5,10,189,147,11.5,Liverpool,Europe,2771,10,1.869565217,72.12,30.3,83.4,0.068206424,0.213501499,371.8,0.506449684,358,8528,126
U0117,182,242,University of Calgary,CA,Canada,XL,FC,VH,4,A,37.7,229,61.2,129,19.9,668,41.5,330,82.8,222,62,241,62.3,232,38.6,188,91.5,82,34012,24%,54:46:00,57.2255,36.5,41.4,81.7,88.8,85.2,2024,667,213,304,142,153,240,61.0666922,-107.991707,Public,23,21,55.88345652,32.3,315.2173913,294.8571429,54,46,"Geography,Psychology,Mechanical & Aerospace Engineering,Veterinary Science,History, Philosophy & Theology,Other Health,Sport Science,Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Chemical Engineering,Chemistry,Education,Law,Archaeology,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Architecture,Medicine & Dentistry,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Biological Sciences",39.7,100,35954,22930,13024,"6,791",52630.5,26,95.5,7.5,10,235,211,11.5,Calgary,North America,2668,12,0.5,65.58,49.9,72.4,0.052848576,0.256200942,421.9,0.495570469,321,10641,39
