university_id,university_name,year,world_rank,national_rank,overall_score,country,region,city,university_type,academic_reputation_score,employer_reputation_score,citations_score,publications_count,citations_count,citations_per_faculty,h_index,research_output_score,research_productivity_index,subject_field,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
11,Princeton University,2024,=17,5.0,87.0,United States,North America,Princeton,Private,99.8,97.5,100.0,1729.0,27.0,100.0,145,146.0,0.0257142857142857,Life Sciences & Medicine,7753.0,23%,23.0,1050.0,7.3,47:53,47.0,53.0,Undergraduate & Postgraduate,5321.0,3057.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
12,The University of Sydney,2024,=19,3.0,86.7,Australia,Oceania,Sydney,Public,96.0,87.7,93.5,4581.0,191218.0,93.5,463,96.6,1.52,Arts & Humanities,57414.0,51%,53.0,3571.0,23.1,53:47,53.24770351,46.75229649,Undergraduate & Postgraduate,30870.0,20661.0,373.87,21,54.0,57.36819047619048,42.18,66.97,30.67
13,University of Toronto,2024,21,1.0,86.3,Canada,North America,Toronto,Public,99.7,96.0,57.2,34598.0,7.0,57.2,681,2.0,0.0007084303208177,Social Sciences & Management,79282.0,27%,39.0,9881.0,25.8,56:44,56.0,44.0,Undergraduate & Postgraduate,57886.0,22508.0,559.59,23,21.0,55.883456521739134,36.42,48.16,22.85
14,Columbia University,2024,23,6.0,85.9,United States,North America,New York City,Private,99.6,98.3,40.7,14043.0,10.0,40.7,270,20.0,0.0014110342881332,Social Sciences & Management,25914.0,35%,42.0,7087.0,5.2,58:42,58.28394647,41.71605353,Undergraduate & Postgraduate,18113.0,12467.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
15,Tsinghua University,2024,25,2.0,84.9,China (Mainland),Asia,Beijing,Public,99.1,96.9,98.9,22723.0,108.0,98.9,830,22.0,0.0174927113702623,Social Sciences & Management,38518.0,10%,9.0,6174.0,11.2,40:60,39.52176949,60.47823051,Undergraduate & Postgraduate,16000.0,22289.0,616.32,35,12.0,56.53822857142857,21.88,70.61,14.17
16,Johns Hopkins University,2024,28,13.0,84.5,United States,North America,Baltimore,Private,87.3,59.7,89.4,12135.0,3.0,89.4,372,8.0,0.0006179196704428,Natural Sciences,15772.0,28%,34.0,4855.0,4.1,54:46,54.0,46.0,Undergraduate & Postgraduate,13881.0,7394.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
17,The University of Tokyo,2024,28,1.0,84.3,Japan,Asia,Tokyo,Public,100.0,99.8,70.0,7042.0,83400.0,70.0,245,85.0,4.89,Social Sciences & Management,26345.0,15%,18.0,4473.0,10.3,50:50,49.63809988,50.36190012,Undergraduate & Postgraduate,19387.0,6911.0,1349.57,37,29.0,35.23782432432433,25.61,22.27,5.48
18,McGill University,2024,30,2.0,83.7,Canada,North America,Montreal,Public,93.7,87.6,62.1,8522.0,39.0,62.1,295,44.0,0.0100619195046439,Life Sciences & Medicine,30821.0,29%,29.0,3876.0,11.9,61:39,61.0,39.0,Undergraduate & Postgraduate,17475.0,12721.0,559.59,23,21.0,55.883456521739134,36.42,48.16,22.85
19,University of Michigan-Ann Arbor,2024,33,14.0,81.7,United States,North America,Ann Arbor,Public,98.3,89.9,56.2,27181.0,231537.0,56.2,457,76.9,5.57,Social Sciences & Management,45783.0,16%,19.0,7132.0,8.1,52:48,52.0,48.0,Undergraduate & Postgraduate,29895.0,18554.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
20,University of British Columbia,2024,=34,3.0,81.5,Canada,North America,Vancouver,Public,98.2,93.5,57.0,26031.0,24.0,57.0,577,25.0,0.003870343492985,Arts & Humanities,58987.0,34%,34.0,6201.0,19.4,55:45,55.0,45.0,Undergraduate & Postgraduate,37415.0,22697.0,559.59,23,21.0,55.883456521739134,36.42,48.16,22.85
21,Technical University of Munich,2024,37,5.0,80.0,Germany,Europe,Munich,Public,83.9,98.2,59.6,20658.0,139.0,59.6,458,106.0,0.0208614738105958,Engineering & Technology,35506.0,39%,45.0,6663.0,44.4,37:63,37.0,63.0,Undergraduate & Postgraduate,25726.0,10029.0,409.72,9,31.0,59.47188888888888,45.16,47.76,22.4
22,Institut Polytechnique de Paris,2024,=38,2.0,79.5,France,Europe,Palaiseau Cedex,Public,44.8,99.6,93.8,2003.0,28127.0,93.8,165,77.7,4.8,Natural Sciences,6073.0,42%,43.0,1057.0,6.8,62:38,62.14252259,37.85747741,Undergraduate & Postgraduate,4417.0,1800.0,858.67,9,58.0,54.703833333333336,33.89,35.92,20.8
23,Seoul National University,2024,41,1.0,78.5,South Korea,Asia,Seoul,Public,99.0,98.2,64.9,7496.0,129.0,64.9,465,19.0,0.0334283493132936,Arts & Humanities,28620.0,13%,16.0,3859.0,16.1,42:58,41.86502419,58.13497581,Undergraduate & Postgraduate,17014.0,9769.0,682.03,18,62.0,43.17502777777778,22.69,33.0,15.2
24,Monash University,2024,42,6.0,78.2,Australia,Oceania,Melbourne,Public,88.4,75.2,88.4,16180.0,101.0,88.4,472,56.0,0.0262201453790238,Arts & Humanities,58460.0,38%,36.0,3852.0,43.1,54:46,54.0,46.0,Undergraduate & Postgraduate,42921.0,13366.0,373.87,21,54.0,57.36819047619048,42.18,66.97,30.67
25,The University of Queensland,2024,43,7.0,78.1,Australia,Oceania,Brisbane City,Public,87.1,73.7,87.0,15427.0,364117.0,87.0,538,94.2,4.76,Social Sciences & Management,42847.0,42%,43.0,3513.0,39.1,54:46,54.0,46.0,Undergraduate & Postgraduate,34512.0,6783.0,373.87,21,54.0,57.36819047619048,42.18,66.97,30.67
26,Zhejiang University,2024,=44,4.0,77.8,China (Mainland),Asia,Hangzhou,Public,73.8,95.7,97.6,16079.0,304.0,97.6,596,15.0,0.0501236603462489,Engineering & Technology,48169.0,16%,14.0,6065.0,12.0,59:41,58.54412038,41.45587962,Undergraduate & Postgraduate,43009.0,11304.0,616.32,35,12.0,56.53822857142857,21.88,70.61,14.17
27,Kyoto University,2024,46,2.0,76.3,Japan,Asia,Kyoto,Public,98.7,99.1,49.3,14749.0,101.0,49.3,325,29.0,0.0258245972896957,Engineering & Technology,21817.0,11%,11.0,3911.0,9.0,25:75,25.0,75.0,Undergraduate & Postgraduate,15588.0,6029.0,1349.57,37,29.0,35.23782432432433,25.61,22.27,5.48
28,Delft University of Technology,2024,=47,10.0,76.2,Netherlands,Europe,Delft,Public,73.0,79.0,84.9,5869.0,363.0,84.9,371,224.0,0.1778539931406173,Social Sciences & Management,21262.0,30%,35.0,2041.0,15.9,32:68,32.0,68.0,Undergraduate & Postgraduate,13084.0,8326.0,159.0,9,48.0,67.17744444444445,55.29,72.84,31.25
29,Northwestern University,2024,=47,18.0,76.2,United States,North America,Evanston,Private,83.8,60.2,70.3,7802.0,34.0,70.3,298,52.0,0.0093099671412924,Life Sciences & Medicine,18894.0,18%,24.0,3652.0,13.1,54:46,54.0,46.0,Undergraduate & Postgraduate,14415.0,6196.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
30,Fudan University,2024,50,5.0,74.4,China (Mainland),Asia,Shanghai,Public,84.7,89.8,72.4,6894.0,275.0,72.4,310,54.0,0.0607600530269553,Social Sciences & Management,38101.0,9%,10.0,4526.0,12.6,52:48,52.0,48.0,Undergraduate & Postgraduate,27995.0,10606.0,616.32,35,12.0,56.53822857142857,21.88,70.61,14.17
31,Shanghai Jiao Tong University,2024,51,3.0,74.3,China (Mainland),Asia,Shanghai,Public,83.7,83.3,99.4,10156.0,167.0,99.4,439,17.0,0.0380756953944368,Arts & Humanities,38472.0,9%,11.0,4386.0,12.6,36:64,36.0,64.0,Undergraduate & Postgraduate,32597.0,8910.0,616.32,35,12.0,56.53822857142857,21.88,70.61,14.17
32,Carnegie Mellon University,2024,52,50.0,73.7,United States,North America,Pittsburgh,Private,71.2,75.3,99.9,10003.0,129.0,99.9,585,318.0,0.0840938722294654,Arts & Humanities,13562.0,44%,50.0,1534.0,11.9,44:56,44.0,56.0,Undergraduate & Postgraduate,13143.0,3114.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
33,University of Amsterdam,2024,53,5.0,73.4,Netherlands,Europe,Amsterdam,Public,83.6,44.2,98.1,20872.0,85.0,98.1,500,79.0,0.0141666666666666,Social Sciences & Management,28649.0,36%,39.0,6000.0,13.2,60:40,60.0,40.0,Undergraduate & Postgraduate,17832.0,13203.0,159.0,9,48.0,67.17744444444445,55.29,72.84,31.25
34,University of Bristol,2024,55,7.0,72.4,United Kingdom,Europe,Bristol,Public,74.9,84.7,64.7,8996.0,85.0,64.7,349,126.0,0.0041849244251883,Social Sciences & Management,27335.0,31%,35.0,20311.0,14.8,56:44,56.0,44.0,Undergraduate & Postgraduate,23316.0,6364.0,614.48,69,1.0,50.81734057971014,35.82,38.92,35.29
35,Duke University,2024,57,19.0,72.0,United States,North America,Durham,Private,85.7,69.3,40.2,6041.0,14.0,40.2,144,36.0,0.0024678300722721,Engineering & Technology,15527.0,18%,25.0,5673.0,3.9,55:45,55.0,45.0,Undergraduate & Postgraduate,13340.0,4531.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
36,University of Texas at Austin,2024,58,22.0,71.8,United States,North America,Austin,Public,93.5,83.2,86.7,24650.0,24.0,86.7,411,73.0,0.0083131278143401,Engineering & Technology,48558.0,8%,10.0,2887.0,16.4,56:44,56.0,44.0,Undergraduate & Postgraduate,37114.0,14044.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
37,Sorbonne University,2024,59,1.0,71.7,France,Europe,France,Public,88.6,53.2,85.4,13690.0,22.0,85.4,403,6.0,0.0047008547008547,Natural Sciences,41527.0,22%,23.0,4680.0,14.5,61:39,61.0,39.0,Undergraduate & Postgraduate,25981.0,12942.0,858.67,9,58.0,54.703833333333336,33.89,35.92,20.8
38,The Hong Kong University of Science and Technology,2024,60,3.0,71.1,Hong Kong SAR,Asia,Hong Kong,Public,83.3,42.6,99.1,4168.0,112952.0,99.1,315,94.7,2.86,Engineering & Technology,9794.0,30%,48.0,697.0,19.9,54:46,54.26134109,45.73865891,Undergraduate & Postgraduate,6662.0,2250.0,274.33,3,65.0,64.663,57.76,71.59,39.91
39,KU Leuven,2024,61,2.0,70.1,Belgium,Europe,Leuven,Public,84.6,42.4,92.7,19739.0,66.0,92.7,557,48.0,0.0246544639521852,Life Sciences & Medicine,49435.0,19%,21.0,2677.0,37.3,52:48,52.0,48.0,Undergraduate & Postgraduate,38138.0,12198.0,374.09,3,45.0,68.01683333333334,40.93,51.76,20.19
40,University of Washington,2024,63,23.0,69.2,United States,North America,Seattle,Public,84.0,50.4,93.5,21367.0,240173.0,93.5,538,79.6,6.77,Natural Sciences,49486.0,16%,18.0,2796.0,10.1,57:43,57.0,43.0,Undergraduate & Postgraduate,30971.0,18553.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
41,University of Illinois at Urbana-Champaign,2024,64,22.0,69.1,United States,North America,Champaign,Public,85.0,70.8,86.5,11534.0,219154.0,86.5,537,86.6,3.89,Arts & Humanities,50250.0,23%,23.0,2748.0,19.6,47:53,47.0,53.0,Undergraduate & Postgraduate,43904.0,6736.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
42,National Taiwan University,2024,69,1.0,67.9,Taiwan,Asia,Taipei City,Public,92.8,91.3,47.0,5325.0,100820.0,47.0,319,84.3,3.97,Natural Sciences,24744.0,13%,24.0,2939.0,11.1,44:56,44.0,56.0,Undergraduate & Postgraduate,12096.0,6647.0,1161.4,22,154.0,33.41943181818181,25.98,28.31,8.91
43,City University of Hong Kong,2024,70,5.0,67.7,Hong Kong SAR,Asia,Hong Kong,Public,59.6,27.3,99.9,2509.0,327.0,99.9,236,262.0,0.2204989885367498,Social Sciences & Management,9076.0,67%,76.0,1483.0,13.2,54:46,54.0,46.0,Undergraduate & Postgraduate,5543.0,2676.0,274.33,3,65.0,64.663,57.76,71.59,39.91
44,Université Paris-Saclay,2024,71,4.0,67.6,France,Europe,France,Public,58.9,99.1,45.8,10268.0,132024.0,45.8,368,58.8,3.65,Engineering & Technology,31662.0,24%,25.0,8010.0,13.0,50:50,50.0,50.0,Undergraduate & Postgraduate,21172.0,11635.0,858.67,9,58.0,54.703833333333336,33.89,35.92,20.8
45,The University of Western Australia,2024,72,8.0,66.9,Australia,Oceania,Perth,Public,56.2,44.6,98.9,7612.0,186793.0,98.9,476,84.1,3.73,Arts & Humanities,19382.0,26%,30.0,1539.0,22.4,51:49,51.0,49.0,Undergraduate & Postgraduate,14949.0,4931.0,373.87,21,54.0,57.36819047619048,42.18,66.97,30.67
46,Brown University,2024,=73,36.0,66.4,United States,North America,Providence,Private,58.3,42.4,85.9,9486.0,80.0,85.9,327,186.0,0.0575953923686105,Engineering & Technology,9781.0,19%,22.0,1389.0,10.3,44:56,43.61310156,56.38689844,Undergraduate & Postgraduate,7309.0,3578.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
47,University of Leeds,2024,75,15.0,65.5,United Kingdom,Europe,Leeds,Public,70.3,76.7,42.3,11481.0,139.0,42.3,341,150.0,0.0386863345393821,Engineering & Technology,33450.0,32%,39.0,3593.0,14.4,60:40,60.0,40.0,Undergraduate & Postgraduate,23475.0,12125.0,614.48,69,1.0,50.81734057971014,35.82,38.92,35.29
48,University of Glasgow,2024,=76,12.0,65.2,United Kingdom,Europe,Glasgow,Public,76.3,70.7,31.8,11988.0,114.0,31.8,285,165.0,0.0343995171997586,Natural Sciences,32270.0,43%,45.0,3314.0,14.4,60:40,60.0,40.0,Undergraduate & Postgraduate,23029.0,11046.0,614.48,69,1.0,50.81734057971014,35.82,38.92,35.29
49,Durham University,2024,78,20.0,65.1,United Kingdom,Europe,Durham,Public,59.5,89.3,53.3,7410.0,240.0,53.3,238,327.0,0.1352112676056338,Life Sciences & Medicine,19575.0,32%,34.0,1775.0,14.0,54:46,54.0,46.0,Undergraduate & Postgraduate,15437.0,6033.0,614.48,69,1.0,50.81734057971014,35.82,38.92,35.29
50,Korea University,2024,79,5.0,64.7,South Korea,Asia,Seoul,Private,82.2,94.0,36.6,11428.0,363.0,36.6,222,115.0,0.0901639344262295,Arts & Humanities,22324.0,31%,38.0,4026.0,16.3,56:44,56.25300582,43.74699418,Undergraduate & Postgraduate,13854.0,7874.0,682.03,18,62.0,43.17502777777778,22.69,33.0,15.2
51,Osaka University,2024,80,3.0,63.9,Japan,Asia,Osaka City,Public,81.3,89.1,62.7,4568.0,174.0,62.7,231,59.0,0.0556443875919411,Arts & Humanities,22274.0,10%,11.0,3127.0,10.4,32:68,32.0,68.0,Undergraduate & Postgraduate,12801.0,9385.0,1288.24,37,29.0,35.23782432432433,22.53,19.61,5.07
52,University of Southampton,2024,=81,11.0,63.5,United Kingdom,Europe,Southampton,Public,51.5,51.2,71.4,11768.0,151.0,71.4,465,134.0,0.0611831442463533,Arts & Humanities,19920.0,35%,46.0,2468.0,13.0,54:46,54.0,46.0,Undergraduate & Postgraduate,17110.0,7245.0,614.48,69,1.0,50.81734057971014,35.82,38.92,35.29
53,University of Birmingham,2024,84,16.0,63.0,United Kingdom,Europe,Birmingham,Public,67.5,75.7,38.2,5421.0,187.0,38.2,345,129.0,0.0521472392638036,Engineering & Technology,32625.0,32%,35.0,3586.0,15.2,56:44,56.0,44.0,Undergraduate & Postgraduate,24203.0,9942.0,614.48,69,1.0,50.81734057971014,35.82,38.92,35.29
54,Lund University,2024,=85,3.0,62.8,Sweden,Europe,Lund,Public,69.3,47.5,37.7,13075.0,76.0,37.7,433,90.0,0.025,Life Sciences & Medicine,30349.0,18%,22.0,3040.0,12.0,56:44,56.0,44.0,Undergraduate & Postgraduate,16819.0,6929.0,329.54,6,106.0,60.135250000000006,52.01,53.18,14.92
55,Lomonosov Moscow State University,2024,=87,1.0,62.2,Russia,Europe,Moscow,Public,81.2,78.3,4.6,8150.0,10031.0,4.6,112,45.5,4.05,Social Sciences & Management,32680.0,37%,38.0,6575.0,9.6,51:49,51.0,49.0,Undergraduate & Postgraduate,17894.0,13709.0,1470.93,24,95.0,29.87127083333333,18.23,14.05,16.72
56,University of Technology Sydney,2024,90,20.0,61.8,Australia,Oceania,Haymarket,Public,43.4,57.8,95.3,7778.0,898.0,95.3,336,503.0,0.4113605130554283,Social Sciences & Management,28223.0,25%,26.0,2183.0,37.4,51:49,51.0,49.0,Undergraduate & Postgraduate,21546.0,8183.0,373.87,21,54.0,57.36819047619048,42.18,66.97,30.67
57,University of Zurich,2024,=91,3.0,61.6,Switzerland,Europe,Zürich,Public,59.1,27.6,52.0,6359.0,51.0,52.0,321,80.0,0.013560223344855,Engineering & Technology,25608.0,24%,29.96438329,3761.0,14.7,52:48,51.92849863,48.07150137,Undergraduate & Postgraduate,16466.0,10800.0,428.7,5,80.0,64.5411,43.78,56.61,32.76
58,Boston University,2024,=93,35.0,61.4,United States,North America,Boston,Private,61.7,68.3,60.1,8865.0,26.0,60.1,260,113.0,0.0098410295230885,Engineering & Technology,26677.0,29%,33.0,2642.0,10.8,58:42,58.0,42.0,Undergraduate & Postgraduate,17231.0,12008.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
59,University of St Andrews,2024,=95,31.0,61.0,United Kingdom,Europe,St. Andrews,Public,47.3,67.2,57.7,7940.0,405.0,57.7,262,437.0,0.3352649006622517,Life Sciences & Medicine,10325.0,46%,49.0,1208.0,12.4,59:41,59.0,41.0,Undergraduate & Postgraduate,6864.0,4401.0,614.48,69,1.0,50.81734057971014,35.82,38.92,35.29
60,Georgia Institute of Technology,2024,97,60.0,60.9,United States,North America,Atlanta,Public,67.4,85.1,67.1,13931.0,222.0,67.1,279,144.0,0.1752170481452249,Social Sciences & Management,32079.0,29%,32.0,1267.0,28.0,34:66,34.0,66.0,Undergraduate & Postgraduate,22922.0,10403.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
61,University of Nottingham,2024,=100,9.0,60.4,United Kingdom,Europe,Nottingham,Public,60.7,72.1,46.5,39313.0,114.0,46.5,399,138.0,0.0336680448907265,Engineering & Technology,33520.0,27%,28.0,3386.0,16.0,55:45,55.0,45.0,Undergraduate & Postgraduate,24907.0,10563.0,614.48,69,1.0,50.81734057971014,35.82,38.92,35.29
62,University of Wisconsin-Madison,2024,102,27.0,60.0,United States,North America,Madison,Public,80.2,47.8,37.4,16518.0,48179.0,37.4,196,56.9,7.38,Life Sciences & Medicine,41209.0,13%,15.0,5166.0,9.9,47:53,47.42303285,52.57696715,Undergraduate & Postgraduate,33446.0,11808.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
63,Uppsala University,2024,105,2.0,59.4,Sweden,Europe,Uppsala,Public,62.7,30.5,45.6,8353.0,114.0,45.6,261,107.0,0.0400984875131902,Social Sciences & Management,24749.0,17%,18.0,2843.0,13.3,59:41,59.0,41.0,Undergraduate & Postgraduate,12934.0,8019.0,329.54,6,106.0,60.135250000000006,52.01,53.18,14.92
64,RWTH Aachen University,2024,106,14.0,59.3,Germany,Europe,Aachen,Public,49.7,93.0,78.7,11873.0,129.0,78.7,366,181.0,0.0530645824763471,Natural Sciences,34914.0,29%,33.0,2431.0,43.3,35:65,35.0,65.0,Undergraduate & Postgraduate,18675.0,8987.0,409.72,9,31.0,59.47188888888888,45.16,47.76,22.4
65,University of Copenhagen,2024,=107,1.0,58.8,Denmark,Europe,Copenhagen,Public,74.1,25.8,21.2,4620.0,38.0,21.2,181,26.0,0.005210475798711,Engineering & Technology,31728.0,14%,14.0,7293.0,4.3,63:37,63.0,37.0,Undergraduate & Postgraduate,17473.0,13952.0,237.83,4,103.0,63.334375,49.09,65.69,18.0
66,Aalto University,2024,109,3.0,58.7,Finland,Europe,Espoo,Public,44.6,41.8,79.4,9144.0,363.0,79.4,328,340.0,0.2600286532951289,Life Sciences & Medicine,14427.0,23%,26.0,1396.0,20.4,39:61,39.0,61.0,Undergraduate & Postgraduate,10829.0,4302.0,384.82,8,121.0,53.541875,36.49,55.81,13.23
67,Newcastle University,2024,110,19.0,58.6,United Kingdom,Europe,Newcastle upon Tyne,Public,48.0,74.5,50.2,10402.0,174.0,50.2,558,236.0,0.0629067245119305,Life Sciences & Medicine,25650.0,26%,28.0,2766.0,14.8,54:46,54.0,46.0,Undergraduate & Postgraduate,15522.0,10878.0,614.48,69,1.0,50.81734057971014,35.82,38.92,35.29
68,University of Alberta,2024,111,4.0,58.3,Canada,North America,Edmonton,Public,56.8,36.5,59.1,6350.0,80.0,59.1,303,62.0,0.0219478737997256,Engineering & Technology,33730.0,27%,28.0,3645.0,22.8,39:61,38.88865405,61.11134595,Undergraduate & Postgraduate,27535.0,6403.0,559.59,23,21.0,55.883456521739134,36.42,48.16,22.85
69,University of Waterloo,2024,112,12.0,58.1,Canada,North America,Waterloo,Public,40.7,66.7,82.9,5669.0,275.0,82.9,351,196.0,0.1441299790356394,Social Sciences & Management,36904.0,23%,21.0,1908.0,24.2,47:53,47.0,53.0,Undergraduate & Postgraduate,19964.0,14808.0,559.59,23,21.0,55.883456521739134,36.42,48.16,22.85
70,Tohoku University,2024,113,5.0,58.0,Japan,Asia,Sendai City,Public,72.4,84.2,29.6,4388.0,167.0,29.6,165,60.0,0.0502557929581703,Life Sciences & Medicine,17409.0,12%,13.0,3323.0,11.8,28:72,28.0,72.0,Undergraduate & Postgraduate,12428.0,4921.0,1349.57,37,29.0,35.23782432432433,25.61,22.27,5.48
71,Western University,2024,114,8.0,57.4,Canada,North America,London,Public,32.1,47.4,98.3,14097.0,167.0,98.3,346,164.0,0.1273836765827612,Social Sciences & Management,30176.0,24%,25.0,1311.0,33.0,56:44,56.0,44.0,Undergraduate & Postgraduate,19813.0,12018.0,559.59,23,21.0,55.883456521739134,36.42,48.16,22.85
72,University of Helsinki,2024,115,1.0,57.2,Finland,Europe,Helsinki,Public,65.1,32.3,49.8,14154.0,108.0,49.8,366,82.0,0.0378283712784588,Natural Sciences,22887.0,5%,7.0,2855.0,15.9,68:32,68.0,32.0,Undergraduate & Postgraduate,17318.0,5656.0,384.82,8,121.0,53.541875,36.49,55.81,13.23
73,University of Southern California,2024,116,33.0,57.1,United States,North America,Los Angeles,Private,52.5,47.6,68.0,13876.0,66.0,68.0,408,121.0,0.021181001283697,Social Sciences & Management,44083.0,24%,27.0,3116.0,14.2,53:47,53.0,47.0,Undergraduate & Postgraduate,33123.0,9717.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
74,University of Oslo,2024,117,1.0,56.9,Norway,Europe,Oslo,Public,55.8,11.2,64.2,11715.0,93.0,64.2,252,99.0,0.0357692307692307,Natural Sciences,20967.0,15%,18.0,2600.0,12.5,64:36,64.0,36.0,Undergraduate & Postgraduate,11219.0,8883.0,499.0,3,127.0,52.4375,35.7,35.97,14.35
75,Stockholm University,2024,118,5.0,56.8,Sweden,Europe,Stockholm,Public,54.1,15.2,71.9,11753.0,93.0,71.9,344,247.0,0.04,Natural Sciences,29774.0,13%,14.0,2325.0,20.3,46:54,45.70540505,54.29459495,Undergraduate & Postgraduate,18398.0,9348.0,329.54,6,106.0,60.135250000000006,52.01,53.18,14.92
76,Technical University of Denmark,2024,121,3.0,56.2,Denmark,Europe,Kongens Lyngby,Public,32.5,16.3,83.4,3132.0,93.0,83.4,229,216.0,0.0419107706173952,Engineering & Technology,10410.0,28%,37.0,2219.0,7.7,34:66,34.0,66.0,Undergraduate & Postgraduate,9134.0,2120.0,237.83,4,103.0,63.334375,49.09,65.69,18.0
