university_id,year,university_name,world_rank,national_rank,overall_score,country,region,city,university_type,academic_reputation_score,employer_reputation_score,citations_score,publications_count,citations_count,citations_per_faculty,h_index,research_output_score,research_productivity_index,subject_field,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
2747,2021,University of Limerick,515.5,9.0,36.955,Ireland  ,Europe  ,Limerick,Public,37.77825398,37.66466873,27.51660498,3820,15726,16.51909475,141,32.6,4.01,Social Sciences & Management  ,14708.0,1.857,0.012625782,952.0,14.0,50:50:00,50.0,50.0,Undergraduate & Postgraduate,9187,5521,371.77,11,101.0,42.16,38.96,39.02,19.51
1246,2024,Nanjing Forestry University,672.0,8.0,39.883,China,Asia  ,China, Public,38.81865317,42.87942699,36.04480289,8801,60425,26.87937679,255,37.4,3.92,Engineering & Technology,32345.0,323.0,1.0,2248.0,14.3883452,41:59:00,41.15546332,58.84453668,Undergraduate & Postgraduate,27385,4960,986.71,45,358.0,33.36,33.62,34.06,3.22
1025,2026,Korea University,61.0,3.0,79.6,Republic of Korea,Asia,Seoul,Private not for Profit,89.2,95.4,68.2,11428,73242,55.36025387,222,78.7,8.64,Arts & Humanities,21728.0,8257.0,38.0,1323.0,16.42328042,56:44:00,56.25300582,43.74699418,Undergraduate & Postgraduate,13854,7874,682.03,43,38.0,36.74,22.69,33.0,15.2
996,2023,King Faisal University,854.0,21.0,31.5925,Saudi Arabia,Asia,Hofuf,Public,13.2,4.8,2.2,10237,6302,1.664516991,84,7.7,2.7,Arts & Humanities,27805.0,556.0,2.0,3786.0,7.344162705,67:33:00,67.0,33.0,Undergraduate & Postgraduate,20382,7423,627.19,26,106.0,40.06,23.96,22.85,10.94
1225,2025,Moulay Ismail University,1511.0,6.0,25.0045,MOROCCO,Africa  ,Morocco,Private  ,21.22566271,28.89711421,26.43747131,16870,110486,24.24537979,374,23.8,3.7,LIFE SCIENCES & MEDICINE,80794.0,0.0,0.0,4557.0,17.7296467,54:46:00,54.0,46.0,undergraduate & postgraduate  ,50889,29905,1438.58,13,414.0,27.9,24.62,24.23,3.12
813,2023,Instituto Tecnológico Autónomo de México,766.0,8.0,57.4,mexico, Latin America,Mexico City,Private,14.2,47.4,2.0,1807,1055,2.288743066,29,8.1,3.92,Social Sciences & Management,11059.0,3207.0,29.00046916,461.0,23.98915401,52:48:00  ,51.57838376,48.42161624,undergraduate & postgraduate,7471,3588,1150.91,45,105.0,28.03,14.59,6.96,11.93
354,2023,China Pharmaceutical University,1153.0,36.0,25.7675,CHINA,Asia,China,Public  ,22.62606064,29.20773863,26.25188511,3906,61306,23.19566548,204,24.4,1.48,Life Sciences & Medicine,24270.0,485.0,2.0,2643.0,9.182746879,69:31:00,69.0,31.0,UNDERGRADUATE & POSTGRADUATE,13061,11209,1006.08,49,453.0,29.5,30.04,29.55,3.16
1454,2026,Ovidius University of Constanța,2085.0,27.0,15.8325,Romania,europe,Romania,PUBLIC,13.69922498,17.12600023,18.00365512,5093,26658,19.01456967,174,15.9,3.63,Life Sciences & Medicine,16291.0,1140.0,7.0,1402.0,11.61982882,57:43:00,57.0,43.0, Undergraduate & Postgraduate,11045,5246,1450.67,28,765.5,28.48,20.26,20.5,13.13
1218,2018,Moscow Institute of Physics and Technology,355.0,6.0,33.4,Russia,Europe  ,Dolgoprudny,Public,25.07453707,28.12917527,22.43638778,3493,16125,14.52743616,104,23.8,3.15,Natural Sciences,5761.0,1153.0,20.01388648,1110.0,5.0,46:54:00,45.64545863,54.35454137,Undergraduate & Postgraduate  ,4271,1490,508.12,24,95.0,32.85,34.37,31.32,15.95
2468,2023,University of Alberta,110.0,4.0,56.9,Canada,north america,Edmonton,Public,55.1,48.9,53.9,8631,119940,52.93028138,350,54.5,3.81, Social Sciences & Management,32338.0,9055.0,28.0,2266.0,14.27096205,43:57:00,43.05847221,56.94152779,Undergraduate & Postgraduate,22970,9368,551.78,36,31.0,42.2,28.51,40.74,22.06
2994,2020,University of Strasbourg,467.0,28.0,39.965,France  ,Europe,France,Public,50.62013922,42.06106377,35.12125327,4855,121611,42.49144823,303,42.9,1.7,Natural Sciences,46898.0,9380.0,20.0,2862.0,16.38644305,58:42:00,58.0,42.0, Undergraduate & Postgraduate  ,29949,16949,576.3,72,46.0,40.31,40.83,40.35,19.68
160,2026,Autonomous University of Sinaloa,1479.0,22.0,27.538, Mexico,Latin America,Mexico,Public,32.82786821,26.33712241,26.97918788,12695,115609,30.28780664,360,29.9,3.33,social sciences & management  ,79206.0,7129.0,9.0,3817.0,20.75085145,55:45:00  ,55.0,45.0,Undergraduate & Postgraduate  ,58611,20595,1402.96,37,136.0,29.34,21.31,8.96,11.19
2769,2020,University of Malta,783.0,1.0,28.82,Malta,EUROPE  ,Msida,Public,32.8556643,26.30611502,26.17166504,1958,25108,28.14757428,167,29.5,2.2,Engineering & Technology,11772.0,1059.0,9.0,892.0,13.19730942,58:42:00,58.0,42.0,Undergraduate & Postgraduate,8122,3650,783.0,1,783.0,28.82,32.86,26.17,9.0
1132,2023,Mahidol University,,2.0,38.1,Thailand  ,Asia,Nakhon Pathom,public,40.5,,5.2,9365,8438,4.098291108,106,22.8,4.55,,28477.0,1424.0,5.0,2059.0,13.83050024, 64:36:00,64.0,36.0,undergraduate & postgraduate  ,22135,6342,1128.0,20,224.0,23.75,22.14,10.72,4.46
2686,2019,University of Idaho,558.0,151.0,35.055,United States  ,Americas,United States,Public,32.72294817,30.81029458,32.86646856,2332,16773,21.78269521,128,32.8,3.03, Life Sciences & Medicine,9675.0,774.0,8.0,770.0,12.56493506,48:52:00,48.0,52.0,Undergraduate & Postgraduate,8154,1521,431.42,229,1.0,44.48,45.06,44.04,88.07
270,2016,Brunel University London,422.0,48.0,34.0325,UNITED KINGDOM, Europe,United Kingdom,Public,37.38484911,35.93771061,38.39607496,3783,16661,21.01063592,121,37.9,4.77,Engineering & Technology,12615.0,4794.0,38.0,793.0,15.90794451, 46:54:00,46.0,54.0,Undergraduate & Postgraduate,8817,3798,329.32,78,2.0,43.92,43.23,42.78,28.22
748,2023,Illinois Institute of Technology,446.0,101.0,26.3,United States,North America,Chicago,PRIVATE  ,14.8,8.2,52.9,2056,26160,36.53595046,165,33.8,2.87,Natural Sciences,6386.0,2618.0,41.0,716.0,8.918994413,37 : 63,37.0,63.0,Undergraduate & Postgraduate,3861,2525,646.76,264,1.0,44.35,28.72,37.03,16.54
1339,2018,National University of Singapore,15.0,2.0,90.5,Singapore,ASIA,Singapore,Public,85.5134942,52.26394176,82.10238187,30773,261777,61.0486832,512,83.8,7.18,natural sciences,30602.0,7551.0,24.67485785,4288.0,7.0,51:49:00,51.0,49.0,UNDERGRADUATE & POSTGRADUATE  ,22081,8521,157.17,3,11.0,80.77,80.59,81.48,16.2
467,2020,Dublin City University,429.0,8.0,27.0,IRELAND, Europe  ,Dublin,public,30.44875985,30.18503966,22.56468004,150,871,17.42480587,34,26.5,3.0,Social Sciences & Management,12619.0,1.415,0.01121325,50.0,11.0,57:43:00,57.0,43.0,undergraduate & postgraduate,8766,3853,363.23,11,108.0,42.27,43.28,42.01,19.32
2714,2025,University of Kerbala,2051.0,20.0,13.9055,Iraq  ,Asia,Iraq, Public,11.13051522,14.3985612,15.15831074,3917,15305,9.964462103,135,13.1,2.55,natural sciences  ,23299.0,0.0,0.0,1536.0,15.16861979,51:49:00,51.0,49.0, Undergraduate & Postgraduate,17185,6114,1576.8,22,825.5,21.63,17.44,16.44,1.25
1190,2019,Michigan Technological University,595.5,158.0,52.7,United States, North America,Houghton,Public,55.97106391,55.08528806,47.75169879,1497,26098,46.43736654,158,51.9,2.66,Engineering & Technology,6744.0,694.0,10.29062871,562.0,12.0,49:51:00,49.26339659,50.73660341,UNDERGRADUATE & POSTGRADUATE  ,4931,1813,431.42,229,1.0,44.48,45.06,44.04,88.07
3398,2020,Åbo Akademi University,702.0,10.0,31.45,Finland,Europe,Finland,Public,28.75670812,32.17176647,24.42304329,957,9142,26.7300942,95,26.6,2.8,Life Sciences & Medicine,5295.0,847.0,16.0,342.0,15.48245614,33 : 67  ,33.32949908,66.67050092,Undergraduate & Postgraduate,3854,1441,387.95,10,107.0,37.6,38.44,36.85,8.61
1622,2026,Ritsumeikan University,680.0,17.0,25.9,Japan, ASIA,Kyoto,Private not for Profit,25.7,61.5,5.0,3030,8427,4.141158166,80,15.4,1.49,ARTS & HUMANITIES,35919.0,3592.0,10.0,2035.0,17.65061425,37 : 63,37.0,63.0,Undergraduate & Postgraduate,22745,13174,1349.57,120,36.0,29.01,25.61,22.27,5.48
1575,2019,Pusan National University,505.5,19.0,29.5475,South Korea,Asia,Busan,Public,28.17423939,33.99162989,34.1232488,180,1405,28.09490442,41,31.1,3.6, engineering & technology,24409.0,1.63,0.006677865,50.0,11.0,47:53:00,47.0,53.0,UNDERGRADUATE & POSTGRADUATE,16971,7438,461.24,35,36.0,37.06,38.41,36.91,132.89
2856,2023,University of North Carolina Wilmington,1366.0,255.0,20.8825, United States,North America,United States,private  ,24.62903837,18.68586216,22.53812757,4011,27081,21.75150685,149,23.6,3.22,life sciences & medicine  ,15940.0,319.0,2.0,1245.0,12.80321285,64:36:00,64.0,36.0,Undergraduate & Postgraduate  ,8697,7243,646.76,264,1.0,44.35,28.72,37.03,16.54
2798,2024,University of Messina,875.5,61.0,45.002,Italy,EUROPE,Messina,Public,8.3,2.5,29.4,4342,29078,28.4239007,183,18.8,4.24,Social Sciences & Management,13509.0,405.0,3.0,1023.0,13.20527859,63:37:00  ,63.0,37.0, Undergraduate & Postgraduate,10583,2926,632.63,78,123.0,42.24,31.14,41.55,10.98
1082,2016,Linköping University,290.0,9.0,41.35,Sweden, Europe,Linköping,Public,49.18391023,38.16142644,45.46999031,6632,68335,42.13021684,257,47.3,4.09,Natural Sciences,17866.0,1787.0,10.0,1622.0,11.01479655,52:48:00,52.0,48.0,undergraduate & postgraduate,13277,4589,189.64,11,28.0,51.56,51.66,51.91,11.27
908,2019,Jordan University of Science and Technology,389.0,1.0,42.0825,Jordan, asia  ,Jordan,Public  ,45.3707659,31.4648676,52.06127195,4908,61549,35.84696341,212,48.7,2.86,LIFE SCIENCES & MEDICINE,22318.0,4240.0,19.0,1717.0,12.99825277, 57:43:00,57.0,43.0, Undergraduate & Postgraduate,13135,9183,830.07,7,389.0,32.03,33.78,36.11,12.4
3207,2026,Université Paul-Valéry Montpellier 3,1300.5,58.0,40.6,France,europe,France,Public,14.9,6.1,8.7,4228,16344,11.10352717,127,11.8,2.87,Life Sciences & Medicine,19984.0,4780.0,23.91917676,1472.0,13.57608696,35 : 65,34.93092071,65.06907929,undergraduate & postgraduate,14265,5719,858.67,75,28.0,41.76,33.89,35.92,20.8
2239,2025,Universidad de Chile,139.0,2.0,53.7,CHILE,Americas,Santiago,PUBLIC,82.8,90.0,11.2,13524,25989,9.291778674,145,47.0,4.84,social sciences & management,30703.0,9422.0,30.68799665,2797.0,10.97711834,50:50:00,50.4111934,49.5888066,Undergraduate & Postgraduate,18787,11916,1334.84,50,93.0,27.98,20.3,13.86,10.12
113,2023,Annamalai University,1573.0,93.0,17.04,India  ,Asia,India,Private,17.36204099,17.75974707,14.04477174,2911,14969,15.10457719,137,15.7,2.94,Arts & Humanities,15770.0,158.0,1.0,991.0,15.91321897,55:45:00,55.0,45.0, Undergraduate & Postgraduate,10218,5552,920.08,96,156.0,33.15,21.84,33.12,6.8
3050,2024,University of Tübingen,96.0,9.0,66.9615,Germany, Europe,Germany,Private,48.88957782,66.9642366,61.86999132,9777,120524,76.18428814,330,55.4,6.18,social sciences & management  ,21632.0,3028.0,14.0,1582.0,13.67383059, 59:41:00  ,59.0,41.0,undergraduate & postgraduate,15761,5871,374.69,89,37.0,46.89,40.85,41.89,19.5
2835,2023,University of Navarra,254.0,9.0,38.3,SPAIN  ,Europe,Pamplona,private,29.4,66.4,15.1,1946,8289,10.18317748,82,22.2,2.39,Arts & Humanities,11466.0,3096.0,27.0,814.0,14.08599509, 54:46:00,54.0,46.0, UNDERGRADUATE & POSTGRADUATE,8629,2837,835.17,78,178.0,35.3,28.29,25.92,15.9
2195,2025,Universidad Nacional de Tucumán,,,1.0,argentina,AMERICAS,Argentina,Public,7.4,2.1,1.6,5053,3581,1.395159765,63,4.5,1.97,Social Sciences & Management,36240.0,4820.0,13.29973175,2567.0,14.11764706,62:38:00,62.13225681,37.86774319, undergraduate & postgraduate  ,29947,6293,1153.91,32,71.0,33.83,16.08,5.32,19.31
2327,2022,Universidade Federal de Ouro Preto,1462.0,62.0,17.1675,Brazil,Latin America,Brazil,Public,17.3407381,19.47177751,13.05182508,1491,7118,7.695622234,76,15.2,1.61,ARTS & HUMANITIES,13861.0,139.0,1.0,925.0,14.98486486, 50:50:00,50.0,50.0,undergraduate & postgraduate,9415,4446,1169.52,80,121.0,25.65,25.99,25.62,89.52
2840,2025,University of Neuchâtel,561.0,15.0,44.3065,switzerland, EUROPE,Switzerland,Private  ,43.27360505,40.84649095,42.19983701,1718,9107,23.4727098,105,42.7,4.43,social sciences & management,4438.0,976.0,22.0,388.0,11.43814433, 61:39:00,61.0,39.0,Undergraduate & Postgraduate,2912,1526,366.64,18,7.0,54.63,45.07,58.74,31.77
966,2025,Kazan Federal University,401.0,5.0,29.6,Russia,europe,Kazan,Public,23.6,11.4,2.4,4046,2384,1.60525158,43,13.0,2.72,Life Sciences & Medicine,22498.0,7424.0,33.0,1485.0,15.15016835,63:37:00  ,63.0,37.0,Undergraduate & Postgraduate  ,15183,7315,936.89,47,94.0,29.78,11.88,2.91,19.71
2543,2026,"University of California, Santa Cruz",458.0,69.0,34.0,united states of america  , Americas,Santa Cruz, Public,24.7,13.6,62.4,2483,40549,42.23852197,208,43.6,2.59,Natural Sciences,19357.0,1936.0,10.0,960.0,20.16354167,47:53:00  ,47.0,53.0,UNDERGRADUATE & POSTGRADUATE,15028,4329,647.61,192,1.0,48.68,29.74,38.11,19.26
2233,2026,Universidad de Belgrano,975.5,7.0,55.5,Argentina,Americas,Buenos Aires,Private not for Profit,11.2,15.3,1.0,453,388,1.0,25,6.1,1.17, SOCIAL SCIENCES & MANAGEMENT,9085.0,1079.0,11.88028168,388.0,23.41494845,55:45:00  ,55.01507283,44.98492717,undergraduate & postgraduate,5913,3172,1252.79,26,84.0,34.3,22.35,7.25,17.02
1698,2023,Satbayev University,405.0,3.0,28.1,Kazakhstan,asia,Almaty,PUBLIC,18.7,28.9,1.3,1076,512,1.0,24,10.0,2.1, Natural Sciences,9243.0,370.0,4.0,512.0,18.05273438,38 : 62,38.0,62.0,Undergraduate & Postgraduate,6514,2729,691.12,16,150.0,46.86,13.38,1.28,20.0
1825,2020,St Petersburg Electrotechnical University,1094.0,6.0,19.8025,Russian Federation,Europe,Russian Federation,Private,19.84624401,17.08839975,26.09254013,1808,17342,17.80472422,146,23.0,1.86,Natural Sciences  ,8021.0,1444.0,18.0,974.0,8.235112936,30 : 70,30.0,70.0,Undergraduate & Postgraduate,6250,1771,1170.52,21,548.0,18.13,18.78,19.06,11.05
2810,2020,"University of Missouri, Columbia",555.5,133.0,60.2,United States,north america,Columbia,Public,59.40764088,72.14519853,49.94257482,157,2039,40.77341248,50,54.7,3.14,Social Sciences & Management,26.0,1.273,4.896153846,50.0,10.0,54:46:00,54.09534412,45.90465588,Undergraduate & Postgraduate,20,6,458.79,229,1.0,45.59,45.51,45.31,81.75
1384,2021,NorthWest A&F University,894.0,25.0,27.6925,China,Asia,China,PRIVATE,23.37569394,25.11724781,28.28551964,22311,135870,28.27083613,385,25.8,4.64, natural sciences,30159.0,302.0,1.0,4806.0,6.275280899,50:50:00,50.0,50.0,undergraduate & postgraduate,22476,7683,911.77,48,518.0,27.52,27.15,25.64,3.9
2124,2021,Universidad Autónoma de Nuevo León,1001.0,16.0,12.9925,Mexico,latin america,San Nicolás de los Garza, Public,12.98685569,10.63052081,12.51626493,14281,46344,10.18107553,197,12.8,3.14,life sciences & medicine,117108.0,478.0,0.408170236,4552.0,27.0,49:51:00,49.0,51.0, Undergraduate & Postgraduate,86844,30264,991.32,34,100.0,31.09,30.53,32.11,248.64
493,2021,Eberhard Karls Universität Tübingen,175.0,24.0,45.8,germany,Europe,Tübingen,Public,40.43705248,43.67584678,37.49174844,13084,149134,33.01615278,365,39.0,2.9,Natural Sciences,22585.0,2872.0,12.71640469,4517.0,5.0,48:52:00,47.61451486,52.38548514,Undergraduate & Postgraduate,12775,9810,360.49,85,32.0,47.98,48.61,48.93,14.82
1961,2022,The Islamia University of Bahawalpur,1093.0,15.0,24.8325, pakistan,Asia,Pakistan,Public,21.07373121,24.36370585,27.30072263,5609,68661,31.18123403,250,24.2,2.55,Arts & Humanities,29156.0,0.0,0.0,2202.0,13.24069028,38 : 62,38.0,62.0,Undergraduate & Postgraduate  ,19322,9834,905.94,24,358.0,27.53,28.36,28.04,210.6
2582,2017,University of Connecticut,425.5,116.0,42.2325,United States,North America,Storrs,public,35.46576241,33.20731953,39.81752766,124,932,18.63215444,29,37.6,2.48,Natural Sciences,26109.0,3.765,0.014420315,50.0,19.0,51:49:00,51.0,49.0,Undergraduate & Postgraduate  ,13854,12255,378.68,209,1.0,45.95,44.98,45.21,139.8
3256,2024,Utah State University,1100.5,190.0,42.2,United States,North America,Logan,Public,6.6,3.2,24.4,20014,70138,23.30931976,265,15.5,6.65,Social Sciences & Management,27410.0,6404.0,23.36226423,3009.0,9.109338651,58:42:00,58.32814728,41.67185272,Undergraduate & Postgraduate,19562,7848,629.21,256,1.0,44.21,29.31,36.0,15.65
2360,2019,Universidade de Vigo,900.5,48.0,28.4,Spain,Europe,Spain,PUBLIC,29.87534031,33.1776984,24.41726355,2717,26514,21.34748519,182,27.1,2.19,Engineering & Technology,19872.0,764.0,3.844605475,1242.0,16.0,54:46:00,53.9103659,46.0896341,Undergraduate & Postgraduate  ,12627,7245,599.65,57,137.0,33.61,33.66,33.55,95.81
