university_name,year,rank_display,score,link,country,city,region_x,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,region_y,university_type,qs_rank_2026,the_rank_2026,arwu_rank_2025,qs_score,the_score,arwu_score,qs_academic_rep,qs_employer_rep,qs_faculty_student,qs_citations,qs_intl_faculty,qs_intl_students,the_teaching,the_research_env,the_research_quality,the_industry,the_intl_outlook,founded,total_students,intl_students_pct,nobel_laureates,fields_medalists,ranked_in_all_3,avg_rank_all3,university_age_2026,data_sources
Universidad del Norte ,2021,1001,,https://www.topuniversities.com/universities/universidad-del-norte,Colombia,Barranquilla,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-norte-_592560cf2aeae70239af54ec_small.jpg,Private,Medium,15,80,L,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Norte ,2022,1001-1200,,https://www.topuniversities.com/universities/universidad-del-norte,Colombia,Barranquilla,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-norte-_592560cf2aeae70239af54ec_small.jpg,Private,Medium,15,80,L,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Pacífico,2021,1001,,https://www.topuniversities.com/universities/universidad-del-pacifico,Peru,Jesús María,Latin America,https://www.topuniversities.com/sites/default/files/UniversidadDelPacifico_200x200-48x48.jpg,Private,Low,23,26,S,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Pacífico,2022,1001-1200,,https://www.topuniversities.com/universities/universidad-del-pacifico,Peru,Jesús María,Latin America,https://www.topuniversities.com/sites/default/files/UniversidadDelPacifico_200x200-48x48.jpg,Private,Low,23,26,S,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Rosario,2017,701,,https://www.topuniversities.com/universities/universidad-del-rosario,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,Private,Very High,13,119,M,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Rosario,2018,801-1000,,https://www.topuniversities.com/universities/universidad-del-rosario,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,Private,Very High,13,119,M,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Rosario,2019,801-1000,,https://www.topuniversities.com/universities/universidad-del-rosario,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,Private,Very High,13,119,M,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Rosario,2020,751-800,,https://www.topuniversities.com/universities/universidad-del-rosario,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,Private,Very High,13,119,M,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Rosario,2021,751-800,,https://www.topuniversities.com/universities/universidad-del-rosario,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,Private,Very High,13,119,M,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Rosario,2022,751-800,,https://www.topuniversities.com/universities/universidad-del-rosario,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,Private,Very High,13,119,M,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Salvador,2022,1201,,https://www.topuniversities.com/universities/universidad-del-salvador,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-salvador_592560cf2aeae70239af511d_small.jpg,Private,Medium,13,935,L,"1,097",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Valle,2017,701,,https://www.topuniversities.com/universities/universidad-del-valle,Colombia,Cali,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_small.jpg,Public,Medium,18,5,XL,1.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Valle,2018,801-1000,,https://www.topuniversities.com/universities/universidad-del-valle,Colombia,Cali,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_small.jpg,Public,Medium,18,5,XL,1.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Valle,2019,801-1000,,https://www.topuniversities.com/universities/universidad-del-valle,Colombia,Cali,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_small.jpg,Public,Medium,18,5,XL,1.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Valle,2020,801-1000,,https://www.topuniversities.com/universities/universidad-del-valle,Colombia,Cali,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_small.jpg,Public,Medium,18,5,XL,1.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Valle,2021,801-1000,,https://www.topuniversities.com/universities/universidad-del-valle,Colombia,Cali,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_small.jpg,Public,Medium,18,5,XL,1.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Valle,2022,801-1000,,https://www.topuniversities.com/universities/universidad-del-valle,Colombia,Cali,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_small.jpg,Public,Medium,18,5,XL,1.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Católica Portuguesa - UCP,2017,701,,https://www.topuniversities.com/universities/universidade-catolica-portuguesa-ucp,Portugal,Lisbon,Europe,https://www.topuniversities.com/sites/default/files/universidade-catlica-portuguesa-ucp_592560cf2aeae70239af4af1_small.jpg,Private,High,14,,M,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Católica Portuguesa - UCP,2018,651-700,,https://www.topuniversities.com/universities/universidade-catolica-portuguesa-ucp,Portugal,Lisbon,Europe,https://www.topuniversities.com/sites/default/files/universidade-catlica-portuguesa-ucp_592560cf2aeae70239af4af1_small.jpg,Private,High,14,,M,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Católica Portuguesa - UCP,2019,751-800,,https://www.topuniversities.com/universities/universidade-catolica-portuguesa-ucp,Portugal,Lisbon,Europe,https://www.topuniversities.com/sites/default/files/universidade-catlica-portuguesa-ucp_592560cf2aeae70239af4af1_small.jpg,Private,High,14,,M,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Católica Portuguesa - UCP,2020,801-1000,,https://www.topuniversities.com/universities/universidade-catolica-portuguesa-ucp,Portugal,Lisbon,Europe,https://www.topuniversities.com/sites/default/files/universidade-catlica-portuguesa-ucp_592560cf2aeae70239af4af1_small.jpg,Private,High,14,,M,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Católica Portuguesa - UCP,2021,801-1000,,https://www.topuniversities.com/universities/universidade-catolica-portuguesa-ucp,Portugal,Lisbon,Europe,https://www.topuniversities.com/sites/default/files/universidade-catlica-portuguesa-ucp_592560cf2aeae70239af4af1_small.jpg,Private,High,14,,M,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Católica Portuguesa - UCP,2022,801-1000,,https://www.topuniversities.com/universities/universidade-catolica-portuguesa-ucp,Portugal,Lisbon,Europe,https://www.topuniversities.com/sites/default/files/universidade-catlica-portuguesa-ucp_592560cf2aeae70239af4af1_small.jpg,Private,High,14,,M,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Estadual de Campinas (Unicamp),2017,191,48,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp,Brazil,Campinas,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,Public,Very High,15,944,L,"1,875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Estadual de Campinas (Unicamp),2018,182,49.5,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp,Brazil,Campinas,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,Public,Very High,15,944,L,"1,875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Estadual de Campinas (Unicamp),2019,204,43.3,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp,Brazil,Campinas,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,Public,Very High,15,944,L,"1,875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Estadual de Campinas (Unicamp),2020,214,42.1,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp,Brazil,Campinas,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,Public,Very High,15,944,L,"1,875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Estadual de Campinas (Unicamp),2021,233,39.2,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp,Brazil,Campinas,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,Public,Very High,15,944,L,"1,875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Estadual de Campinas (Unicamp),2022,219,41.3,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp,Brazil,Campinas,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,Public,Very High,15,944,L,"1,875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Estadual de Londrina,2017,701,,https://www.topuniversities.com/universities/universidade-estadual-de-londrina,Brazil,Londrina,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-londrina_592560cf2aeae70239af5528_small.jpg,Public,High,14,117,L,"1,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Estadual de Londrina,2018,801-1000,,https://www.topuniversities.com/universities/universidade-estadual-de-londrina,Brazil,Londrina,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-londrina_592560cf2aeae70239af5528_small.jpg,Public,High,14,117,L,"1,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Estadual de Londrina,2019,801-1000,,https://www.topuniversities.com/universities/universidade-estadual-de-londrina,Brazil,Londrina,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-londrina_592560cf2aeae70239af5528_small.jpg,Public,High,14,117,L,"1,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Estadual de Londrina,2020,801-1000,,https://www.topuniversities.com/universities/universidade-estadual-de-londrina,Brazil,Londrina,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-londrina_592560cf2aeae70239af5528_small.jpg,Public,High,14,117,L,"1,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Estadual de Londrina,2021,1001,,https://www.topuniversities.com/universities/universidade-estadual-de-londrina,Brazil,Londrina,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-londrina_592560cf2aeae70239af5528_small.jpg,Public,High,14,117,L,"1,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Estadual de Londrina,2022,1201,,https://www.topuniversities.com/universities/universidade-estadual-de-londrina,Brazil,Londrina,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-londrina_592560cf2aeae70239af5528_small.jpg,Public,High,14,117,L,"1,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal Fluminense ,2017,701,,https://www.topuniversities.com/universities/universidade-federal-fluminense,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_small.jpg,Public,High,18,799,XL,"3,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal Fluminense ,2018,801-1000,,https://www.topuniversities.com/universities/universidade-federal-fluminense,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_small.jpg,Public,High,18,799,XL,"3,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal Fluminense ,2019,801-1000,,https://www.topuniversities.com/universities/universidade-federal-fluminense,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_small.jpg,Public,High,18,799,XL,"3,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal Fluminense ,2020,801-1000,,https://www.topuniversities.com/universities/universidade-federal-fluminense,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_small.jpg,Public,High,18,799,XL,"3,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal Fluminense ,2021,1001,,https://www.topuniversities.com/universities/universidade-federal-fluminense,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_small.jpg,Public,High,18,799,XL,"3,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal Fluminense ,2022,1001-1200,,https://www.topuniversities.com/universities/universidade-federal-fluminense,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_small.jpg,Public,High,18,799,XL,"3,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal da Bahia,2017,701,,https://www.topuniversities.com/universities/universidade-federal-da-bahia,Brazil,Salvador,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_small.jpg,Public,High,16,438,XL,"2,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal da Bahia,2018,801-1000,,https://www.topuniversities.com/universities/universidade-federal-da-bahia,Brazil,Salvador,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_small.jpg,Public,High,16,438,XL,"2,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal da Bahia,2019,801-1000,,https://www.topuniversities.com/universities/universidade-federal-da-bahia,Brazil,Salvador,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_small.jpg,Public,High,16,438,XL,"2,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal da Bahia,2021,1001,,https://www.topuniversities.com/universities/universidade-federal-da-bahia,Brazil,Salvador,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_small.jpg,Public,High,16,438,XL,"2,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal da Bahia,2022,1001-1200,,https://www.topuniversities.com/universities/universidade-federal-da-bahia,Brazil,Salvador,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_small.jpg,Public,High,16,438,XL,"2,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal da Paraíba,2022,1201,,https://www.topuniversities.com/universities/universidade-federal-da-paraiba,Brazil,João Pessoa,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-da-paraba_592560cf2aeae70239af5532_small.jpg,Public,High,15,162,XL,"2,395",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Goiás,2022,1201,,https://www.topuniversities.com/universities/universidade-federal-de-goias,Brazil,Goiânia,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-gois_592560cf2aeae70239af5537_small.jpg,Public,High,18,214,XL,"1,983",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Juiz de Fora- (UFJF),2022,1001-1200,,https://www.topuniversities.com/universities/universidade-federal-de-juiz-de-fora-ufjf,Brazil,Juiz de For a,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-juiz-de-fora-ufjf_592560cf2aeae70239af5539_small.jpg,Public,High,10,,L,"1,566",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Minas Gerais      ,2017,551-600,,https://www.topuniversities.com/universities/universidade-federal-de-minas-gerais,Brazil,Belo Horizonte,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,Public,Very High,15,911,XL,3.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Minas Gerais      ,2018,551-600,,https://www.topuniversities.com/universities/universidade-federal-de-minas-gerais,Brazil,Belo Horizonte,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,Public,Very High,15,911,XL,3.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Minas Gerais      ,2019,601-650,,https://www.topuniversities.com/universities/universidade-federal-de-minas-gerais,Brazil,Belo Horizonte,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,Public,Very High,15,911,XL,3.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Minas Gerais      ,2020,651-700,,https://www.topuniversities.com/universities/universidade-federal-de-minas-gerais,Brazil,Belo Horizonte,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,Public,Very High,15,911,XL,3.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Minas Gerais      ,2021,651-700,,https://www.topuniversities.com/universities/universidade-federal-de-minas-gerais,Brazil,Belo Horizonte,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,Public,Very High,15,911,XL,3.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Minas Gerais      ,2022,651-700,,https://www.topuniversities.com/universities/universidade-federal-de-minas-gerais,Brazil,Belo Horizonte,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,Public,Very High,15,911,XL,3.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Pelotas ,2022,1001-1200,,https://www.topuniversities.com/universities/universidade-federal-de-pelotas,Brazil,Pelotas,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pelotas-_592560cf2aeae70239af553d_small.jpg,Public,Very High,11,,L,"1,351",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Pernambuco (UFPE) ,2017,701,,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,Brazil,Recife,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_small.jpg,Public,High,12,216,XL,2.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Pernambuco (UFPE) ,2018,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,Brazil,Recife,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_small.jpg,Public,High,12,216,XL,2.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Pernambuco (UFPE) ,2019,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,Brazil,Recife,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_small.jpg,Public,High,12,216,XL,2.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Pernambuco (UFPE) ,2020,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,Brazil,Recife,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_small.jpg,Public,High,12,216,XL,2.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Pernambuco (UFPE) ,2021,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,Brazil,Recife,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_small.jpg,Public,High,12,216,XL,2.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Pernambuco (UFPE) ,2022,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,Brazil,Recife,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_small.jpg,Public,High,12,216,XL,2.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Santa Catarina ,2017,701,,https://www.topuniversities.com/universities/universidade-federal-de-santa-catarina,Brazil,Florianópolis,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_small.jpg,Public,Very High,11,593,XL,2.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Santa Catarina ,2018,751-800,,https://www.topuniversities.com/universities/universidade-federal-de-santa-catarina,Brazil,Florianópolis,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_small.jpg,Public,Very High,11,593,XL,2.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Santa Catarina ,2019,751-800,,https://www.topuniversities.com/universities/universidade-federal-de-santa-catarina,Brazil,Florianópolis,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_small.jpg,Public,Very High,11,593,XL,2.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Santa Catarina ,2020,701-750,,https://www.topuniversities.com/universities/universidade-federal-de-santa-catarina,Brazil,Florianópolis,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_small.jpg,Public,Very High,11,593,XL,2.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Santa Catarina ,2021,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-santa-catarina,Brazil,Florianópolis,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_small.jpg,Public,Very High,11,593,XL,2.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Santa Catarina ,2022,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-santa-catarina,Brazil,Florianópolis,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_small.jpg,Public,Very High,11,593,XL,2.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Santa Maria,2017,701,,https://www.topuniversities.com/universities/universidade-federal-de-santa-maria,Brazil,Frederico Westphalen,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-maria_592560cf2aeae70239af553e_small.jpg,Public,High,15,195,L,"1,985",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Santa Maria,2018,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-santa-maria,Brazil,Frederico Westphalen,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-maria_592560cf2aeae70239af553e_small.jpg,Public,High,15,195,L,"1,985",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Santa Maria,2019,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-santa-maria,Brazil,Frederico Westphalen,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-maria_592560cf2aeae70239af553e_small.jpg,Public,High,15,195,L,"1,985",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Santa Maria,2021,1001,,https://www.topuniversities.com/universities/universidade-federal-de-santa-maria,Brazil,Frederico Westphalen,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-maria_592560cf2aeae70239af553e_small.jpg,Public,High,15,195,L,"1,985",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de Santa Maria,2022,1201,,https://www.topuniversities.com/universities/universidade-federal-de-santa-maria,Brazil,Frederico Westphalen,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-maria_592560cf2aeae70239af553e_small.jpg,Public,High,15,195,L,"1,985",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de São Carlos (UFSCar),2017,651-700,,https://www.topuniversities.com/universities/universidade-federal-de-sao-carlos-ufscar,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-carlos-ufscar_2748_small.jpg,Public,High,13,276,L,1.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de São Carlos (UFSCar),2018,651-700,,https://www.topuniversities.com/universities/universidade-federal-de-sao-carlos-ufscar,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-carlos-ufscar_2748_small.jpg,Public,High,13,276,L,1.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de São Carlos (UFSCar),2019,701-750,,https://www.topuniversities.com/universities/universidade-federal-de-sao-carlos-ufscar,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-carlos-ufscar_2748_small.jpg,Public,High,13,276,L,1.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de São Carlos (UFSCar),2020,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-sao-carlos-ufscar,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-carlos-ufscar_2748_small.jpg,Public,High,13,276,L,1.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de São Carlos (UFSCar),2021,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-sao-carlos-ufscar,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-carlos-ufscar_2748_small.jpg,Public,High,13,276,L,1.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de São Carlos (UFSCar),2022,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-sao-carlos-ufscar,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-carlos-ufscar_2748_small.jpg,Public,High,13,276,L,1.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de São Paulo,2017,501-550,,https://www.topuniversities.com/universities/universidade-federal-de-sao-paulo,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-paulo_2750_small.jpg,Public,Very High,6,153,L,2.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de São Paulo,2018,501-550,,https://www.topuniversities.com/universities/universidade-federal-de-sao-paulo,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-paulo_2750_small.jpg,Public,Very High,6,153,L,2.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de São Paulo,2019,464,25.2,https://www.topuniversities.com/universities/universidade-federal-de-sao-paulo,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-paulo_2750_small.jpg,Public,Very High,6,153,L,2.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidade Federal de São Paulo,2020,439,26.2,https://www.topuniversities.com/universities/universidade-federal-de-sao-paulo,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-paulo_2750_small.jpg,Public,Very High,6,153,L,2.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
