university_id,university_name,year,world_rank,national_rank,overall_score,country,region,city,university_type,academic_reputation_score,employer_reputation_score,citations_score,publications_count,citations_count,citations_per_faculty,h_index,research_output_score,research_productivity_index,subject_field,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
2,AGH University of Krakow,2025,1169,25,31.074,Poland,Europe,Poland,Public,28.79870152,33.12004081,27.64159651,3592,26290,25.37677249,138,28.2,3.47,Arts & Humanities,18279,731,4,1036,17.64382239,34 : 66,34,66,Undergraduate & Postgraduate,11896,6383,1206.26,52,258,33,21.59,17.81,11.59
2,AGH University of Krakow,2026,825.5,6,33.3245,Poland,Europe,Poland,Public,13.1,30.6,12.7,3574,14223,11.25251288,112,12.9,2.83,Engineering & Technology,17827,713,4,1264,14.10363924,33 : 67,33,67,Undergraduate & Postgraduate,11639,6188,1260.32,53,271,34.35,23.47,21.97,11.88
3,AGH University of Science and Technology,2018,900.5,7,18.4,Poland,Europe,Krakow,Public,18.04020354,12.36631919,16.95601553,117,781,15.62291932,27,17.5,2.34,Engineering & Technology,20.72,483,2331.081081,50,10,49:51:00,48.72457883,51.27542117,Undergraduate & Postgraduate,11,10,847.21,17,415.5,19.6,19.74,19.77,332.45
3,AGH University of Science and Technology,2019,900.5,4,28.4,Poland,Europe,Krakow,Public,24.53336911,34.54773216,16.6719255,115,464,9.270154706,24,20.6,2.3,Arts & Humanities,20.72,483,2331.081081,50,10,46:54:00,45.75259442,54.24740558,Undergraduate & Postgraduate,15,6,883.9,20,394,23.08,23.16,23.36,699.7
3,AGH University of Science and Technology,2020,900.5,4,35.5,Poland,Europe,Krakow,Public,30.97895117,38.32329966,33.18557065,200,1212,24.24213757,35,32.1,4,Engineering & Technology,20.72,483,2331.081081,50,10,54:46:00,54.20763667,45.79236333,Undergraduate & Postgraduate,14,7,918.61,23,338,26.38,25.6,26.04,609.34
3,AGH University of Science and Technology,2021,900.5,4,41,Poland,Europe,Krakow,Public,44.06217813,34.43553501,32.35330751,236,1301,26.02682311,34,38.2,4.72,Engineering & Technology,20.72,483,2331.081081,50,10,65:35:00,64.71581766,35.28418234,Undergraduate & Postgraduate,15,6,958.44,26,321,26.11,25.82,27.08,455.28
3,AGH University of Science and Technology,2022,900.5,4,45.8,Poland,Europe,Krakow,Public,52.16642508,34.17605963,48.65872135,185,1615,32.3012455,38,50.4,3.7,Social Sciences & Management,20.72,483,2331.081081,50,10,47:53:00,46.95269192,53.04730808,Undergraduate & Postgraduate,14,7,1048.53,33,308,27.75,28.39,26.78,360.38
3,AGH University of Science and Technology,2023,806,8,55.2,Poland,Europe,Krakow,Public,8.8,11.8,7.4,3760,9576,5.395164845,93,8.1,2.12,Life Sciences & Medicine,24949,6409,25.6876983,1775,14.05577465,63:37:00,62.61377761,37.38622239,Undergraduate & Postgraduate,18092,6857,1101.81,43,288,28.62,17.12,14,11.64
3,AGH University of Science and Technology,2024,925.5,9,51.4,Poland,Europe,Krakow,Public,9.2,15.2,7,5979,4861,3.378213344,64,8.1,4.15,Natural Sciences,20433,5602,27.41491842,1439,14.19944406,38 : 62,38.25333715,61.74666285,Undergraduate & Postgraduate,12100,8333,1155.03,48,262,30.75,20.29,16.11,11.29
3,AGH University of Science and Technology,2025,875.5,7,58.2,Poland,Europe,Krakow,Public,9.6,13.9,6.5,13523,8935,4.343788406,88,8,6.57,Engineering & Technology,23311,5447,23.36717529,2057,11.33252309,54:46:00,53.6465185,46.3534815,Undergraduate & Postgraduate,19192,4119,1206.26,52,258,33,21.59,17.81,11.59
4,AIIMS Rishikesh,2026,1916,155,19.45,India,Asia,India,Public,19.29433861,24.84517276,19.46503371,272,1248,9.980608408,35,19.4,2.18,Life Sciences & Medicine,2002,60,3,125,16.016,37 : 63,37,63,Undergraduate & Postgraduate,1487,515,1100.42,163,123,34.76,27.22,36.06,6.8
5,Aalborg University,2016,250,5,44.6075,Denmark,Europe,Aalborg,Public,52.96460063,47.91590977,54.66729805,10487,118816,63.8797242,374,53.8,5.64,Arts & Humanities,17422,2613,15,1860,9.366666667,48:52:00,48,52,Undergraduate & Postgraduate,13523,3899,193.33,6,82,49.94,50.25,55.77,16.83
5,Aalborg University,2017,374,5,31.5,Denmark,Europe,Aalborg,Public,36.29016278,32.08986362,38.00255439,168,1609,32.1758477,42,37.1,3.36,Natural Sciences,19286,2.474,0.012827958,50,10,48:52:00,48,52,Undergraduate & Postgraduate,13484,5802,273.14,7,68,52.66,48.53,54.22,13.65
5,Aalborg University,2018,379,4,32.2,Denmark,Europe,Aalborg,Public,33.34939189,38.08367558,33.6385002,146,1665,33.30742251,46,33.5,2.92,Arts & Humanities,15512,2.474,0.015948943,50,10,49:51:00,49,51,Undergraduate & Postgraduate,10439,5073,367.29,7,73,53.24,56.3,56.94,13.76
5,Aalborg University,2019,343,5,31.6,Denmark,Europe,Aalborg,Public,26.90857132,32.82158597,33.40136825,122,1621,32.42958859,42,30.2,2.44,Arts & Humanities,16021,2.474,0.015442232,50,10,54:46:00,53.80250012,46.19749988,Undergraduate & Postgraduate,10167,5854,269.29,7,79,49.98,47.58,50.56,13.68
5,Aalborg University,2020,324,4,33,Denmark,Europe,Aalborg,Public,34.22740155,28.28927192,32.6212012,199,1107,22.13924486,36,33.4,3.98,Life Sciences & Medicine,16340,2.474,0.015140759,50,10,45:55:00,44.95999275,55.04000725,Undergraduate & Postgraduate,11781,4559,387.14,7,81,50.25,51.56,47.27,14.26
5,Aalborg University,2021,305,5,34,Denmark,Europe,Aalborg,Public,35.78641911,22.39561619,30.94797529,130,864,17.28833399,36,33.4,2.6,Social Sciences & Management,16227,2.474,0.015246195,50,10,47:53:00,47.41505915,52.58494085,Undergraduate & Postgraduate,10883,5344,263.29,7,76,51.34,51.66,54.94,14.31
5,Aalborg University,2022,326,6,32.8,Denmark,Europe,Aalborg,Public,35.42641898,40.82261119,30.25063085,147,919,18.38346848,32,32.8,2.94,Engineering & Technology,16519,2.474,0.014976694,50,10,65:35:00,64.6902814,35.3097186,Undergraduate & Postgraduate,12603,3916,280.29,7,79,46.6,43.85,46.72,15.1
5,Aalborg University,2023,330,5,32.5,Denmark,Europe,Aalborg,Public,19.8,28.1,47.8,2699,35914,34.96966744,195,33.8,2.63,Natural Sciences,16818,2355,14,1027,16.375852,51:49:00,51.10057175,48.89942825,Undergraduate & Postgraduate,12143,4675,299.43,7,82,45.57,39.93,47.15,17.14
5,Aalborg University,2024,336,6,32.2,Denmark,Europe,Aalborg,Public,20,22.2,42.4,4837,64996,37.59191262,234,31.2,2.8,Life Sciences & Medicine,17275,2073,12,1729,9.991324465,57:43:00,57.21213211,42.78786789,Undergraduate & Postgraduate,12832,4443,290.71,7,107,46.24,43.21,45.9,16.29
5,Aalborg University,2025,306,4,35.7,Denmark,Europe,Aalborg,Public,19.9,20.8,53.2,3574,65682,44.37980924,280,36.6,2.41,Arts & Humanities,16871,2193,13,1480,11.39932432,44:56:00,43.9258228,56.0741772,Undergraduate & Postgraduate,11443,5428,261.83,6,100,47.44,41.6,52.58,17.17
5,Aalborg University,2026,306,5,44.9,Denmark,Europe,Aalborg,Public,26.4,25,77.2,5642,78823,59.89556445,262,51.8,4.29,Life Sciences & Medicine,16050,2086,13,1316,12.19604863,39 : 61,39.27037046,60.72962954,Undergraduate & Postgraduate,12240,3810,237.83,6,101,56.19,49.09,65.69,18
6,Aalto University,2016,257,2,44.245,Finland,Europe,Espoo,Public,41.87060174,52.54870301,44.37245707,5105,42410,30.53258525,187,43.1,3.68,Arts & Humanities,16099,2737,17,1389,11.59035277,32 : 68,32,68,Undergraduate & Postgraduate,12911,3188,352.89,9,76,38.96,38.59,40.11,9
6,Aalto University,2017,133,2,57.1,Finland,Europe,Espoo,Public,51.00900241,55.71743676,65.82561321,3528,80160,57.42104891,211,58.4,2.53,Arts & Humanities,12653,2202,17.40298743,1396,9,34 : 66,34,66,Undergraduate & Postgraduate,9953,2700,343.9,10,91,42.72,41.69,42.44,7.83
6,Aalto University,2018,137,2,56,Finland,Europe,Espoo,Public,42.19789801,57.20270434,54.83081371,4077,67167,48.11403418,222,48.5,2.92,Arts & Humanities,12744,2202,17.2787194,1396,9,34 : 66,34,66,Undergraduate & Postgraduate,9242,3502,379.95,10,102,44.07,39.16,44.22,7.82
6,Aalto University,2019,140,2,50.8,Finland,Europe,Espoo,Public,51.68263521,58.25325909,52.78796602,2836,36961,26.47601046,175,52.2,2.03,Social Sciences & Management,12421,2202,17.72804122,1396,9,35 : 65,35,65,Undergraduate & Postgraduate,8385,4036,378.05,10,110,40.04,40.32,41.14,7.85
6,Aalto University,2020,134,2,52.4,Finland,Europe,Espoo,Public,51.65705029,49.18473788,56.29257178,7628,85956,61.57289418,281,54,5.46,Life Sciences & Medicine,12195,2202,18.05658057,1396,9,34 : 66,34,66,Undergraduate & Postgraduate,9032,3163,387.95,10,107,37.6,38.44,36.85,8.61
6,Aalto University,2021,127,2,53.6,Finland,Europe,Espoo,Public,63.34718945,47.94921047,54.5285474,5923,66911,47.93041899,258,58.9,4.24,Natural Sciences,12506,2202,17.60754838,1396,9,37 : 63,37,63,Undergraduate & Postgraduate,8755,3751,386.55,10,104,37.9,38.71,36.44,8.3
6,Aalto University,2022,112,2,57,Finland,Europe,Espoo,Public,48.57620902,52.76788447,42.89285103,5566,41527,29.74690855,175,45.7,3.99,Social Sciences & Management,12815,2202,17.18298869,1396,9,37 : 63,37,63,Undergraduate & Postgraduate,9753,3062,393,11,104,40.6,39.46,38.52,7.81
6,Aalto University,2023,116,2,55.9,Finland,Europe,Espoo,Public,44.5,45.8,89.3,3956,76454,67.83855467,298,66.9,3.51,Arts & Humanities,13306,2794,21,1127,11.8065661,38 : 62,38,62,Undergraduate & Postgraduate,9146,4160,394.18,11,107,41.13,27.66,47.44,9.06
6,Aalto University,2024,109,1,58.7,Finland,Europe,Espoo,Public,44.6,41.8,79.4,2688,22987,31.92593177,146,62,3.73,Arts & Humanities,14427,3318,23,720,20.0375,39 : 61,39,61,Undergraduate & Postgraduate,10601,3826,383.68,11,109,40.62,27.81,47.19,10.02
6,Aalto University,2025,113,1,57.9,Finland,Europe,Espoo,Public,45.7,40.6,73.6,4249,56589,59.6297416,219,59.6,4.48,Natural Sciences,14298,3574,25,949,15.06638567,39 : 61,39,61,Undergraduate & Postgraduate,8442,5856,401.5,11,113,40.69,27.26,46.69,11.47
6,Aalto University,2026,114,1,66.3,Finland,Europe,Espoo,Public,57.5,56.1,79.6,9144,87828,53.42332288,328,68.6,5.56,Life Sciences & Medicine,15131,3934,26,1644,9.20377129,39 : 61,39,61,Undergraduate & Postgraduate,10829,4302,384.82,11,114,43.57,36.49,55.81,13.23
7,Aarhus University,2016,107,2,57.7,Denmark,Europe,Aarhus,Public,57.39171138,59.39062196,73.82793994,7998,94259,71.30005863,283,65.6,6.05,Natural Sciences,23895,3345,14,1322,18.07488654,54:46:00,54,46,Undergraduate & Postgraduate,16826,7069,193.33,6,82,49.94,50.25,55.77,16.83
7,Aarhus University,2017,117,3,59.5,Denmark,Europe,Aarhus,Public,49.77515154,69.59565981,58.65071164,3831,22426,32.83432249,163,54.2,5.61,Natural Sciences,24633,2911,11.81748062,683,11,55:45:00,55,45,Undergraduate & Postgraduate,21085,3548,273.14,7,68,52.66,48.53,54.22,13.65
7,Aarhus University,2018,119,3,59.3,Denmark,Europe,Aarhus,Public,73.82185201,49.31789062,63.57005372,3377,31683,46.3877962,180,68.7,4.94,Social Sciences & Management,25167,2911,11.56673422,683,11,54:46:00,54,46,Undergraduate & Postgraduate,17844,7323,367.29,7,73,53.24,56.3,56.94,13.76
7,Aarhus University,2019,141,3,50.7,Denmark,Europe,Aarhus,Public,47.96009374,47.69678224,51.34425553,378,21361,31.27520359,123,49.7,0.55,Life Sciences & Medicine,26867,2911,10.83485317,683,11,54:46:00,54,46,Undergraduate & Postgraduate,17345,9522,269.29,7,79,49.98,47.58,50.56,13.68
7,Aarhus University,2020,145,3,51,Denmark,Europe,Aarhus,Public,40.45262104,33.04922896,33.07482465,2962,5456,7.988003559,73,36.8,4.34,Arts & Humanities,26842,2911,10.84494449,683,11,55:45:00,55,45,Undergraduate & Postgraduate,17017,9825,387.14,7,81,50.25,51.56,47.27,14.26
7,Aarhus University,2021,147,3,51,Denmark,Europe,Aarhus,Public,51.38869691,67.34135601,51.65597922,4062,39558,57.9172956,197,51.5,5.95,Life Sciences & Medicine,26318,2911,11.06087089,683,11,55:45:00,55,45,Undergraduate & Postgraduate,16355,9963,263.29,7,76,51.34,51.66,54.94,14.31
7,Aarhus University,2022,155,3,50.2,Denmark,Europe,Aarhus,Public,51.56049637,49.45871918,36.97507797,3162,21189,31.02304197,167,44.3,4.63,Engineering & Technology,26521,2911,10.97620753,683,11,55:45:00,55,45,Undergraduate & Postgraduate,17616,8905,280.29,7,79,46.6,43.85,46.72,15.1
7,Aarhus University,2023,161,3,48.6,Denmark,Europe,Aarhus,Public,55.6,33.5,55.2,6348,70293,43.82336877,242,55.4,3.96,Life Sciences & Medicine,26475,2648,10,1604,16.50561097,55:45:00,55,45,Undergraduate & Postgraduate,20998,5477,299.43,7,82,45.57,39.93,47.15,17.14
7,Aarhus University,2024,143,3,52,Denmark,Europe,Aarhus,Public,55.8,24.7,54.1,3043,42237,23.25803296,207,55,1.68,Life Sciences & Medicine,26996,2430,9,1816,14.86563877,56:44:00,56,44,Undergraduate & Postgraduate,18172,8824,290.71,7,107,46.24,43.21,45.9,16.29
7,Aarhus University,2025,144,3,53.3,Denmark,Europe,Aarhus,Public,54.7,27.6,63.8,4654,70521,43.66656133,298,59.2,2.88,Social Sciences & Management,25966,3895,15,1615,16.07801858,56:44:00,56,44,Undergraduate & Postgraduate,18967,6999,261.83,6,100,47.44,41.6,52.58,17.17
7,Aarhus University,2026,131,3,64.3,Denmark,Europe,Aarhus,Public,68.3,41.7,74.1,3620,138398,61.42831754,366,71.2,1.61,Natural Sciences,25370,3044,12,2253,11.2605415,60:40:00,60,40,Undergraduate & Postgraduate,20760,4610,237.83,6,101,56.19,49.09,65.69,18
8,Abai Kazakh National Pedagogical University,2017,525.5,4,46.4,Kazakhstan,Asia,Almaty,Public,41.95876084,56.18715976,38.82737848,148,1700,33.99651787,42,40.4,2.96,Social Sciences & Management,13.958,333,2385.728614,50,7,42:58:00,42.40293505,57.59706495,Undergraduate & Postgraduate,9,5,528.12,8,236,38.08,42.57,37.89,1158.35
8,Abai Kazakh National Pedagogical University,2018,495.5,4,55.1,Kazakhstan,Asia,Almaty,Public,54.92429583,45.1388297,60.26290819,154,2650,52.99355677,51,57.6,3.08,Social Sciences & Management,13.958,333,2385.728614,50,7,69:31:00,69.43056168,30.56943832,Undergraduate & Postgraduate,10,4,532.5,8,236,42.96,41.2,45.07,1158.35
8,Abai Kazakh National Pedagogical University,2019,481,5,24.4,Kazakhstan,Asia,Almaty,Public,20.67693113,29.35871407,25.61959116,149,1076,21.51909128,33,23.1,2.98,Life Sciences & Medicine,13.958,333,2385.728614,50,7,48:52:00,48.00970196,51.99029804,Undergraduate & Postgraduate,8,6,574.15,10,220,34.96,34.42,34.95,2860.12
8,Abai Kazakh National Pedagogical University,2020,565.5,4,59.5,Kazakhstan,Asia,Almaty,Public,54.53165086,69.78839888,55.54731733,207,1665,33.29010731,46,55,4.14,Social Sciences & Management,13.958,333,2385.728614,50,7,44:56:00,44.46248805,55.53751195,Undergraduate & Postgraduate,7,7,639.95,10,207,41.65,40.6,37.85,2859.77
8,Abai Kazakh National Pedagogical University,2021,625.5,6,59,Kazakhstan,Asia,Almaty,Public,54.06031538,48.14167621,49.06206919,211,2662,53.24017661,55,51.6,4.22,Arts & Humanities,13.958,333,2385.728614,50,7,48:52:00,48.28382363,51.71617637,Undergraduate & Postgraduate,8,6,702.58,13,165,40.31,38.87,40.28,2088.82
8,Abai Kazakh National Pedagogical University,2022,555.5,5,66.6,Kazakhstan,Asia,Almaty,Public,93.47262769,65.32344456,65.26623397,238,3104,62.07559531,54,79.4,4.76,Natural Sciences,13.958,333,2385.728614,50,7,51:49:00,51.36365138,48.63634862,Undergraduate & Postgraduate,11,3,707.57,14,175,43.7,47.48,43.81,1941.09
8,Abai Kazakh National Pedagogical University,2023,514,6,71.4,Kazakhstan,Asia,Almaty,Public,19.4,17.1,1.1,10415,1581,1,36,10.2,6.59,Social Sciences & Management,24235,7230,29.83167717,1581,15.32890576,49:51:00,49.44078395,50.55921605,Undergraduate & Postgraduate,14125,10110,691.12,16,150,46.86,13.38,1.28,20
8,Abai Kazakh National Pedagogical University,2024,685.5,7,64,Kazakhstan,Asia,Almaty,Public,23.2,17,1.2,12870,1534,1,38,12.2,8.39,Engineering & Technology,23486,7830,33.33911641,1534,15.31029987,46:54:00,45.87735673,54.12264327,Undergraduate & Postgraduate,14535,8951,896.36,22,230,44.97,15.58,3.05,20.67
8,Abai Kazakh National Pedagogical University,2025,675.5,6,67.7,Kazakhstan,Asia,Almaty,Public,26.5,22.8,1.1,10571,1951,1,41,13.8,5.42,Arts & Humanities,25099,5987,23.85496509,1951,12.86468478,36 : 64,35.57245955,64.42754045,Undergraduate & Postgraduate,16399,8700,874.6,22,163,45.19,17.05,2.84,22.84
9,Abdelmalek Essaâdi University,2023,1471,8,18.9525,Morocco,Africa,Morocco,Private,22.12713122,15.58379495,18.2223914,28888,96297,12.89117163,300,20.2,3.87,Arts & Humanities,112677,1127,1,7470,15.08393574,50:50:00,50,50,Undergraduate & Postgraduate,80158,32519,1371.44,9,1175,21.09,18.66,18.38,3.04
9,Abdelmalek Essaâdi University,2024,1590,8,21.108,Morocco,Africa,Morocco,Public,21.10881976,22.20530714,21.83764872,23108,151552,19.57780015,340,21.5,2.99,Natural Sciences,122962,1230,1,7741,15.88451105,52:48:00,52,48,Undergraduate & Postgraduate,77858,45104,1481.54,12,1165,23.35,20.64,22.43,2.95
9,Abdelmalek Essaâdi University,2025,1601,10,23.5945,Morocco,Africa,Morocco,Private,23.00305578,29.32643718,25.94191918,20090,194356,27.90870146,489,24.5,2.88,Engineering & Technology,117968,1180,1,6964,16.93968983,53:47:00,53,47,Undergraduate & Postgraduate,94780,23188,1438.58,13,414,27.9,24.62,24.23,3.12
9,Abdelmalek Essaâdi University,2026,1573,11,25.9075,Morocco,Africa,Morocco,Public,30.64636312,28.11285628,26.36591479,17241,117447,20.70273924,415,28.5,3.04,Engineering & Technology,118761,1188,1,5673,20.93442623,53:47:00,53,47,Undergraduate & Postgraduate,90046,28715,1339.43,14,400,31.62,29.53,27.44,4.92
10,Abdul Wali Khan University Mardan,2021,595,4,36.61,Pakistan,Asia,Pakistan,Public,42.97783764,37.36605805,41.27433279,2431,29258,45.22170258,171,42.1,3.76,Life Sciences & Medicine,9664,97,1,647,14.9366306,29 : 71,29,71,Undergraduate & Postgraduate,5665,3999,935.4,20,355,25.17,25.92,24.72,252.35
10,Abdul Wali Khan University Mardan,2022,654,4,36.0825,Pakistan,Asia,Pakistan,Public,34.21377202,43.32417344,39.80436783,2587,32323,43.21282338,195,37,3.46,Life Sciences & Medicine,10669,0,0,748,14.26336898,49:51:00,49.2908297,50.7091703,Undergraduate & Postgraduate,6990,3679,905.94,24,358,27.53,28.36,28.04,210.6
10,Abdul Wali Khan University Mardan,2023,611,7,38.9025,Pakistan,Asia,Pakistan,Public,52.52748212,37.84003678,41.34592453,4453,25410,25.56293343,136,46.9,4.48,Social Sciences & Management,10314,0,0,994,10.37625755,32 : 68,32,68,Undergraduate & Postgraduate,5726,4588,886.3,33,334,31.66,23.26,27.66,3.36
10,Abdul Wali Khan University Mardan,2024,765,11,37.749,Pakistan,Asia,Pakistan,Private,35.79335238,44.4187379,30.0811785,2902,16796,22.63599401,129,32.9,3.91,Natural Sciences,11681,0,0,742,15.7425876,26 : 74,26,74,Undergraduate & Postgraduate,9452,2229,989.03,45,315,33.03,24.86,27.07,3.91
10,Abdul Wali Khan University Mardan,2025,805,16,38.166,Pakistan,Asia,Pakistan,Public,36.59848998,29.41809956,32.63191677,3202,20846,27.35660998,142,34.6,4.2,Engineering & Technology,12706,0,0,762,16.67454068,27 : 73,27,73,Undergraduate & Postgraduate,9887,2819,1005.39,53,315,33.79,27.93,30.14,3.37
10,Abdul Wali Khan University Mardan,2026,831,17,38.3315,Pakistan,Asia,Pakistan,Private,41.56910806,41.96614627,41.4427028,2139,40353,40.55602199,182,41.5,2.15,Life Sciences & Medicine,13165,0,0,995,13.23115578,27 : 73,27,73,Undergraduate & Postgraduate,11159,2006,1036.01,57,354,34.64,26.97,32.47,4.69
11,Abdullah Gül University,2026,918,8,36.918,Turkey,Asia,Turkey,Public,37.67977679,39.78910301,32.17029201,487,4170,22.66251453,64,34.9,2.65,Social Sciences & Management,2977,238,8,184,16.17934783,50:50:00,50,50,Undergraduate & Postgraduate,1704,1273,1633.16,98,351,24.68,24.91,23.94,9.43
12,Aberystwyth University,2016,342,43,38.5075,United Kingdom,Europe,Aberystwyth,Public,35.50830727,34.3265524,36.11994006,2718,25607,35.51661418,144,35.8,3.77,Natural Sciences,9250,1665,18,721,12.82940361,48:52:00,48,52,Undergraduate & Postgraduate,6875,2375,329.32,78,2,43.92,43.23,42.78,28.22
12,Aberystwyth University,2017,495.5,64,42.295,United Kingdom,Europe,Aberystwyth,Public,40.47098958,37.08438252,49.80815016,934,16496,31.96856141,113,45.1,1.81,Natural Sciences,8735,1.392,0.01593589,516,12,47:53:00,47,53,Undergraduate & Postgraduate,5954,2781,367.05,105,4,44.04,43.22,43.94,25.93
12,Aberystwyth University,2018,485.5,66,44.4525,United Kingdom,Europe,Aberystwyth,Public,40.32427555,35.30013465,48.36379803,843,18183,35.23755165,153,44.3,1.63,Arts & Humanities,7920,1.392,0.017575758,516,12,47:53:00,47,53,Undergraduate & Postgraduate,5870,2050,409.58,108,5,44.57,43.53,43.66,24.19
12,Aberystwyth University,2019,432,63,26.5,United Kingdom,Europe,Aberystwyth,Public,26.79265536,23.8128749,27.85074399,1766,11193,21.69230687,89,27.3,3.42,Natural Sciences,7165,1.392,0.019427774,516,12,47:53:00,47,53,Undergraduate & Postgraduate,4763,2402,428.46,114,5,42.45,42.05,43.2,23.34
12,Aberystwyth University,2020,484,65,24.5,United Kingdom,Europe,Aberystwyth,Public,23.88121346,29.54576483,24.41261199,2362,4269,8.273171886,60,24.1,4.58,Natural Sciences,6865,1.392,0.020276766,516,12,49:51:00,49,51,Undergraduate & Postgraduate,4645,2220,468.53,116,4,43.02,42.93,41.34,22.49
12,Aberystwyth University,2021,485,63,24.6,United Kingdom,Europe,Aberystwyth,Public,26.25944172,25.25982458,28.50764066,1278,11780,22.8293555,90,27.4,2.48,Social Sciences & Management,6810,1.392,0.020440529,516,12,51:49:00,51,49,Undergraduate & Postgraduate,4403,2407,475.65,119,5,42.34,42.32,43.13,22.23
12,Aberystwyth University,2022,545.5,66,40.49,United Kingdom,Europe,Aberystwyth,Public,42.06814762,38.681538,44.26268567,1190,17950,34.78605773,127,43.2,2.31,Arts & Humanities,6445,1.392,0.021598138,516,12,52:48:00,52,48,Undergraduate & Postgraduate,4520,1925,503.59,117,2,45.11,44.69,45.1,21.23
12,Aberystwyth University,2023,653,69,40.0175,United Kingdom,Europe,Aberystwyth,Public,9,6.9,25,1274,7389,19.60067092,99,17,3.38,Life Sciences & Medicine,6180,1483,24,377,16.39257294,52:48:00,52,48,Undergraduate & Postgraduate,4636,1544,532.05,119,2,45.62,30.96,36.67,30.4
12,Aberystwyth University,2024,665.5,78,44.022,United Kingdom,Europe,Aberystwyth,Public,9.5,6.4,23.5,850,6074,23.36251743,63,16.5,3.27,Arts & Humanities,6180,1421,23,260,23.76923077,51:49:00,51,49,Undergraduate & Postgraduate,4355,1825,519.27,121,2,45.05,32.02,36.12,30.03
