university_id,normalized_name,university_name,country
U000094,albert ludwigs universitaet freiburg,Albert-Ludwigs-Universitaet Freiburg,Germany
U000095,alex ekwueme federal university ndufu alike,Alex Ekwueme Federal University Ndufu-Alike,Nigeria
U000096,alexandria university,Alexandria University ,Egypt
U000097,alexandru ioan cuza university,Alexandru Ioan Cuza University,Romania
U000098,alfaisal university,Alfaisal University,Saudi Arabia
U000099,algiers 2 university,Algiers 2 University,Algeria
U000100,aligarh muslim university,Aligarh Muslim University,India
U000101,alisher navoi tashkent state university of uzbek language and literature,Alisher Navo’i Tashkent State University of Uzbek Language and Literature,Uzbekistan
U000102,allameh tabataba i university,Allameh Tabataba ’i University,Iran
U000103,alma mater studiorum university of bologna,Alma Mater Studiorum - University of Bologna,Italy
U000104,almaarefa university,AlMaarefa University,Saudi Arabia
U000105,almaty technological university,Almaty Technological University,Kazakhstan
U000106,almazov national medical research centre,Almazov National Medical Research Centre,Russian Federation
U000107,altai state university,Altai State University,Russia
U000108,altnbas university,Altınbaş University,Turkey
U000109,altoosi university college,Altoosi University College,Iraq
U000110,alzahra university,Alzahra University,Iran
U000111,amedeo avogadro university of eastern piedmont,Amedeo Avogadro University of Eastern Piedmont,Italy
U000112,american international university bangladesh,American International University – Bangladesh,Bangladesh
U000113,american university,American University,United States
U000114,american university in cairo,American University in Cairo,Egypt
U000115,american university in dubai,American University in Dubai,United Arab Emirates
U000116,american university in the emirates,American University in the Emirates (AUE),United Arab Emirates
U000117,american university of beirut,American University of Beirut (AUB),Lebanon
U000118,american university of madaba,American University of Madaba,Jordan
U000119,american university of nigeria,American University of Nigeria,Nigeria
U000120,american university of ras al khaimah,American University of Ras Al Khaimah,United Arab Emirates
U000121,american university of sharjah,American University of Sharjah,United Arab Emirates
U000122,american university of the middle east,American University of the Middle East,Kuwait
U000123,amirkabir university of technology,Amirkabir University of Technology,"Iran, Islamic Republic of"
U000124,amity university,Amity University,India
U000125,amity university chhattisgarh,"Amity University, Chhattisgarh",India
U000126,amity university gurugram,"Amity University, Gurugram",India
U000127,amity university gwalior,"Amity University, Gwalior",India
U000128,amity university mumbai,"Amity University, Mumbai",India
U000129,amity university rajasthan jaipur,"Amity University Rajasthan, Jaipur",India
U000130,amrita vishwa vidyapeetham,Amrita Vishwa Vidyapeetham,India
U000131,an najah national university,An-Najah National University,"Palestinian Territory, Occupied"
U000132,anadolu university,Anadolu University,Turkey
U000133,anahuac university,Anáhuac University,Mexico
U000134,andhra university,Andhra University,India
U000135,andijan machine building institute,Andijan Machine-Building Institute,Uzbekistan
U000136,andijan state medical institute,Andijan State Medical Institute,Uzbekistan
U000137,andijan state pedagogical institute,Andijan State Pedagogical Institute (ASPI),Uzbekistan
U000138,andijan state university,Andijan State University,Uzbekistan
U000139,andres bello catholic university,Andrés Bello Catholic University (UCAB),Venezuela
U000140,anglia ruskin university,Anglia Ruskin University (ARU),United Kingdom
U000141,anglo american university,Anglo-American University,Czech Republic
U000142,ankara science university,Ankara Science University,Turkey
U000143,ankara universitesi,Ankara Üniversitesi,Turkey
U000144,ankara university,Ankara University,Turkey
U000145,ankara yildirim beyazit university,Ankara Yildirim Beyazit University,Turkey
U000146,anna university,Anna University,India
U000147,annamalai university,Annamalai University,India
U000148,antonio narino university,Antonio Nariño University,Colombia
U000149,aoyama gakuin university,Aoyama Gakuin University,Japan
U000150,applied science private university,Applied Science Private University,Jordan
U000151,applied science university bahrain,Applied Science University - Bahrain,Bahrain
U000152,arab academy for science technology and maritime transport,"Arab Academy for Science, Technology and Maritime Transport",Egypt
U000153,arab american university,Arab American University,Palestine
U000154,arab open university,Arab Open University,Kuwait
U000155,arab open university kuwait,Arab Open University – Kuwait,Kuwait
U000156,arab open university lebanon,Arab Open University Lebanon,Lebanon
U000157,arabian gulf university,Arabian Gulf University,Bahrain
U000158,arak university,Arak University,Iran
U000159,arak university of medical sciences,Arak University of Medical Sciences,Iran
U000160,ariel university,Ariel University,Israel
U000161,aristotle university of thessaloniki,Aristotle University of Thessaloniki,Greece
U000162,arizona state university,Arizona State University,United States
U000163,arkin university of creative arts and design,Arkin University of Creative Arts and Design (ARUCAD),Northern Cyprus
U000164,armenian state pedagogical university,Armenian State Pedagogical University,Armenia
U000165,armenian state university of economics,Armenian State University of Economics,Armenia
U000166,arts et metiers,Arts et Métiers,France
U000167,arts university bournemouth,Arts University Bournemouth,United Kingdom
U000168,arts university plymouth,Arts University Plymouth,United Kingdom
U000169,arturo prat university,Arturo Prat University,Chile
U000170,asahi university,Asahi University,Japan
U000171,asfendiyarov kazakh national medical university,Asfendiyarov Kazakh National Medical University,Kazakhstan
U000172,ashikaga university,Ashikaga University,Japan
U000173,ashur university,Ashur University,Iraq
U000174,ashur university college,Ashur University College,Iraq
U000175,asia pacific university of technology and innovation,Asia Pacific University of Technology and Innovation (APU),Malaysia
U000176,asia university taiwan,Asia University Taiwan,Taiwan
U000177,assiut university,Assiut University ,Egypt
U000178,aston university,Aston University,United Kingdom
U000179,aswan university,Aswan University,Egypt
U000180,ataturk university,Ataturk University,Turkey
U000181,ateneo de manila university,Ateneo de Manila University,Philippines
U000182,athens university of economics and business,Athens University of Economics and Business,Greece
U000183,atlm university,Atılım University,Turkey
U000184,atma jaya catholic university jakarta,Atma Jaya Catholic University Jakarta,Indonesia
U000185,atyrau university,Atyrau University,Kazakhstan
U000186,auburn university,Auburn University,United States
U000187,auckland university of technology,Auckland University of Technology (AUT),New Zealand
U000188,audencia,Audencia,France
U000189,auezov south kazakhstan university,Auezov South Kazakhstan University (SKU),Kazakhstan
U000190,augustine university,Augustine University,Nigeria
U000191,austral university,Austral University,Argentina
U000192,austral university of chile,Austral University of Chile,Chile
U000193,australian catholic university,Australian Catholic University,Australia
U000194,australian national university,Australian National University,Australia
U000195,autonomous university of baja california,Autonomous University of Baja California,Mexico
U000196,autonomous university of barcelona,Autonomous University of Barcelona,Spain
U000197,autonomous university of chiapas,Autonomous University of Chiapas,Mexico
U000198,autonomous university of madrid,Autonomous University of Madrid,Spain
U000199,autonomous university of san luis potosi,Autonomous University of San Luis Potosi,Mexico
U000200,autonomous university of sinaloa,Autonomous University of Sinaloa,Mexico
U000201,azarbaijan shahid madani university,Azarbaijan Shahid Madani University,Iran
U000202,azerbaijan state oil and industry university,Azerbaijan State Oil and Industry University,Azerbaijan
U000203,azerbaijan state university of economics,Azerbaijan State University of Economics,Azerbaijan
U000204,azerbaijan university of architecture and construction,Azerbaijan University of Architecture and Construction,Azerbaijan
U000205,b s abdur rahman crescent institute of science and technology,B. S. Abdur Rahman Crescent Institute of Science and Technology,India
U000206,babcock university,Babcock University,Nigeria
U000207,babes bolyai university,Babes-Bolyai University,Romania
U000208,babol noshirvani university of technology,Babol Noshirvani University of Technology,Iran
U000209,babol university of medical sciences,Babol University of Medical Sciences,Iran
U000210,bacha khan university charsadda,"Bacha Khan University, Charsadda",Pakistan
U000211,badji mokhtar university annaba,Badji Mokhtar University – Annaba,Algeria
U000212,badr university in cairo,Badr University in Cairo (BUC),Egypt
U000213,bahauddin zakariya university,Bahauddin Zakariya University ,Pakistan
U000214,bahcesehir university,Bahçeşehir University,Turkey
U000215,bahria university,Bahria University,Pakistan
U000216,bakrie university,Bakrie University,Indonesia
U000217,baku engineering university,Baku Engineering University,Azerbaijan
U000218,baku state university,Baku State University,Azerbaijan
U000219,balochistan university of engineering and technology khuzdar,"Balochistan University of Engineering and Technology, Khuzdar",Pakistan
U000220,balochistan university of information technology engineering and management sciences,"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",Pakistan
U000221,bamidele olumilua university of education science and technology ikere ikiti,"Bamidele Olumilua University of Education, Science and Technology, Ikere-Ikiti",Nigeria
U000222,banaras hindu university,Banaras Hindu University,India
U000223,banasthali university,Banasthali University,India
U000224,bandirma onyedi eylul university,Bandirma Onyedi Eylül University,Turkey
U000225,bandung institute of technology,Bandung Institute of Technology (ITB),Indonesia
U000226,bangabandhu sheikh mujibur rahman agricultural university,Bangabandhu Sheikh Mujibur Rahman Agricultural University,Bangladesh
U000227,bangladesh agricultural university,Bangladesh Agricultural University (BAU),Bangladesh
U000228,bangladesh university of engineering and technology,Bangladesh University of Engineering and Technology,Bangladesh
U000229,bangor university,Bangor University,United Kingdom
U000230,banking university,Banking University,Ukraine
U000231,bar ilan university,Bar-Ilan University,Israel
U000232,barawa international university,Barawa International University,Somalia
U000233,bartin university,Bartin University,Turkey
U000234,bashkir state medical university,Bashkir State Medical University,Russian Federation
U000235,bashkir state university,Bashkir State University,Russian Federation
U000236,baskent university,Başkent University,Turkey
U000237,basrah university college of science and technology,Basrah University College of Science and Technology,Iraq
U000238,bath spa university,Bath Spa University,United Kingdom
U000239,bauman moscow state technical university,Bauman Moscow State Technical University,Russia
U000240,bayburt university,Bayburt University,Turkey
U000241,bayero university,Bayero University,Nigeria
U000242,baylor college of medicine,Baylor College of Medicine,United States
U000243,baylor university,Baylor University,United States
U000244,baze university,Baze University,Nigeria
U000245,beihang university,Beihang University (former BUAA),China (Mainland)
U000246,beijing foreign studies university,Beijing Foreign Studies University,China (Mainland)
U000247,beijing forestry university,Beijing Forestry University,China
U000248,beijing institute of technology,Beijing Institute of Technology,China (Mainland)
U000249,beijing jiaotong university,Beijing Jiaotong University,China (Mainland)
U000250,beijing normal university,Beijing Normal University ,China (Mainland)
U000251,beijing university of chemical technology,Beijing University of Chemical Technology,China (Mainland)
U000252,beijing university of chinese medicine,Beijing University of Chinese Medicine,China (Mainland)
U000253,beijing university of posts and telecommunications,Beijing University of Posts and Telecommunications,China (Mainland)
U000254,beijing university of technology,Beijing University of Technology,China (Mainland)
U000255,beirut arab university,Beirut Arab University ,Lebanon
U000256,belarusian national technical university,Belarusian National Technical University (BNTU),Belarus
U000257,belarusian state medical university,Belarusian State Medical University,Belarus
U000258,belarusian state university,Belarusian State University,Belarus
U000259,belarusian state university of informatics and radioelectronics,Belarusian State University of Informatics and Radioelectronics,Belarus
U000260,belgorod state national research university,Belgorod State National Research University,Russian Federation
U000261,bells university of technology,Bells University of Technology,Nigeria
U000262,ben gurion university of the negev,Ben-Gurion University of The Negev,Israel
U000263,benemerita universidad autonoma de puebla,Benemérita Universidad Autónoma de Puebla,Mexico
U000264,benha university,Benha University,Egypt
U000265,beni suef university,Beni-Suef University,Egypt
U000266,benson idahosa university,Benson Idahosa University,Nigeria
U000267,bernardo ohiggins university,Bernardo O’Higgins University,Chile
U000268,beykent university,Beykent University,Turkey
U000269,bezmialem vakif university,Bezmiâlem Vakif University,Turkey
U000270,bharath institute of higher education and research,Bharath Institute of Higher Education and Research,India
U000271,bharathiar university,Bharathiar University,India
U000272,bharati vidyapeeth university,Bharati Vidyapeeth University,India
U000273,bi norwegian business school,BI Norwegian Business School,Norway
U000274,bialystok university of technology,Bialystok University of Technology,Poland
U000275,bielefeld university,Bielefeld University,Germany
U000276,bilad alrafidain university college,Bilad Alrafidain University College,Iraq
U000277,bilecik seyh edebali university,Bilecik Şeyh Edebali University,Turkey
U000278,bilkent university,Bilkent University,Turkey
U000279,bina nusantara university,Bina Nusantara University (BINUS),Indonesia
U000280,binghamton university suny,Binghamton University SUNY,United States
U000281,binus university,BINUS University,Indonesia
U000282,birkbeck university of london,"Birkbeck, University of London",United Kingdom
U000283,birla institute of technology and science pilani,"Birla Institute of Technology and Science, Pilani",India
U000284,birmingham city university,Birmingham City University ,United Kingdom
U000285,birmingham newman university,Birmingham Newman University,United Kingdom
U000286,biruni university,Biruni University,Turkey
U000287,birzeit university,Birzeit university,"Palestinian Territory, Occupied"
U000288,bishop grosseteste university,Bishop Grosseteste University,United Kingdom
U000289,blida 1 university,Blida 1 University,Algeria
U000290,bocconi university,Bocconi University,Italy
U000291,bogazici universitesi,Bogaziçi Üniversitesi,Turkey
U000292,bogazici university,Boğaziçi University,Turkey
U000293,bogor agricultural university,Bogor Agricultural University,Indonesia
U000294,bohdan khmelnytsky national university of cherkasy,Bohdan Khmelnytsky National University of Cherkasy,Ukraine
U000295,bolu abant izzet baysal university,Bolu Abant Izzet Baysal University,Turkey
U000296,bond university,Bond University,Australia
U000297,boston college,Boston College,United States
U000298,boston university,Boston University,United States
U000299,botswana international university of science and technology,Botswana International University of Science and Technology (BIUST),Botswana
U000300,bournemouth university,Bournemouth University,United Kingdom
U000301,bowen university,Bowen University,Nigeria
U000302,bowling green state university,Bowling Green State University,United States
U000303,bozok university,Bozok University,Turkey
U000304,brac university,BRAC University,Bangladesh
U000305,brandeis university,Brandeis University,United States
U000306,brigham young university,Brigham Young University,United States
U000307,brighton and sussex medical school,Brighton and Sussex Medical School,United Kingdom
U000308,british university in egypt,British University in Egypt,Egypt
U000309,brno university of technology,Brno University of Technology,Czech Republic
U000310,brock university,Brock University,Canada
U000311,brown university,Brown University,United States
U000312,brunel university london,Brunel University London,United Kingdom
U000313,bu ali sina university,Bu-Ali Sina University,Iran
U000314,bucharest university of economic studies,Bucharest University of Economic Studies,Romania
U000315,buckinghamshire new university,Buckinghamshire New University,United Kingdom
U000316,budapest university of technology and economics,Budapest University of Technology and Economics,Hungary
U000317,bukhara engineering technological institute,Bukhara Engineering Technological Institute,Uzbekistan
U000318,bukhara state medical institute,Bukhara State Medical Institute,Uzbekistan
U000319,bukhara state university,Bukhara State University,Uzbekistan
U000320,bukkyo university,Bukkyo University,Japan
U000321,burapha university,Burapha University,Thailand
U000322,buriram rajabhat university,Buriram Rajabhat University,Thailand
U000323,bursa technical university,Bursa Technical University,Turkey
U000324,bursa uludag university,Bursa Uludağ University,Turkey
U000325,c v raman global university,C.V. Raman Global University,India
U000326,ca foscari university of venice,Ca' Foscari University of Venice ,Italy
U000327,cag university,Çağ University,Turkey
U000328,cairo university,Cairo University,Egypt
U000329,california institute of technology,California Institute of Technology (Caltech),United States
U000330,california polytechnic state university,California Polytechnic State University,United States
U000331,california state university long beach,California State University Long Beach,United States
U000332,california state university los angeles,California State University - Los Angeles,United States
U000333,campus bio medico university of rome,Campus Bio-Medico University of Rome,Italy
U000334,canadian international college cairo,Canadian International College (CIC) – Cairo,Egypt
U000335,canadian university dubai,Canadian University Dubai,United Arab Emirates
U000336,cankaya university,Cankaya University,Turkey
U000337,cankr karatekin university,Çankırı Karatekin University,Turkey
U000338,canterbury christ church university,Canterbury Christ Church University,United Kingdom
U000339,capital medical university,Capital Medical University,China
U000340,capital university of science and technology,Capital University of Science and Technology,Pakistan
U000341,capital university of science and technology islamabad,"Capital University of Science and Technology, Islamabad",Pakistan
U000342,cardiff metropolitan university,Cardiff Metropolitan University,United Kingdom
U000343,cardiff university,Cardiff University,United Kingdom
U000344,carleton university,Carleton University,Canada
U000345,carlos iii university of madrid,Carlos III University of Madrid,Spain
U000346,carnegie mellon university,Carnegie Mellon University,United States
U000347,case western reserve university,Case Western Reserve University,United States
U000348,catania university,Catania University,Italy
U000349,catholic university in erbil,Catholic University in Erbil,Iraq
U000350,catholic university of avila,Catholic University of Ávila,Spain
U000351,catholic university of brasilia,Catholic University of Brasília,Brazil
U000352,catholic university of portugal,Catholic University of Portugal,Portugal
U000353,catholic university of the north,Catholic University of the North,Chile
U000354,catholic university of the sacred heart,Catholic University of the Sacred Heart,Italy
U000355,catolica de cordoba,Católica de Córdoba,Argentina
U000356,caucasus international university,Caucasus International University,Georgia
U000357,cbs international business school,CBS International Business School,Germany
U000358,ceara state university,Ceará State University,Brazil
U000359,cebu technological university,Cebu Technological University,Philippines
U000360,cecos university of it and emerging sciences,CECOS University of IT and Emerging Sciences,Pakistan
U000361,central european university,Central European University,Austria
U000362,central luzon state university,Central Luzon State University,Philippines
U000363,central michigan university,Central Michigan University,United States
U000364,central queensland university,Central Queensland University (CQUniversity Australia),Australia
U000365,central south university,Central South University,China (Mainland)
U000366,central university of finance and economics,Central University of Finance and Economics,China
U000367,centrale nantes,Centrale Nantes,France
U000368,centralesupelec,CentraleSupélec,France
U000369,centro de estudios para la calidad educativa y la investigacion cientifica,Centro de Estudios para la Calidad Educativa y la Investigación Científica (CECEIC),Mexico
U000370,centro federal de educacao tecnologica celso suckow da fonseca,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),Brazil
U000371,centro universitario cesuca,Centro Universitário Cesuca,Brazil
U000372,centro universitario de jaguariuna,Centro Universitário de Jaguariúna,Brazil
U000373,centro universitario max planck,Centro Universitário Max Planck,Brazil
U000374,centurion university of technology and management,Centurion University of Technology and Management,India
U000375,ces university,CES University,Colombia
U000376,cesar ritz colleges switzerland,César Ritz Colleges Switzerland,Switzerland
U000377,cetys universidad,CETYS Universidad,Mexico
U000378,ceu universities,CEU Universities,Spain
U000379,chalmers university of technology,Chalmers University of Technology,Sweden
U000380,chandigarh university,Chandigarh University,India
U000381,chang gung university,Chang Gung University,Taiwan
U000382,chang gung university of science and technology,Chang Gung University of Science and Technology,Taiwan
U000383,chang jung christian university,Chang Jung Christian University,Taiwan
U000384,changsha university of science and technology,Changsha University of Science and Technology,China
U000385,chaoyang university of technology,Chaoyang University of Technology,Taiwan
U000386,chapman university,Chapman University,United States
U000387,charisma university,Charisma University,Turks and Caicos Islands
U000388,charite universitatsmedizin berlin,Charité - Universitätsmedizin Berlin,Germany
U000389,charles darwin university,Charles Darwin University ,Australia
U000390,charles sturt university,Charles Sturt University ,Australia
U000391,charles university,Charles University,Czech Republic
U000392,charles university in prague,Charles University in Prague,Czech Republic
U000393,chelyabinsk state university,Chelyabinsk State University,Russian Federation
U000394,chemnitz university of technology,Chemnitz University of Technology,Germany
U000395,chengdu university,Chengdu University,China
U000396,chernihiv national university of technology,Chernihiv National University of Technology,Ukraine
U000397,chernihiv polytechnic national university,Chernihiv Polytechnic National University,Ukraine
U000398,chettinad academy of research and education,Chettinad Academy of Research and Education,India
U000399,chiang mai university,Chiang Mai University,Thailand
U000400,chiba institute of technology,Chiba Institute of Technology,Japan
U000401,chiba university,Chiba University,Japan
U000402,china agricultural university,China Agricultural University ,China (Mainland)
U000403,china medical university taiwan,"China Medical University, Taiwan",Taiwan
U000404,china pharmaceutical university,China Pharmaceutical University,China
U000405,china university of geosciences,China University of Geosciences,China (Mainland)
U000406,china university of geosciences beijing,"China University of Geosciences, Beijing",China
U000407,china university of geosciences wuhan,"China University of Geosciences, Wuhan",China
U000408,china university of mining and technology,China University of Mining and Technology,China (Mainland)
U000409,china university of petroleum,China University of Petroleum,China (Mainland)
U000410,china university of petroleum beijing,"China University of Petroleum, Beijing",China
U000411,china university of political science and law,China University of Political Science and Law,China (Mainland)
U000412,chinese culture university,Chinese Culture University,Taiwan
U000413,chinese university of hong kong,Chinese University of Hong Kong,Hong Kong
U000414,chinhoyi university of technology,Chinhoyi University of Technology,Zimbabwe
U000415,chitkara university,Chitkara University,India
U000416,chittagong university of engineering and technology,Chittagong University of Engineering and Technology,Bangladesh
U000417,chongqing university,Chongqing University,China (Mainland)
U000418,chonnam national university,Chonnam National University,South Korea
U000419,chosun university,Chosun University,South Korea
U000420,christ university,Christ University,India
U000421,christ university bengaluru india,Christ University Bengaluru India,India
U000422,christian albrechts university zu kiel,Christian-Albrechts-University zu Kiel,Germany
U000423,chubu university,Chubu University,Japan
U000424,chulalongkorn university,Chulalongkorn University,Thailand
U000425,chung ang university,Chung-Ang University (CAU),South Korea
U000426,chung shan medical university,Chung Shan Medical University,Taiwan
U000427,chung yuan christian university,Chung Yuan Christian University,Taiwan
U000428,chungbuk national university,Chungbuk National University,South Korea
U000429,chungnam national university,Chungnam National University,South Korea
U000430,chuo university,Chuo University,Japan
U000431,cihan university erbil,Cihan University – Erbil,Iraq
U000432,cihan university sulaimaniya,Cihan University Sulaimaniya,Iraq
U000433,city university of hong kong,City University of Hong Kong,Hong Kong SAR
U000434,city university of london,"City, University of London",United Kingdom
U000435,city university of new york,City University of New York,United States
U000436,city university of science and information technology peshawar,"City University of Science and Information Technology, Peshawar",Pakistan
U000437,civil aviation academy,Civil Aviation Academy,Kazakhstan
U000438,clark university,Clark University,United States
U000439,clarkson university,Clarkson University,United States
U000440,claude bernard university lyon 1,Claude Bernard University Lyon 1,France
U000441,clemson university,Clemson University,United States
U000442,cleveland state university,Cleveland State University,United States
U000443,coal city university,Coal City University,Nigeria
U000444,cochin university of science and technology,Cochin University of Science and Technology,India
U000445,colegio de mexico,Colegio de México,Mexico
U000446,college of charleston,College of Charleston,United States
U000447,college of william and mary,College of William and Mary,United States
U000448,colorado school of mines,Colorado School of Mines,United States
U000449,colorado state university,Colorado State University,United States
U000450,colorado state university fort collins,"Colorado State University, Fort Collins",United States
U000451,columbia university,Columbia University,United States
U000452,comenius university bratislava,Comenius University Bratislava,Slovakia
U000453,comenius university in bratislava,Comenius University in Bratislava,Slovakia
U000454,comillas pontifical university,Comillas Pontifical University,Spain
U000455,communication university of china,Communication University of China,China
U000456,complutense university of madrid,Complutense University of Madrid,Spain
U000457,comsats university islamabad,COMSATS University Islamabad,Pakistan
U000458,concordia university,Concordia University,Canada
U000459,conservatoire for dance and drama,Conservatoire for Dance and Drama,United Kingdom
U000460,constructor university,Constructor University,Germany
U000461,copenhagen business school,Copenhagen Business School,Denmark
U000462,cornell university,Cornell University,United States
U000463,corvinus university of budapest,Corvinus University of Budapest,Hungary
U000464,courtauld institute of art,Courtauld Institute of Art,United Kingdom
U000465,covenant university,Covenant University,Nigeria
U000466,coventry university,Coventry University,United Kingdom
U000467,cracow university of technology,Cracow University of Technology (Politechnika Krakowska),Poland
U000468,cranfield university,Cranfield University,United Kingdom
U000469,creighton university,Creighton University,United States
U000470,cross river university of technology,Cross River University of Technology,Nigeria
U000471,cukurova university,Cukurova University,Turkey
U000472,cuny the city college of new york,CUNY The City College of New York,United States
U000473,curtin university,Curtin University,Australia
U000474,cy cergy paris university,CY Cergy Paris University,France
U000475,cyprus health and social sciences university,Cyprus Health and Social Sciences University,Northern Cyprus
U000476,cyprus university of technology,Cyprus University of Technology,Cyprus
U000477,czech technical university in prague,Czech Technical University in Prague,Czech Republic
U000478,czech university of life sciences in prague,Czech University of Life Sciences in Prague,Czech Republic
U000479,czech university of life sciences prague,Czech University of Life Sciences Prague (CZU),Czech Republic
U000480,d serikbayev east kazakhstan state technical university,D. Serikbayev East Kazakhstan state technical university,Kazakhstan
U000481,d serikbayev east kazakhstan technical university,D. Serikbayev East Kazakhstan Technical University,Kazakhstan
U000482,daegu gyeongbuk institute of science and technology,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea
