university_id,university_name,country,alias,normalized_alias
U001583,Ocean University of China,China (Mainland),Ocean University of China,ocean university of china
U001584,Ochanomizu University,Japan,Ochanomizu University,ochanomizu university
U001585,October 6 University,Egypt,October 6 University,october 6 university
U001586,October University for Modern Sciences and Arts (MSA),Egypt,October University for Modern Sciences and Arts,october university for modern sciences and arts
U001586,October University for Modern Sciences and Arts (MSA),Egypt,October University for Modern Sciences and Arts (MSA),october university for modern sciences and arts msa
U001587,Odesa I.I. Mechnikov National University,Ukraine,Odesa I.I. Mechnikov National University,odesa ii mechnikov national university
U001588,Odessa I.I. Mechnikov National University,Ukraine,Odessa I.I. Mechnikov National University,odessa ii mechnikov national university
U001589,Ogarev Mordovia State University,Russian Federation,Ogarev Mordovia State University,ogarev mordovia state university
U001590,Oguz Han Engineering and Technology University of Turkmenistan,Turkmenistan,Oguz Han Engineering and Technology University of Turkmenistan,oguz han engineering and technology university of turkmenistan
U001591,Ohio State University (Main campus),United States,Ohio State University,ohio state university
U001591,Ohio State University (Main campus),United States,Ohio State University (Main campus),ohio state university main campus
U001592,Ohio University,United States,Ohio University,ohio university
U001593,Oita University,Japan,Oita University,oita university
U001594,Okayama Prefectural University,Japan,Okayama Prefectural University,okayama prefectural university
U001595,Okayama University,Japan,Okayama University,okayama university
U001596,Oklahoma State University ,United States,Oklahoma State University,oklahoma state university
U001597,Old Dominion University,United States,Old Dominion University,old dominion university
U001598,Oles Honchar Dnipro National University,Ukraine,Oles Honchar Dnipro National University,oles honchar dnipro national university
U001599,Olusegun Agagu University of Science and Technology,Nigeria,Olusegun Agagu University of Science and Technology,olusegun agagu university of science and technology
U001600,Omsk State Agrarian University,Russian Federation,Omsk State Agrarian University,omsk state agrarian university
U001601,Omsk State Technical University,Russian Federation,Omsk State Technical University,omsk state technical university
U001602,Ondokuz Mayis University,Turkey,Ondokuz Mayis University,ondokuz mayis university
U001603,Ontario Tech University,Canada,Ontario Tech University,ontario tech university
U001604,Open Christian University,South Africa,Open Christian University,open christian university
U001605,Open University of Catalonia,Spain,Open University of Catalonia,open university of catalonia
U001606,Opole University of Technology,Poland,Opole University of Technology,opole university of technology
U001607,Oran 1 University,Algeria,Oran 1 University,oran 1 university
U001608,Oran Graduate School of Economics,Algeria,Oran Graduate School of Economics,oran graduate school of economics
U001609,Ordu University,Turkey,Ordu University,ordu university
U001610,Örebro University,Sweden,Örebro University,rebro university
U001611,Oregon Health and Science University,United States,Oregon Health and Science University,oregon health and science university
U001612,Oregon State University,United States,Oregon State University,oregon state university
U001613,Orel State Agrarian University named after N.V. Parahin,Russian Federation,Orel State Agrarian University named after N.V. Parahin,orel state agrarian university named after nv parahin
U001614,Orel State University named after I.S. Turgenev,Russian Federation,Orel State University named after I.S. Turgenev,orel state university named after is turgenev
U001615,ORT Uruguay University,Uruguay,ORT Uruguay University,ort uruguay university
U001616,Osaka City University,Japan,Osaka City University,osaka city university
U001617,Osaka Institute of Technology,Japan,Osaka Institute of Technology,osaka institute of technology
U001618,Osaka Medical and Pharmaceutical University,Japan,Osaka Medical and Pharmaceutical University,osaka medical and pharmaceutical university
U001619,Osaka Medical College,Japan,Osaka Medical College,osaka medical college
U001620,Osaka Metropolitan University,Japan,Osaka Metropolitan University,osaka metropolitan university
U001621,Osaka Ohtani University,Japan,Osaka Ohtani University,osaka ohtani university
U001622,Osaka Prefecture University ,Japan,Osaka Prefecture University,osaka prefecture university
U001623,Osaka University,Japan,Osaka University,osaka university
U001624,Osaka University of Economics and Law,Japan,Osaka University of Economics and Law,osaka university of economics and law
U001625,OSMANIA UNIVERSITY,India,OSMANIA UNIVERSITY,osmania university
U001626,Osol Al-Deen University College,Iraq,Osol Al Deen University College,osol al deen university college
U001626,Osol Al-Deen University College,Iraq,Osol Al-Deen University College,osol aldeen university college
U001627,Ostrogradsky National University of Kremenchuk,Ukraine,Ostrogradsky National University of Kremenchuk,ostrogradsky national university of kremenchuk
U001628,Otto von Guericke University of Magdeburg,Germany,Otto von Guericke University of Magdeburg,otto von guericke university of magdeburg
U001629,Ovidius University of Constanța,Romania,Ovidius University of Constanța,ovidius university of constana
U001630,Oxford Brookes University,United Kingdom,Oxford Brookes University,oxford brookes university
U001631,Ozyegin University,Turkey,Ozyegin University,ozyegin university
U001632,Pablo de Olavide University,Spain,Pablo de Olavide University,pablo de olavide university
U001633,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,Pakistan Institute of Engineering and Applied Sciences,pakistan institute of engineering and applied sciences
U001633,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,Pakistan Institute of Engineering and Applied Sciences (PIEAS),pakistan institute of engineering and applied sciences pieas
U001634,Palacký University Olomouc,Czech Republic,Palacký University Olomouc,palack university olomouc
U001635,Palestine Polytechnic University,Palestine,Palestine Polytechnic University,palestine polytechnic university
U001636,Palestine Technical University – Kadoorie,Palestine,Palestine Technical University – Kadoorie,palestine technical university kadoorie
U001637,Pamukkale University,Turkey,Pamukkale University,pamukkale university
U001638,Panjab University,India,Panjab University,panjab university
U001639,Panteion University of Social and Political Sciences,Greece,Panteion University of Social and Political Sciences,panteion university of social and political sciences
U001640,Panthéon-Assas University (Paris 2),France,Panthéon Assas University,panthon assas university
U001640,Panthéon-Assas University (Paris 2),France,Panthéon-Assas University,panthonassas university
U001640,Panthéon-Assas University (Paris 2),France,Panthéon-Assas University (Paris 2),panthonassas university paris 2
U001641,Panthéon-Sorbonne University – Paris 1,France,Panthéon Sorbonne University – Paris 1,panthon sorbonne university paris 1
U001641,Panthéon-Sorbonne University – Paris 1,France,Panthéon-Sorbonne University – Paris 1,panthonsorbonne university paris 1
U001642,Paris Lodron Universität Salzburg,Austria,Paris Lodron Universität Salzburg,paris lodron universitt salzburg
U001643,Paris Lodron University of Salzburg,Austria,Paris Lodron University of Salzburg,paris lodron university of salzburg
U001644,Paris Nanterre University,France,Paris Nanterre University,paris nanterre university
U001645,Paris-Saclay University,France,Paris Saclay University,paris saclay university
U001645,Paris-Saclay University,France,Paris-Saclay University,parissaclay university
U001646,Paris Sciences et Lettres – PSL Research University Paris,France,Paris Sciences et Lettres – PSL Research University Paris,paris sciences et lettres psl research university paris
U001647,Paris-Sud University,France,Paris Sud University,paris sud university
U001647,Paris-Sud University,France,Paris-Sud University,parissud university
U001648,Paris University of International Education,France,Paris University of International Education,paris university of international education
U001649,Parthenope University of Naples,Italy,Parthenope University of Naples,parthenope university of naples
U001650,Paul Valéry University Montpellier,France,Paul Valéry University Montpellier,paul valry university montpellier
U001651,Pavlo Tychyna Uman State Pedagogical University,Ukraine,Pavlo Tychyna Uman State Pedagogical University,pavlo tychyna uman state pedagogical university
U001652,Pavlov First Saint Petersburg State Medical University,Russian Federation,Pavlov First Saint Petersburg State Medical University,pavlov first saint petersburg state medical university
U001653,Pavol Jozef Šafárik University in Košice,Slovakia,Pavol Jozef Šafárik University in Košice,pavol jozef afrik university in koice
U001654,Payame Noor University,Iran,Payame Noor University,payame noor university
U001655,Pedagogical and Technological University of Colombia,Colombia,Pedagogical and Technological University of Colombia,pedagogical and technological university of colombia
U001656,Peking University,China (Mainland),Peking University,peking university
U001657,Penn State (Main campus),United States,Penn State,penn state
U001657,Penn State (Main campus),United States,Penn State (Main campus),penn state main campus
U001658,Pennsylvania State University,United States,Pennsylvania State University,pennsylvania state university
U001659,Penza State University,Russian Federation,Penza State University,penza state university
U001660,Perm National Research Polytechnic University,Russian Federation,Perm National Research Polytechnic University,perm national research polytechnic university
U001661,Perm State National Research University,Russia,Perm State National Research University,perm state national research university
U001662,Perm State University,Russian Federation,Perm State University,perm state university
U001663,Persian Gulf University,Iran,Persian Gulf University,persian gulf university
U001664,Peter the Great St. Petersburg Polytechnic University,Russia,Peter the Great St. Petersburg Polytechnic University,peter the great st petersburg polytechnic university
U001665,Petersburg State Transport University,Russian Federation,Petersburg State Transport University,petersburg state transport university
U001666,Petre Shotadze Tbilisi Medical Academy,Georgia,Petre Shotadze Tbilisi Medical Academy,petre shotadze tbilisi medical academy
U001667,Petro Mohyla Black Sea National University,Ukraine,Petro Mohyla Black Sea National University,petro mohyla black sea national university
U001668,Petroleum University of Technology,Iran,Petroleum University of Technology,petroleum university of technology
U001669,Pharos University,Egypt,Pharos University,pharos university
U001670,Philadelphia University (Jordan),Jordan,Philadelphia University,philadelphia university
U001670,Philadelphia University (Jordan),Jordan,Philadelphia University (Jordan),philadelphia university jordan
U001671,Philipps-Universität Marburg ,Germany,Philipps Universität Marburg,philipps universitt marburg
U001671,Philipps-Universität Marburg ,Germany,Philipps-Universität Marburg,philippsuniversitt marburg
U001672,Pirogov Russian National Research Medical University,Russian Federation,Pirogov Russian National Research Medical University,pirogov russian national research medical university
U001673,"Plateau State University, Bokkos",Nigeria,Plateau State University Bokkos,plateau state university bokkos
U001673,"Plateau State University, Bokkos",Nigeria,"Plateau State University, Bokkos",plateau state university bokkos
U001674,Platov South-Russian State Polytechnic University (NPI),Russian Federation,Platov South Russian State Polytechnic University,platov south russian state polytechnic university
U001674,Platov South-Russian State Polytechnic University (NPI),Russian Federation,Platov South-Russian State Polytechnic University,platov southrussian state polytechnic university
U001674,Platov South-Russian State Polytechnic University (NPI),Russian Federation,Platov South-Russian State Polytechnic University (NPI),platov southrussian state polytechnic university npi
U001675,Plekhanov Russian University of Economics,Russia,Plekhanov Russian University of Economics,plekhanov russian university of economics
U001676,Plymouth Marjon University,United Kingdom,Plymouth Marjon University,plymouth marjon university
U001677,PMAS Arid Agriculture University Rawalpindi,Pakistan,PMAS Arid Agriculture University Rawalpindi,pmas arid agriculture university rawalpindi
U001678,Pohang University of Science And Technology (POSTECH),South Korea,Pohang University of Science And Technology,pohang university of science and technology
U001678,Pohang University of Science And Technology (POSTECH),South Korea,Pohang University of Science And Technology (POSTECH),pohang university of science and technology postech
U001679,Politecnico di Bari,Italy,Politecnico di Bari,politecnico di bari
U001680,Politecnico di Milano,Italy,Politecnico di Milano,politecnico di milano
U001681,Politecnico di Torino,Italy,Politecnico di Torino,politecnico di torino
U001682,Poltava V.G. Korolenko National Pedagogical University (PNPU),Ukraine,Poltava V.G. Korolenko National Pedagogical University,poltava vg korolenko national pedagogical university
U001682,Poltava V.G. Korolenko National Pedagogical University (PNPU),Ukraine,Poltava V.G. Korolenko National Pedagogical University (PNPU),poltava vg korolenko national pedagogical university pnpu
U001683,Polytechnic Institute of Porto,Portugal,Polytechnic Institute of Porto,polytechnic institute of porto
U001684,Polytechnic Institute of Setúbal,Portugal,Polytechnic Institute of Setúbal,polytechnic institute of setbal
U001685,Polytechnic University of Bari,Italy,Polytechnic University of Bari,polytechnic university of bari
U001686,Polytechnic University of Bucharest,Romania,Polytechnic University of Bucharest,polytechnic university of bucharest
U001687,Polytechnic University of Timişoara,Romania,Polytechnic University of Timişoara,polytechnic university of timioara
U001688,Polytechnic University of Tirana,Albania,Polytechnic University of Tirana,polytechnic university of tirana
U001689,Polytechnic University of Turin,Italy,Polytechnic University of Turin,polytechnic university of turin
U001690,Polytechnic University of Valencia,Spain,Polytechnic University of Valencia,polytechnic university of valencia
U001691,Pompeu Fabra University,Spain,Pompeu Fabra University,pompeu fabra university
U001692,Pondicherry University,India,Pondicherry University,pondicherry university
U001693,Pontifical Catholic University of Argentina,Argentina,Pontifical Catholic University of Argentina,pontifical catholic university of argentina
U001694,Pontifical Catholic University of Minas Gerais,Brazil,Pontifical Catholic University of Minas Gerais,pontifical catholic university of minas gerais
U001695,Pontifical Catholic University of Peru,Peru,Pontifical Catholic University of Peru,pontifical catholic university of peru
U001696,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,Pontifical Catholic University of Rio de Janeiro,pontifical catholic university of rio de janeiro
U001696,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),pontifical catholic university of rio de janeiro pucrio
U001697,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,Pontifical Catholic University of Rio Grande do Sul,pontifical catholic university of rio grande do sul
U001697,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,Pontifical Catholic University of Rio Grande do Sul (PUCRS),pontifical catholic university of rio grande do sul pucrs
U001698,Pontifical Catholic University of Valparaíso,Chile,Pontifical Catholic University of Valparaíso,pontifical catholic university of valparaso
U001699,Pontifical Javeriana University,Colombia,Pontifical Javeriana University,pontifical javeriana university
U001700,Pontificia Universidad Católica Argentina,Argentina,Pontificia Universidad Católica Argentina,pontificia universidad catlica argentina
U001701,Pontificia Universidad Católica de Chile (UC),Chile,Pontificia Universidad Católica de Chile,pontificia universidad catlica de chile
U001701,Pontificia Universidad Católica de Chile (UC),Chile,Pontificia Universidad Católica de Chile (UC),pontificia universidad catlica de chile uc
U001702,Pontificia Universidad Católica de Valparaíso,Chile,Pontificia Universidad Católica de Valparaíso,pontificia universidad catlica de valparaso
U001703,Pontificia Universidad Católica del Ecuador (PUCE),Ecuador,Pontificia Universidad Católica del Ecuador,pontificia universidad catlica del ecuador
U001703,Pontificia Universidad Católica del Ecuador (PUCE),Ecuador,Pontificia Universidad Católica del Ecuador (PUCE),pontificia universidad catlica del ecuador puce
U001704,Pontificia Universidad Católica del Perú,Peru,Pontificia Universidad Católica del Perú,pontificia universidad catlica del per
U001705,Pontificia Universidad Catolica Madre y Maestra,Dominican Republic,Pontificia Universidad Catolica Madre y Maestra,pontificia universidad catolica madre y maestra
U001706,Pontificia Universidad Javeriana,Colombia,Pontificia Universidad Javeriana,pontificia universidad javeriana
U001707,Pontifícia Universidade Católica de São Paulo,Brazil,Pontifícia Universidade Católica de São Paulo,pontifcia universidade catlica de so paulo
U001708,Pontificia Universidade Católica do Campinas - PUC Campinas,Brazil,Pontificia Universidade Católica do Campinas - PUC Campinas,pontificia universidade catlica do campinas puc campinas
U001708,Pontificia Universidade Católica do Campinas - PUC Campinas,Brazil,Pontificia Universidade Católica do Campinas PUC Campinas,pontificia universidade catlica do campinas puc campinas
U001709,Pontificia Universidade Católica do Minas Gerais - PUC Minas,Brazil,Pontificia Universidade Católica do Minas Gerais - PUC Minas,pontificia universidade catlica do minas gerais puc minas
U001709,Pontificia Universidade Católica do Minas Gerais - PUC Minas,Brazil,Pontificia Universidade Católica do Minas Gerais PUC Minas,pontificia universidade catlica do minas gerais puc minas
U001710,Pontifícia Universidade Católica do Paraná,Brazil,Pontifícia Universidade Católica do Paraná,pontifcia universidade catlica do paran
U001711,Pontifícia Universidade Católica do Rio de Janeiro,Brazil,Pontifícia Universidade Católica do Rio de Janeiro,pontifcia universidade catlica do rio de janeiro
U001712,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),Brazil,Pontifícia Universidade Católica do Rio Grande do Sul,pontifcia universidade catlica do rio grande do sul
U001712,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),Brazil,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),pontifcia universidade catlica do rio grande do sul pucrs
U001713,Port Said University,Egypt,Port Said University,port said university
U001714,Portland State University,United States,Portland State University,portland state university
U001715,Poznan University of Life Sciences,Poland,Poznan University of Life Sciences,poznan university of life sciences
U001716,Poznan University of Medical Sciences,Poland,Poznan University of Medical Sciences,poznan university of medical sciences
U001717,Poznań University of Technology,Poland,Poznań University of Technology,pozna university of technology
U001718,Prague University of Economics and Business,Czech Republic,Prague University of Economics and Business,prague university of economics and business
U001719,Prefectural University of Hiroshima,Japan,Prefectural University of Hiroshima,prefectural university of hiroshima
U001720,"Presbyterian University, Ghana",Ghana,Presbyterian University Ghana,presbyterian university ghana
U001720,"Presbyterian University, Ghana",Ghana,"Presbyterian University, Ghana",presbyterian university ghana
U001721,Presidency University,India,Presidency University,presidency university
U001722,Prince Mohammad Bin Fahd university,Saudi Arabia,Prince Mohammad Bin Fahd university,prince mohammad bin fahd university
U001723,Prince of Songkla University,Thailand,Prince of Songkla University,prince of songkla university
U001724,Prince Sattam Bin Abdulaziz University,Saudi Arabia,Prince Sattam Bin Abdulaziz University,prince sattam bin abdulaziz university
U001725,Prince Sultan University (PSU),Saudi Arabia,Prince Sultan University,prince sultan university
U001725,Prince Sultan University (PSU),Saudi Arabia,Prince Sultan University (PSU),prince sultan university psu
U001726,Princess Nourah bint Abdulrahman University,Saudi Arabia,Princess Nourah bint Abdulrahman University,princess nourah bint abdulrahman university
U001727,Princess Sumaya University for Technology,Jordan,Princess Sumaya University for Technology,princess sumaya university for technology
U001728,Princeton University,United States,Princeton University,princeton university
U001729,Privolzhsky Research Medical University,Russian Federation,Privolzhsky Research Medical University,privolzhsky research medical university
U001730,Prydniprovska State Academy of Civil Engineering and Architecture,Ukraine,Prydniprovska State Academy of Civil Engineering and Architecture,prydniprovska state academy of civil engineering and architecture
U001731,PSG College of Technology,India,PSG College of Technology,psg college of technology
U001732,Pskov State University,Russian Federation,Pskov State University,pskov state university
U001733,Public University of Navarre,Spain,Public University of Navarre,public university of navarre
U001734,PUC-Campinas,Brazil,PUC Campinas,puc campinas
U001734,PUC-Campinas,Brazil,PUC-Campinas,puccampinas
U001735,Pukyong National University ,South Korea,Pukyong National University,pukyong national university
U001736,Purdue University,United States,Purdue University,purdue university
U001737,Purdue University Northwest,United States,Purdue University Northwest,purdue university northwest
U001738,Purdue University West Lafayette,United States,Purdue University West Lafayette,purdue university west lafayette
U001739,Pusan National University,South Korea,Pusan National University,pusan national university
U001740,Pyatigorsk State University,Russian Federation,Pyatigorsk State University,pyatigorsk state university
U001741,Qassim University,Saudi Arabia,Qassim University,qassim university
U001742,Qatar University,Qatar,Qatar University,qatar university
U001743,Qazvin University of Medical Sciences,Iran,Qazvin University of Medical Sciences,qazvin university of medical sciences
U001744,Qingdao University,China,Qingdao University,qingdao university
U001745,Qom University of Medical Sciences,Iran,Qom University of Medical Sciences,qom university of medical sciences
U001746,"Quaid-e-Awam University of Engineering, Science and Technology (QUEST)",Pakistan,"Quaid e Awam University of Engineering, Science and Technology",quaid e awam university of engineering science and technology
U001746,"Quaid-e-Awam University of Engineering, Science and Technology (QUEST)",Pakistan,Quaid-e-Awam University of Engineering Science and Technology,quaideawam university of engineering science and technology
U001746,"Quaid-e-Awam University of Engineering, Science and Technology (QUEST)",Pakistan,"Quaid-e-Awam University of Engineering, Science and Technology",quaideawam university of engineering science and technology
U001746,"Quaid-e-Awam University of Engineering, Science and Technology (QUEST)",Pakistan,"Quaid-e-Awam University of Engineering, Science and Technology (QUEST)",quaideawam university of engineering science and technology quest
U001747,Quaid-i-Azam University,Pakistan,Quaid i Azam University,quaid i azam university
U001747,Quaid-i-Azam University,Pakistan,Quaid-i-Azam University,quaidiazam university
U001748,Queen Arwa University,Yemen,Queen Arwa University,queen arwa university
U001749,Queen Margaret University,United Kingdom,Queen Margaret University,queen margaret university
U001750,"Queen Margaret University , Edinburgh",United Kingdom,"Queen Margaret University , Edinburgh",queen margaret university edinburgh
U001750,"Queen Margaret University , Edinburgh",United Kingdom,Queen Margaret University Edinburgh,queen margaret university edinburgh
U001751,Queen Mary University of London,United Kingdom,Queen Mary University of London,queen mary university of london
U001752,Queen's University at Kingston,Canada,Queen's University at Kingston,queens university at kingston
U001753,Queen's University Belfast,United Kingdom,Queen's University Belfast,queens university belfast
U001754,Queen’s University,Canada,Queen’s University,queens university
U001755,Queen’s University Belfast,United Kingdom,Queen’s University Belfast,queens university belfast
U001756,Queensland University of Technology (QUT),Australia,Queensland University of Technology,queensland university of technology
U001756,Queensland University of Technology (QUT),Australia,Queensland University of Technology (QUT),queensland university of technology qut
U001757,R V College of Engineering,India,R V College of Engineering,r v college of engineering
U001758,Radboud University ,Netherlands,Radboud University,radboud university
U001759,Radboud University Nijmegen,Netherlands,Radboud University Nijmegen,radboud university nijmegen
U001760,Rajamangala University of Technology Isan,Thailand,Rajamangala University of Technology Isan,rajamangala university of technology isan
U001761,Rajamangala University of Technology Lanna,Thailand,Rajamangala University of Technology Lanna,rajamangala university of technology lanna
U001762,Rajamangala University of Technology Thanyaburi (RMUTT),Thailand,Rajamangala University of Technology Thanyaburi,rajamangala university of technology thanyaburi
U001762,Rajamangala University of Technology Thanyaburi (RMUTT),Thailand,Rajamangala University of Technology Thanyaburi (RMUTT),rajamangala university of technology thanyaburi rmutt
U001763,Rajshahi University,Bangladesh,Rajshahi University,rajshahi university
U001764,Ravensbourne,United Kingdom,Ravensbourne,ravensbourne
U001765,Rawalpindi Medical University,Pakistan,Rawalpindi Medical University,rawalpindi medical university
U001766,Razi University,Iran,Razi University,razi university
U001767,RCSI University of Medicine and Health Sciences,Ireland,RCSI University of Medicine and Health Sciences,rcsi university of medicine and health sciences
U001768,Recep Tayyip Erdoğan University,Turkey,Recep Tayyip Erdoğan University,recep tayyip erdoan university
U001769,Reichman University,Israel,Reichman University,reichman university
U001770,Renmin (People's) University of China,China (Mainland),Renmin (People's) University of China,renmin peoples university of china
U001770,Renmin (People's) University of China,China (Mainland),Renmin University of China,renmin university of china
U001771,Rennes School of Business,France,Rennes School of Business,rennes school of business
U001772,Rensselaer Polytechnic Institute,United States,Rensselaer Polytechnic Institute,rensselaer polytechnic institute
U001773,Reshetnev Siberian State University of Science and Technology,Russian Federation,Reshetnev Siberian State University of Science and Technology,reshetnev siberian state university of science and technology
U001774,REVA University,India,REVA University,reva university
U001775,Reykjavík University,Iceland,Reykjavík University,reykjavk university
U001776,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,Rheinische Friedrich Wilhelms Universität Bonn,rheinische friedrich wilhelms universitt bonn
U001776,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,Rheinische Friedrich-Wilhelms-Universität Bonn,rheinische friedrichwilhelmsuniversitt bonn
U001777,Rhodes University ,South Africa,Rhodes University,rhodes university
U001778,Rice University,United States,Rice University,rice university
U001779,Riga Stradins University,Latvia,Riga Stradins University,riga stradins university
U001780,Riga Technical University,Latvia,Riga Technical University,riga technical university
U001781,Rikkyo University,Japan,Rikkyo University,rikkyo university
U001782,Riphah International University,Pakistan,Riphah International University,riphah international university
U001783,Ritsumeikan Asia Pacific University,Japan,Ritsumeikan Asia Pacific University,ritsumeikan asia pacific university
U001784,Ritsumeikan University,Japan,Ritsumeikan University,ritsumeikan university
U001785,RMIT University,Australia,RMIT University,rmit university
U001786,Robert Gordon University,United Kingdom,Robert Gordon University,robert gordon university
U001787,Rochester Institute of Technology (RIT),United States,Rochester Institute of Technology,rochester institute of technology
U001787,Rochester Institute of Technology (RIT),United States,Rochester Institute of Technology (RIT),rochester institute of technology rit
U001788,Rose Bruford College,United Kingdom,Rose Bruford College,rose bruford college
U001789,Roskilde University,Denmark,Roskilde University,roskilde university
U001790,Rostov State University of Economics,Russian Federation,Rostov State University of Economics,rostov state university of economics
U001791,Rovira i Virgili University,Spain,Rovira i Virgili University,rovira i virgili university
U001792,Rowan University,United States,Rowan University,rowan university
U001793,Royal Academy of Dramatic Art (RADA),United Kingdom,Royal Academy of Dramatic Art,royal academy of dramatic art
U001793,Royal Academy of Dramatic Art (RADA),United Kingdom,Royal Academy of Dramatic Art (RADA),royal academy of dramatic art rada
U001794,Royal Academy of Music,United Kingdom,Royal Academy of Music,royal academy of music
U001795,Royal Agricultural University,United Kingdom,Royal Agricultural University,royal agricultural university
U001796,"Royal Central School of Speech and Drama, University of London",United Kingdom,Royal Central School of Speech and Drama University of London,royal central school of speech and drama university of london
U001796,"Royal Central School of Speech and Drama, University of London",United Kingdom,"Royal Central School of Speech and Drama, University of London",royal central school of speech and drama university of london
U001797,Royal College of Academics,Luxembourg,Royal College of Academics,royal college of academics
U001798,Royal College of Art,United Kingdom,Royal College of Art,royal college of art
U001799,Royal College of Music,United Kingdom,Royal College of Music,royal college of music
U001800,Royal Conservatoire of Scotland,United Kingdom,Royal Conservatoire of Scotland,royal conservatoire of scotland
U001801,Royal Holloway University of London,United Kingdom,Royal Holloway University of London,royal holloway university of london
U001802,Royal Northern College of Music,United Kingdom,Royal Northern College of Music,royal northern college of music
U001803,Royal Veterinary College,United Kingdom,Royal Veterinary College,royal veterinary college
U001804,RUDN University,Russia,RUDN University,rudn university
U001805,Ruhr-Universität Bochum,Germany,Ruhr Universität Bochum,ruhr universitt bochum
U001805,Ruhr-Universität Bochum,Germany,Ruhr-Universität Bochum,ruhruniversitt bochum
U001806,Ruhr University Bochum,Germany,Ruhr University Bochum,ruhr university bochum
U001807,Ruprecht-Karls-Universität Heidelberg,Germany,Ruprecht Karls Universität Heidelberg,ruprecht karls universitt heidelberg
U001807,Ruprecht-Karls-Universität Heidelberg,Germany,Ruprecht-Karls-Universität Heidelberg,ruprechtkarlsuniversitt heidelberg
U001808,Rush University,United States,Rush University,rush university
U001809,Russian Biotechnological University (BIOTECH),Russian Federation,Russian Biotechnological University,russian biotechnological university
U001809,Russian Biotechnological University (BIOTECH),Russian Federation,Russian Biotechnological University (BIOTECH),russian biotechnological university biotech
U001810,Russian Presidential Academy of National Economy and Public Administration,Russia,Russian Presidential Academy of National Economy and Public Administration,russian presidential academy of national economy and public administration
U001811,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,Russia,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,russian state agrarian university moscow timiryazev agricultural academy
U001811,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,Russia,Russian State Agrarian University Moscow Timiryazev Agricultural Academy,russian state agrarian university moscow timiryazev agricultural academy
U001812,Russian State University for the Humanities ,Russia,Russian State University for the Humanities,russian state university for the humanities
U001813,Russian University of State for Social (RUSS),Russian Federation,Russian University of State for Social,russian university of state for social
U001813,Russian University of State for Social (RUSS),Russian Federation,Russian University of State for Social (RUSS),russian university of state for social russ
U001814,"Rutgers, The State University of New Jersey, Camden",United States,Rutgers The State University of New Jersey Camden,rutgers the state university of new jersey camden
U001814,"Rutgers, The State University of New Jersey, Camden",United States,"Rutgers, The State University of New Jersey, Camden",rutgers the state university of new jersey camden
U001815,Rutgers University – New Brunswick,United States,Rutgers University – New Brunswick,rutgers university new brunswick
U001816,Rutgers University–New Brunswick,United States,Rutgers University–New Brunswick,rutgers universitynew brunswick
U001817,Rutgers University–Newark,United States,Rutgers University–Newark,rutgers universitynewark
U001818,RWTH Aachen University,Germany,RWTH Aachen University,rwth aachen university
U001819,Ryazan State Medical University,Russian Federation,Ryazan State Medical University,ryazan state medical university
U001820,Ryerson University,Canada,Ryerson University,ryerson university
U001821,Ryukoku University,Japan,Ryukoku University,ryukoku university
U001822,Rzeszów University of Technology,Poland,Rzeszów University of Technology,rzeszw university of technology
U001823,S.D. Asfendiyarov Kazakh National Medical University,Kazakhstan,S.D. Asfendiyarov Kazakh National Medical University,sd asfendiyarov kazakh national medical university
U001824,S. Toraighyrov Pavlodar State University,Kazakhstan,S. Toraighyrov Pavlodar State University,s toraighyrov pavlodar state university
U001825,Sabancı University,Turkey,Sabancı University,sabanc university
U001826,Sabanci University,Turkey,Sabanci University,sabanci university
U001827,Saga University,Japan,Saga University,saga university
U001828,Sahand University of Technology,Iran,Sahand University of Technology,sahand university of technology
U001829,Saint Joseph University of Beirut (USJ) ,Lebanon,Saint Joseph University of Beirut,saint joseph university of beirut
U001829,Saint Joseph University of Beirut (USJ) ,Lebanon,Saint Joseph University of Beirut (USJ),saint joseph university of beirut usj
U001830,Saint Louis University,United States,Saint Louis University,saint louis university
U001831,Saint Petersburg Electrotechnical University ETU-LETI,Russia,Saint Petersburg Electrotechnical University ETU LETI,saint petersburg electrotechnical university etu leti
U001831,Saint Petersburg Electrotechnical University ETU-LETI,Russia,Saint Petersburg Electrotechnical University ETU-LETI,saint petersburg electrotechnical university etuleti
U001832,Saint-Petersburg Mining University,Russia,Saint Petersburg Mining University,saint petersburg mining university
U001832,Saint-Petersburg Mining University,Russia,Saint-Petersburg Mining University,saintpetersburg mining university
