university_id,2024 RANK,2023 RANK,University,Country Code,Country_x,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE,Rank,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,World Rank,Location,National_Rank_x,Quality of Education,Alumni Employment,Quality of Faculty,Research_Output_x,Quality_Publications,Influence,Citations_Count,Score,Latitude,Longitude,city_x,region_x,type_x,research_output_x,student_faculty_ratio_x,faculty_count_x,city_y,region_y,type_y,research_output_y,student_faculty_ratio_y,faculty_count_y,city,region,type,research_output,student_faculty_ratio,faculty_count,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_rank,country_avg_citations,country_avg_international_ratio,research_productivity_index,female_percentage,male_percentage,subject_field,citations_score,research_output_score,Enrollment,Undergrad_Students,Postgrad_Students,Faculty_Count,Student_Faculty_Ratio,Research_Output,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,QS_Rank,THE_Rank,ARWU_Rank
U0100,148,179=,University of Bath,UK,United Kingdom,L,CO,VH,4,A,35.6,244,74.3,88,16.1,701+,61.9,196,96.3,136,81.6,155,59.3,251,26.5,310,48.4,316=,51.8,281.0,15280.0,15.8,31%,45:55:00,54.3025,34.7,35.1,80.5,65.3,95.0,2024,391.0,United Kingdom,33.0,667.0,612.0,304.0,475.0,392.0,356.0,327.0,75.1,54.7023545,-3.2765753,Bath,Europe,Public,Very High,12.0,"1,339",Bath,Europe,Public,Very High,12.0,"1,339",Bath,Europe,Public,Very High,12.0,"1,339",69,1.0,50.81734057971014,25.96666666666667,455.4347826086956,388.05,48.5,60.29999999999999,45.0,55.0,"General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Sport Science,Sociology,Electrical & Electronic Engineering,Chemical Engineering,Education,Other Health,Chemistry,Psychology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Economics & Econometrics,Architecture,Biological Sciences,Mathematics & Statistics,Business & Management,Accounting & Finance,Politics & International Studies (incl Development Studies),Civil Engineering",39.9,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0101,=151,124,Wageningen University & Research,NL,Netherlands,L,FO,VH,5,A,43.3,196,19.0,472,97.9,47,46.0,292,55.0,336,78.5,170,97.8,22,19.0,438,71.5,196=,51.3,64.0,15899.0,18.1,28%,54:46:00,73.002,56.4,59.8,93.8,98.8,92.4,2024,-1.0,,-1.0,,,,,,,,,,,Wageningen,Europe,Public,Very High,5.0,"2,767",Wageningen,Europe,Public,Very High,5.0,"2,767",Wageningen,Europe,Public,Very High,5.0,"2,767",9,48.0,67.17744444444445,47.4,116.22222222222223,271.0,,84.13333333333333,54.0,46.0,"Chemical Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Sociology,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),Veterinary Science,Agriculture & Forestry,Chemistry",53.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0102,=154,166,Cardiff University,UK,United Kingdom,L,FC,VH,5,A,46.5,176,48.3,181,33.7,474,39.6,347,84.0,217,70.6,206,81.6,138,18.9,442,97.9,25,50.5,190.0,28815.0,15.0,27%,58:42:00,59.28,35.5,39.6,91.9,70.4,92.5,2024,131.0,United Kingdom,10.0,338.0,483.0,95.0,212.0,182.0,148.0,121.0,80.3,54.7023545,-3.2765753,Cardiff,Europe,Public,Very High,9.0,"3,350",Cardiff,Europe,Public,Very High,9.0,"3,350",Cardiff,Europe,Public,Very High,9.0,"3,350",69,1.0,50.81734057971014,25.96666666666667,455.4347826086956,388.05,48.5,67.3,58.0,42.0,"Education,Psychology,Other Health,Archaeology,Geology, Environmental, Earth & Marine Sciences,Law,Business & Management,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Geography,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Biological Sciences,Accounting & Finance,General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Economics & Econometrics,Physics & Astronomy",51.7,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0103,=159,143=,Ghent University,BE,Belgium,XL,FC,VH,5,A,53.4,146,25.2,379,78.9,141,25.1,486,79.6,231,21.2,528,99.8,8,52.0,124,91.3,84=,50.2,115.0,41487.0,37.6,12%,57:43:00,65.62650000000001,47.2,59.3,85.3,99.7,65.7,2024,104.0,Belgium,1.0,311.0,685.0,190.0,55.0,68.0,136.0,101.0,81.3,50.6402809,4.6667145,Ghent,Europe,Public,Very High,7.0,"5,537",Ghent,Europe,Public,Very High,7.0,"5,537",Ghent,Europe,Public,Very High,7.0,"5,537",3,45.0,68.01683333333334,53.9,107.33333333333333,122.33333333333333,,81.43333333333334,57.0,43.0,"Accounting & Finance,Education,Economics & Econometrics,General Engineering,Psychology,Archaeology,Computer Science,Sport Science,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy,History, Philosophy & Theology,Other Health,Biological Sciences,Geography,Civil Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Law,Mathematics & Statistics,Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Veterinary Science,Electrical & Electronic Engineering,Communication & Media Studies,Chemistry,Sociology",52.8,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0104,162,185=,University of Wollongong,AU,Australia,L,FC,VH,3,A,29.7,290,25.1,382,16.3,701+,93.8,60,95.6,146,56.0,265,72.7,186,17.1,492,92.3,75=,50.1,216.0,16328.0,26.1,22%,55:45:00,57.98649999999999,36.8,39.3,84.0,91.4,91.7,2024,397.0,Australia,14.0,667.0,562.0,304.0,410.0,381.0,403.0,363.0,75.0,-24.7761086,134.755,Wollongong,Oceania,Public,Very High,13.0,"1,410",Wollongong,Oceania,Public,Very High,13.0,"1,410",Wollongong,Oceania,Public,Very High,13.0,"1,410",21,54.0,57.36819047619048,33.990476190476194,250.14285714285714,519.8125,,71.56666666666666,55.0,45.0,"Agriculture & Forestry,Languages, Literature & Linguistics,Medicine & Dentistry,Civil Engineering,Mathematics & Statistics,History, Philosophy & Theology,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Archaeology,Biological Sciences,Architecture,Other Health,Geography,Law,Geology, Environmental, Earth & Marine Sciences,General Engineering,Economics & Econometrics,Sport Science,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,Communication & Media Studies,Education,Business & Management",43.5,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0105,=164,157,Hanyang University,KR,South Korea,L,FC,VH,4,B,49.0,167,81.3,70,83.5,117,23.3,510,16.9,632,54.3,269,15.6,587,24.8,336,77.7,163=,49.7,315.0,19344.0,13.2,21%,,52.67249999999999,45.4,40.4,62.0,99.4,66.5,2024,336.0,South Korea,7.0,667.0,241.0,304.0,194.0,276.0,479.0,460.0,75.8,36.638392,127.6961188,Seoul,Asia,Private,Very High,7.0,"3,164",Seoul,Asia,Private,Very High,7.0,"3,164",Seoul,Asia,Private,Very High,7.0,"3,164",18,62.0,43.17502777777778,24.983333333333334,667.5,605.0,,67.26666666666667,,,"Sociology,Biological Sciences,Sport Science,Mathematics & Statistics,History, Philosophy & Theology,Chemical Engineering,Psychology,Education,Business & Management,Accounting & Finance,Archaeology,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Computer Science,Architecture,Medicine & Dentistry,Chemistry,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,Economics & Econometrics,Physics & Astronomy,Civil Engineering",26.9,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0106,=164,135,Kyushu University,JP,Japan,L,FC,VH,5,A,57.4,132,70.0,104,85.7,103,23.9,503,14.7,671,25.6,467,32.8,436,15.4,547,77.7,163=,49.7,304.0,18220.0,7.7,13%,28 : 72,52.956,55.0,47.5,51.2,98.4,48.8,2024,226.0,Japan,9.0,508.0,106.0,304.0,124.0,176.0,238.0,363.0,77.8,36.5748441,139.2394179,Fukuoka City,Asia,Public,Very High,7.0,"2,761",Fukuoka City,Asia,Public,Very High,7.0,"2,761",Fukuoka City,Asia,Public,Very High,7.0,"2,761",37,29.0,35.23782432432433,24.98108108108108,1011.972972972973,567.8518518518518,,65.7,28.0,72.0,"Languages, Literature & Linguistics,General Engineering,Economics & Econometrics,Law,Sociology,Architecture,Medicine & Dentistry,Veterinary Science,Communication & Media Studies,Chemical Engineering,Psychology,Other Health,Sport Science,Geography,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Archaeology,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Accounting & Finance,Civil Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",23.2,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0107,167,162,University of York,UK,United Kingdom,L,FC,VH,4,A,43.5,194,35.3,275,45.0,351,40.3,342,88.3,192,78.2,171,79.2,150,19.8,421,97.8,26=,49.4,147.0,19505.0,16.1,31%,56:44:00,62.3985,42.4,44.8,90.8,66.9,93.1,2024,279.0,United Kingdom,27.0,667.0,1001.0,304.0,362.0,284.0,208.0,174.0,76.8,54.7023545,-3.2765753,York,Europe,Public,Very High,9.0,"2,209",York,Europe,Public,Very High,9.0,"2,209",York,Europe,Public,Very High,9.0,"2,209",69,1.0,50.81734057971014,25.96666666666667,455.4347826086956,388.05,48.5,67.5,56.0,44.0,"General Engineering,Biological Sciences,Physics & Astronomy,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Psychology,History, Philosophy & Theology,Other Health,Business & Management,Chemistry,Archaeology,Mathematics & Statistics,Computer Science,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Education,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sociology,Economics & Econometrics,Geography",81.9,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0108,168,188,University of Florida,US,United States,XL,FC,VH,5,A,48.0,171,58.7,137,71.3,180,26.6,467,18.8,604,10.8,699,97.7,24,39.0,184,95.7,48,49.1,132.0,48114.0,16.7,9%,56:44:00,63.679,55.5,56.7,78.3,88.9,50.9,2024,62.0,USA,38.0,472.0,485.0,113.0,40.0,44.0,90.0,43.0,83.6,39.7837304,-100.445882,Gainesville,North America,Public,Very High,7.0,"6,222",Gainesville,North America,Public,Very High,7.0,"6,222",Gainesville,North America,Public,Very High,7.0,"6,222",98,2.0,56.84324489795918,31.06530612244898,362.265306122449,265.6666666666667,23.5,74.63333333333334,56.0,44.0,"Veterinary Science,Languages, Literature & Linguistics,Law,Geography,Psychology,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Sociology,Accounting & Finance,Medicine & Dentistry,Other Health,Economics & Econometrics,Sport Science,Chemical Engineering,Mathematics & Statistics,Business & Management,Chemistry,Physics & Astronomy,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Communication & Media Studies,Architecture,Computer Science,General Engineering",50.9,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0109,=169,164=,"University of Maryland, College Park",US,United States,XL,FC,VH,5,A,49.2,165,26.1,369,35.1,451,68.4,154,31.6,477,14.0,639,85.5,113,41.6,176,81.7,137=,48.9,114.0,33988.0,17.0,9%,49:51:00,65.715,49.4,58.1,92.8,70.2,48.6,2024,47.0,USA,31.0,103.0,480.0,55.0,92.0,72.0,45.0,42.0,84.7,39.7837304,-100.445882,College Park,North America,Public,Very High,10.0,"3,798",College Park,North America,Public,Very High,10.0,"3,798",College Park,North America,Public,Very High,10.0,"3,798",98,2.0,56.84324489795918,31.06530612244898,362.265306122449,265.6666666666667,23.5,73.7,49.0,51.0,"Chemical Engineering,Business & Management,Architecture,History, Philosophy & Theology,Chemistry,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Politics & International Studies (incl Development Studies),Education,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,Veterinary Science,General Engineering,Economics & Econometrics,Sport Science,Geography,Biological Sciences,Mathematics & Statistics,Computer Science",79.2,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0110,=169,229,University of Reading,UK,United Kingdom,L,CO,VH,5,A,33.2,263,39.3,241,16.1,701+,67.4,161,88.4,189,81.0,158,77.8,158,32.3,237,72.5,189=,48.9,214.0,15945.0,16.6,31%,55:45:00,58.061,37.5,40.6,84.1,70.8,95.5,2024,407.0,United Kingdom,34.0,466.0,104.0,304.0,496.0,394.0,422.0,460.0,74.8,54.7023545,-3.2765753,Reading,Europe,Public,Very High,12.0,"1,325",Reading,Europe,Public,Very High,12.0,"1,325",Reading,Europe,Public,Very High,12.0,"1,325",69,1.0,50.81734057971014,25.96666666666667,455.4347826086956,388.05,48.5,65.16666666666667,55.0,45.0,"Accounting & Finance,Law,Communication & Media Studies,Business & Management,Agriculture & Forestry,Geography,History, Philosophy & Theology,Other Health,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Physics & Astronomy,Sociology,Art, Performing Arts & Design,Education,Chemistry,General Engineering,Psychology,Archaeology,Chemical Engineering,Veterinary Science,Computer Science,Mathematics & Statistics",55.4,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0111,=171,226=,Complutense University of Madrid,ES,Spain,XL,FC,VH,4,A,68.2,96,69.3,105,25.8,573,7.0,701+,9.0,701+,25.6,469,83.4,127,57.9,106,96.3,41,48.8,548.0,59814.0,11.8,10%,62:38:00,43.64099999999999,40.3,29.4,58.8,52.1,46.7,2024,264.0,Spain,3.0,193.0,131.0,300.0,178.0,214.0,321.0,363.0,77.0,39.3260685,-4.8379791,Madrid,Europe,Public,Very High,13.0,"4,778",Madrid,Europe,Public,Very High,13.0,"4,778",Madrid,Europe,Public,Very High,13.0,"4,778",9,313.0,39.44405555555555,25.51111111111111,727.0,558.7142857142857,,46.76666666666666,62.0,38.0,,,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0112,=171,181=,University College Dublin,IE,Ireland,L,FC,VH,5,A,49.8,162,41.3,226,20.7,652,38.9,354,98.8,101,60.8,245,50.5,309,69.0,75,70.1,204=,48.8,231.0,23405.0,20.7,25%,,56.907,34.3,41.3,84.0,75.1,88.1,2024,225.0,Ireland,1.0,492.0,310.0,127.0,315.0,291.0,276.0,200.0,77.8,52.865196,-7.9794599,Dublin,Europe,Public,Very High,12.0,"1,836",Dublin,Europe,Public,Very High,12.0,"1,836",Dublin,Europe,Public,Very High,12.0,"1,836",7,231.0,47.20792857142857,23.4,484.2857142857143,544.0,,66.8,,,"Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Biological Sciences,General Engineering,Chemistry,Architecture,Education,Mathematics & Statistics,Geography,Business & Management,Law,Psychology,Archaeology,Computer Science,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,Veterinary Science,Sociology,Other Health,Sport Science",86.3,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0113,=173,208=,Qatar University,QA,Qatar,M,FC,VH,3,A,27.1,320,43.9,206,64.8,213,38.8,356,100.0,20,96.8,74,59.8,244,95.8,24,35.5,397=,48.7,282.0,10081.0,8.4,36%,77:23:00,54.249500000000005,31.3,35.6,83.4,61.8,96.0,2024,-1.0,,-1.0,,,,,,,,,,,Doha,Asia,Public,Very High,8.0,"1,163",Doha,Asia,Public,Very High,8.0,"1,163",Doha,Asia,Public,Very High,8.0,"1,163",1,282.0,54.249500000000005,27.1,282.0,,,60.26666666666667,77.0,23.0,,,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0114,=173,237=,University of Cape Town,ZA,South Africa,L,FC,VH,5,A,44.4,190,51.0,164,12.6,701+,45.7,295,59.9,317,21.2,527,95.4,49,88.9,38,75.1,175=,48.7,167.0,21961.0,13.6,13%,54:46:00,60.882000000000005,38.7,47.0,88.3,78.2,82.9,2024,223.0,South Africa,1.0,216.0,294.0,187.0,293.0,299.0,190.0,254.0,77.9,-28.8166236,24.991639,Cape Town,Africa,Public,Very High,14.0,"1,503",Cape Town,Africa,Public,Very High,14.0,"1,503",Cape Town,Africa,Public,Very High,14.0,"1,503",8,167.0,43.0708125,17.4875,629.0,559.4,,71.16666666666667,54.0,46.0,"Other Health,Communication & Media Studies,Art, Performing Arts & Design,Biological Sciences,Archaeology,Mechanical & Aerospace Engineering,Business & Management,General Engineering,Physics & Astronomy,History, Philosophy & Theology,Education,Sport Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Computer Science,Chemistry,Geography,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Architecture,Law,Medicine & Dentistry,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",82.8,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0115,=176,112=,Nagoya University,JP,Japan,L,FC,VH,4,A,61.5,114,65.1,123,87.5,96,33.0,412,15.4,661,19.1,558,17.6,565,16.6,509,24.1,502=,48.5,250.0,15224.0,13.0,12%,30 : 70,55.87899999999999,55.3,55.7,54.3,99.5,41.9,2024,113.0,Japan,4.0,69.0,366.0,67.0,132.0,165.0,169.0,222.0,81.0,36.5748441,139.2394179,Nagoya,Asia,Public,Very High,6.0,"2,512",Nagoya,Asia,Public,Very High,6.0,"2,512",Nagoya,Asia,Public,Very High,6.0,"2,512",37,29.0,35.23782432432433,24.98108108108108,1011.972972972973,567.8518518518518,,69.83333333333333,30.0,70.0,"Other Health,Mathematics & Statistics,Archaeology,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Biological Sciences,Languages, Literature & Linguistics,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Sociology,Education,Physics & Astronomy,Psychology,Business & Management,Accounting & Finance,Civil Engineering,Chemistry,Architecture,Medicine & Dentistry,Law,Geography,Agriculture & Forestry,Communication & Media Studies,Chemical Engineering",43.8,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0116,=176,190=,University of Liverpool,UK,United Kingdom,L,FC,VH,5,A,44.4,191,35.0,277,39.7,401,37.9,371,87.8,194,79.0,168,97.2,29,25.6,324,72,193,48.5,169.0,25955.0,14.2,32%,54:46:00,60.83200000000001,38.4,40.2,93.4,64.9,96.4,2024,179.0,United Kingdom,17.0,382.0,436.0,294.0,189.0,155.0,135.0,139.0,78.9,54.7023545,-3.2765753,Liverpool,Europe,Public,Very High,10.0,"2,771",Liverpool,Europe,Public,Very High,10.0,"2,771",Liverpool,Europe,Public,Very High,10.0,"2,771",69,1.0,50.81734057971014,25.96666666666667,455.4347826086956,388.05,48.5,66.16666666666667,54.0,46.0,"Archaeology,Architecture,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Business & Management,Computer Science,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Medicine & Dentistry,Psychology,Veterinary Science,Law,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy,Geography,Politics & International Studies (incl Development Studies),Sociology",59.6,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0117,182,242,University of Calgary,CA,Canada,XL,FC,VH,4,A,37.7,229,61.2,129,19.9,668,41.5,330,82.8,222,62.0,241,62.3,232,38.6,188,91.5,82,47.9,227.0,34012.0,18.8,24%,54:46:00,57.2255,36.5,41.4,81.7,88.8,85.2,2024,196.0,Canada,7.0,667.0,213.0,304.0,141.0,142.0,153.0,240.0,78.5,61.0666922,-107.991707,Calgary,North America,Public,Very High,12.0,"2,668",Calgary,North America,Public,Very High,12.0,"2,668",Calgary,North America,Public,Very High,12.0,"2,668",23,21.0,55.883456521739134,32.3,315.2173913043478,294.85714285714283,,70.63333333333333,54.0,46.0,"Geography,Psychology,Mechanical & Aerospace Engineering,Veterinary Science,History, Philosophy & Theology,Other Health,Sport Science,Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Chemical Engineering,Chemistry,Education,Law,Archaeology,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Architecture,Medicine & Dentistry,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Biological Sciences",39.7,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0118,183,193,Curtin University,AU,Australia,L,CO,VH,3,A,32.4,271,31.8,309,14.3,701+,86.2,88,100.0,43,26.4,459,84.9,119,25.7,320,50.6,305=,47.8,246.0,29283.0,20.8,29%,53:47:00,55.9985,30.2,36.5,87.5,78.8,94.7,2024,400.0,Australia,16.0,667.0,1001.0,304.0,324.0,338.0,300.0,898.0,74.9,-24.7761086,134.755,Perth,Oceania,Public,Very High,14.0,"1,698",Perth,Oceania,Public,Very High,14.0,"1,698",Perth,Oceania,Public,Very High,14.0,"1,698",21,54.0,57.36819047619048,33.990476190476194,250.14285714285714,519.8125,,67.60000000000001,53.0,47.0,"History, Philosophy & Theology,Civil Engineering,Mathematics & Statistics,Business & Management,Law,Electrical & Electronic Engineering,General Engineering,Physics & Astronomy,Economics & Econometrics,Politics & International Studies (incl Development Studies),Psychology,Education,Chemical Engineering,Languages, Literature & Linguistics,Computer Science,Sport Science,Archaeology,Mechanical & Aerospace Engineering,Accounting & Finance,Agriculture & Forestry,Communication & Media Studies,Art, Performing Arts & Design,Other Health,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Medicine & Dentistry,Geography,Chemistry,Sociology,Architecture",28.7,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0119,=184,111,École Normale Supérieure de Lyon,FR,France,S,CO,VH,5,A,30.5,285,14.4,570,95.7,59,98.4,27,70.8,272,14.6,628,34.3,425,10.0,701+,5.9,701+,47.6,262.0,2024.0,7.9,11%,43:57:00,55.2395,58.5,46.8,53.9,78.5,68.0,2024,-1.0,,-1.0,,,,,,,,,,,Lyon,Europe,Public,Very High,5.0,387,Lyon,Europe,Public,Very High,5.0,387,Lyon,Europe,Public,Very High,5.0,387,9,58.0,54.703833333333336,38.41111111111111,373.0,207.0,,59.73333333333333,43.0,57.0,"History, Philosophy & Theology,Mathematics & Statistics,Sociology,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Education,Geography,Computer Science,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences",88.8,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
U0120,187,185=,University of Gothenburg,SE,Sweden,L,FC,VH,4,A,36.2,239,16.9,511,56.3,261,39.4,349,90.6,179,80.8,160,86.4,104,46.3,151,97.6,30=,47.3,220.0,21698.0,11.9,13%,,57.6195,34.0,43.4,90.2,75.4,65.7,2024,166.0,Sweden,6.0,501.0,427.0,141.0,208.0,189.0,175.0,187.0,79.2,44.133435,-70.822678,Gothenburg,Europe,Public,Very High,8.0,"2,680",Gothenburg,Europe,Public,Very High,8.0,"2,680",Gothenburg,Europe,Public,Very High,8.0,"2,680",6,106.0,60.135250000000006,44.65,183.66666666666666,245.0,,69.66666666666667,,,"Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Business & Management,Physics & Astronomy,Education,Sociology,Languages, Literature & Linguistics,Sport Science,Geography,Chemistry,Accounting & Finance,Archaeology,Law,Communication & Media Studies,History, Philosophy & Theology,Other Health,Psychology,Medicine & Dentistry,Mathematics & Statistics,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies)",55.7,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
