university_id,year,university_name,country,region,city,world_rank,citations_score,publications_count,citations_count,citations_per_faculty,h_index,research_output_score,research_productivity_index,subject_field
1935,2018,Tel Aviv University,Israel,Asia,Tel Aviv,205.0,33.91183961,4092,27961,26.680011,154,47.7,3.9,Life Sciences & Medicine
3065,2020,University of Victoria,Canada,North America,Victoria,364.0,28.65570364,3281,7899,9.131521368,86,33.7,3.79,Life Sciences & Medicine
1106,2018,Ludwig-Maximilians-Universität München,Germany,Europe,Munich,66.0,80.96529001,12708,314132,80.2585569,545,80.2,3.25,Social Sciences & Management
545,2021,Federal University of Pernambuco,Brazil,Latin America,Brazil,1308.0,22.57794811,9683,102766,24.9250066,316,17.7,2.35,Life Sciences & Medicine
1824,2024,St Marianna University School of Medicine,Japan,Asia,Japan,1247.0,24.27115179,159,785,15.70866181,28,24.0,3.18,Engineering & Technology
930,2026,Kalasalingam Academy of Research and Education,India,Asia,India,1114.0,20.63705891,1867,8157,16.44626225,88,28.3,3.76,Arts & Humanities
2500,2016,University of Belgrade,Serbia,Europe,Belgrade,737.0,19.70333663,7963,148781,12.6331456,349,20.0,0.68,Social Sciences & Management
194,2025,Bartin University,Turkey,Asia,Turkey,1022.0,30.76709196,2817,10298,13.8974865,107,33.8,3.8,Arts & Humanities
1597,2023,RUDN University,Russia,Europe,Moscow,296.0,1.8,6600,1731,1.455824018,40,10.8,5.55,Life Sciences & Medicine
529,2023,Far Eastern Federal University,Russia,Europe,Vladivostok,434.0,1.9,3359,1887,1.731206074,47,5.2,3.08,Social Sciences & Management
705,2025,Hong Kong Baptist University,Hong Kong Sar,Asia,Hong Kong,252.0,61.4,842,14076,39.20969236,131,39.8,2.35,Social Sciences & Management
1635,2024,Russian Presidential Academy of National Economy and Public Administration,Russia,Europe,Moscow,1100.5,1.1,2046,1376,1.074724897,37,3.2,1.6,Natural Sciences
865,2026,Izmir Yüksek Teknoloji Enstitüsü,Türkiye,Asia,Türkiye,1300.5,18.6,2181,10417,20.54606187,93,14.8,4.3,Life Sciences & Medicine
1703,2018,Savitribai Phule Pune University,India,Asia,Pune,900.5,27.89998037,444,11698,17.05176921,104,26.4,0.65,Social Sciences & Management
2505,2024,University of Bialystok,Poland,Europe,Bialystok,1300.5,2.5,3713,2076,2.316787896,53,4.2,4.14,Arts & Humanities
2725,2017,University of Kwazulu-Natal,South Africa,Africa,Pinetown,675.5,27.3578734,136,1003,20.06430922,28,31.7,2.72,Life Sciences & Medicine
2614,2022,University of Electronic Science and Technology of China,China (Mainland),Asia,Chengdu,595.5,44.30667186,163,1792,35.8333284,44,39.1,3.26,Arts & Humanities
2307,2023,Universidade Eduardo Mondlane,Mozambique,Other,Mozambique,654.0,40.76132182,8177,89545,36.6085873,349,49.8,3.34,Social Sciences & Management
2954,2026,University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,Other,Algeria,1884.0,15.82613536,3401,14886,10.45377994,130,17.6,2.39,Arts & Humanities
2050,2022,Toyo University,Japan,Asia,Japan,1620.0,11.6814799,3660,14272,8.268981466,105,12.3,2.12,Arts & Humanities
676,2025,Hanoi University of Science and Technology,Vietnam,Asia,Hanoi,1300.5,4.7,13314,13824,4.089956983,100,6.0,3.94,Natural Sciences
1023,2025,Kore University of Enna,Italy,Europe,Italy,1036.0,36.71644758,1517,11308,25.64146414,103,30.4,3.44,Engineering & Technology
787,2023,Indiana University,United States,North America,United States,172.0,59.15770287,11662,197887,41.54671294,473,64.2,2.45,Natural Sciences
2689,2016,University of Illinois at Urbana-Champaign,United States,North America,Champaign,36.0,74.30468868,19481,217215,69.02292114,545,83.6,6.19,Natural Sciences
262,2025,Boğaziçi University,Turkey,Asia,Turkey,613.0,34.00823428,3992,13550,19.35742581,95,34.1,5.7,Arts & Humanities
341,2021,Charité - Universitätsmedizin Berlin,Germany,Europe,Germany,75.0,78.35033959,1548,40727,61.80051097,189,78.4,2.35,Arts & Humanities
1906,2020,Technical University of Košice,Slovakia,Europe,Slovakia,1244.0,16.94382784,1063,11257,16.24417643,105,16.2,1.53,Engineering & Technology
1507,2022,Pirogov Russian National Research Medical University,Russian Federation,Europe,Russian Federation,1435.0,18.55639823,2040,6960,7.855446878,91,17.4,2.3,Natural Sciences
2026,2026,Tokyo Denki University,Japan,Asia,Japan,2119.0,14.63958223,1118,8779,13.46447834,96,16.2,1.71,Natural Sciences
979,2023,Khalifa University of Science and Technology,United Arab Emirates,Asia,Abu Dhabi,181.0,51.9,1845,37872,57.38154383,181,34.2,2.8,Natural Sciences
3020,2023,University of Texas El Paso,United States,North America,El Paso,1393.0,17.2,379,11822,12.87804483,91,10.9,0.41,Natural Sciences
368,2025,Chonnam National University,South Korea,Asia,Gwangju,875.5,12.4,2750,17101,12.97493726,149,10.9,2.09,Engineering & Technology
2940,2020,University of San Diego,United States,North America,San Diego,900.5,38.88799271,3546,31982,49.43174745,189,41.2,5.48,Engineering & Technology
2608,2023,University of East London,United Kingdom,Europe,London,962.0,8.0,2288,4297,6.191578784,60,5.8,3.3,Social Sciences & Management
2197,2024,Universidad Nacional del Centro de la Provincia de Buenos Aires,Argentina,Latin America,Tandil,1100.5,1.4,7924,3618,1.603548725,72,3.4,3.51,Life Sciences & Medicine
579,2024,Friedrich Schiller University Jena,Germany,Europe,Germany,217.0,49.32040458,5087,50384,47.22063613,236,59.9,4.77,Life Sciences & Medicine
1229,2017,Murdoch University,Australia,Oceania,Murdoch,525.5,43.46869,2151,21193,34.57275745,153,35.8,3.51,Engineering & Technology
526,2021,European University of Madrid,Spain,Europe,Spain,665.0,45.43470687,4185,20521,29.69825958,140,41.3,6.06,Social Sciences & Management
182,2020,Baku State University,Azerbaijan,Asia,Baku,900.5,40.04197589,4813,82509,39.17784536,245,35.9,2.29,Arts & Humanities
398,2018,Colorado State University,United States,North America,Fort Collins,485.5,53.87726037,240,2459,49.18881448,52,54.4,4.8,Life Sciences & Medicine
1618,2020,Riga Technical University,Latvia,Europe,Riga,725.5,19.29436684,2195,16670,18.70900754,126,21.4,2.46,Life Sciences & Medicine
1812,2022,Southwest Jiaotong University,China,Asia,China,1181.0,24.90182007,14728,113327,27.11812303,394,23.0,3.52,Arts & Humanities
1416,2017,Oakland University,United States,North America,United States,797.0,20.49965251,2946,8625,9.146079401,99,22.7,3.12,Social Sciences & Management
905,2025,Johannes Kepler University of Linz,Austria,Europe,Austria,418.0,54.23535201,1894,21780,26.82263142,176,46.7,2.33,Social Sciences & Management
1616,2019,Riga Stradins University,Latvia,Europe,Riga,900.5,22.50869612,1426,12890,22.30188734,109,25.8,2.47,Social Sciences & Management
1308,2019,"National Technical University ""Kharkiv Polytechnic Institute""",Ukraine,Europe,Kharkiv,725.5,51.5754759,7651,48688,34.07158647,241,55.2,5.35,Engineering & Technology
906,2023,Johns Hopkins University,United States,North America,Baltimore,24.0,87.3,5391,79937,69.44992216,242,87.6,4.68,Natural Sciences
409,2018,Copenhagen Business School,Denmark,Europe,Frederiksberg,1001.0,98.20123215,5993,55774,52.96706517,231,99.0,5.69,Social Sciences & Management
1957,2020,The Hebrew University of Jerusalem,Israel,Asia,Jerusalem,162.0,47.65902541,6228,72502,31.59121894,337,40.3,2.71,Arts & Humanities
2287,2017,Universidad de los Andes,Colombia,Latin America,Bogotá,272.0,38.44037521,4036,48406,39.57966022,173,39.3,3.3,Engineering & Technology
1741,2026,Shantou University,China,Asia,China,1065.0,38.54898523,2042,53932,36.99065138,267,38.0,1.4,Arts & Humanities
2947,2023,University of Sarajevo,Bosnia And Herzegovina,Europe,Sarajevo,1389.0,2.1,10881,6330,1.772198135,86,3.4,3.05,Natural Sciences
2676,2016,University of Houston,United States,North America,Houston,360.0,34.26781962,1545,68645,30.56313843,288,40.1,0.69,Arts & Humanities
2481,2026,University of Arkansas,United States,North America,United States,623.0,28.59964489,8323,67385,26.06777635,263,36.7,3.22,Life Sciences & Medicine
1536,2023,Pontificia Universidad Católica de Chile,Chile,Latin America,Santiago,121.0,12.5,7480,27513,11.55522026,181,52.2,3.14,Natural Sciences
1244,2024,Najran University,Saudi Arabia,Asia,Saudi Arabia,1029.0,31.92129888,2287,31777,25.60580311,190,31.5,1.84,Engineering & Technology
2263,2025,Universidad de Panama,Panama,Americas,Panama,1300.5,1.1,15683,4913,1.0,76,3.8,3.19,Life Sciences & Medicine
2959,2024,University of Shanghai for Science and Technology,China,Asia,China,1343.0,28.22843447,4542,74643,30.66667305,290,27.2,1.87,Social Sciences & Management
2881,2022,University of Oxford,United Kingdom,Europe,Oxford,2.0,100.0,37317,498083,74.25204237,579,96.3,5.56,Arts & Humanities
213,2026,Belarusian National Technical University,Belarus,Europe,Minsk,875.5,1.0,17677,2657,1.0,55,8.8,6.65,Arts & Humanities
1435,2022,Omsk State Technical University,Russian Federation,Europe,Russian Federation,1572.0,14.32389867,1890,13166,12.6959035,99,14.4,1.82,Social Sciences & Management
342,2024,Charles Darwin University,Australia,Oceania,Casuarina,605.5,41.3,1382,10041,26.08078219,104,23.5,3.59,Life Sciences & Medicine
2829,2020,University of Nairobi,Kenya,Africa,Nairobi,1001.0,24.02310694,6333,57149,22.93309906,254,26.5,2.54,Engineering & Technology
1450,2018,Osaka University,Japan,Asia,Osaka City,63.0,73.42468317,19867,217362,69.51122859,536,62.3,6.35,Life Sciences & Medicine
1310,2017,National Technical University of Athens,Greece,Europe,Athens,395.0,31.68556696,1345,16508,23.95927277,147,30.9,1.95,Engineering & Technology
3315,2021,Washington University in St. Louis,United States,North America,St. Louis,105.0,49.21671704,20129,158832,49.74370759,343,62.4,6.3,Life Sciences & Medicine
2459,2018,University of Abou Bekr Belkaïd Tlemcen,Algeria,Other,Algeria,987.0,14.78395861,6775,25128,9.951767414,134,16.2,2.68,Life Sciences & Medicine
848,2026,Istanbul Bilgi University,Turkey,Asia,Turkey,1696.0,22.96783266,4476,32054,25.66340333,163,24.3,3.58,Engineering & Technology
1548,2023,Pontifícia Universidade Católica do Paraná,Brazil,Latin America,Curitiba,1265.0,4.7,1203,4808,6.293515644,56,4.4,1.57,Life Sciences & Medicine
2488,2025,University of Bahrain,Bahrain,Asia,Zallaq,975.5,2.2,3723,3442,1.850501972,53,5.9,2.0,Social Sciences & Management
1343,2022,National University of the South,Argentina,Latin America,Argentina,1623.0,11.53604499,4035,20488,9.746940709,153,10.2,1.92,Engineering & Technology
3066,2025,University of Vienna,Austria,Europe,Vienna,137.0,13.0,4556,15666,9.628501594,117,42.0,2.8,Arts & Humanities
2144,2026,Universidad Católica del Norte,Chile,Americas,Antofagasta,1300.5,9.3,2279,6522,6.627939591,75,7.5,2.32,Arts & Humanities
903,2024,Johannes Gutenberg Universität Mainz,Germany,Europe,Mainz,464.0,14.8,13552,37809,10.96857585,211,18.7,3.93,Arts & Humanities
780,2024,Indian Institute of Technology Mandi,India,Asia,India,1021.0,25.10671331,143,2846,20.62521797,51,27.3,1.04,Engineering & Technology
2519,2023,University of Brighton,United Kingdom,Europe,United Kingdom,956.0,12.3,4860,12587,7.296938694,98,10.3,2.82,Engineering & Technology
645,2020,Grigore T. Popa University of Medicine and Pharmacy,Romania,Europe,Romania,1259.0,18.03577444,1851,11944,16.2730117,118,16.7,2.52,Social Sciences & Management
80,2024,Alma Mater Studiorum - University of Bologna,Italy,Europe,Bologna,154.0,49.5,16598,211891,44.8920991,455,64.6,3.52,Engineering & Technology
327,2024,Centrale Nantes,France,Europe,France,464.0,60.33566385,591,6508,48.92979138,68,57.1,4.44,Engineering & Technology
