year,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
2020,42,McGill University,Canada,74.3,65.0,71.9,84.7,42.8,90.4,
2020,43,Technical University of Munich,Germany,74.1,64.6,70.4,85.5,100.0,72.9,
2020,44,Universität Heidelberg,Germany,73.5,67.1,60.3,96.2,54.6,67.5,
2020,45,KU Leuven,Belgium,73.2,58.7,73.9,85.3,99.3,71.8,=
2020,45,Paris Sciences et Lettres – PSL Research University Paris,France,73.2,71.6,71.4,77.0,52.2,78.7,=
2020,47,The Hong Kong University of Science and Technology,Hong Kong,73.1,57.4,66.1,89.8,71.9,97.7,
2020,48,University of Illinois at Urbana-Champaign,United States,72.9,63.2,78.0,84.4,47.9,54.3,=
2020,48,"Nanyang Technological University, Singapore",Singapore,72.9,57.6,70.4,84.9,76.5,95.1,=
2020,50,Australian National University,Australia,72.1,54.4,69.7,88.4,46.4,95.5,
2020,51,University of Wisconsin-Madison,United States,72.0,68.8,70.3,85.3,46.3,47.4,
2020,52,Washington University in St Louis,United States,71.5,64.2,57.5,98.8,40.7,57.1,
2020,53,Brown University,United States,70.0,64.0,56.1,94.9,36.5,61.4,
2020,54,University of North Carolina at Chapel Hill,United States,69.9,59.7,63.2,96.9,43.9,38.0,
2020,55,"University of California, Davis",United States,69.7,62.4,66.9,83.2,51.4,62.4,=
2020,55,University of Manchester,United Kingdom,69.7,56.9,63.8,85.2,44.7,91.0,=
2020,57,"University of California, Santa Barbara",United States,69.6,47.9,63.6,96.4,84.5,68.1,=
2020,57,The Chinese University of Hong Kong,Hong Kong,69.6,55.8,62.8,84.5,55.2,97.8,=
2020,59,Wageningen University & Research,Netherlands,69.4,49.3,57.1,96.1,100.0,81.9,
2020,60,The University of Sydney,Australia,69.3,51.0,61.5,90.7,67.7,89.2,
2020,61,Boston University,United States,68.5,57.3,55.6,95.7,41.4,64.4,
2020,62,University of Amsterdam,Netherlands,68.1,48.0,63.4,91.2,45.3,82.0,=
2020,62,University of Southern California,United States,68.1,54.7,59.3,93.1,39.7,66.2,=
2020,64,Seoul National University,South Korea,68.0,72.3,71.6,66.5,86.6,35.8,
2020,65,Kyoto University,Japan,67.7,73.7,78.1,59.9,66.2,33.7,
2020,66,The University of Queensland,Australia,67.4,49.3,58.7,86.8,80.9,92.5,
2020,67,Delft University of Technology,Netherlands,66.7,55.3,72.3,63.2,99.4,92.8,=
2020,67,Leiden University,Netherlands,66.7,48.3,65.0,83.1,72.7,79.4,=
2020,69,Erasmus University Rotterdam,Netherlands,66.3,39.4,57.3,97.1,63.6,87.3,
2020,70,Ohio State University (Main campus),United States,66.1,57.5,56.1,87.3,53.3,59.5,
2020,71,UNSW Sydney,Australia,65.9,50.2,58.2,82.9,57.9,93.7,
2020,72,McMaster University,Canada,65.4,44.5,50.1,94.8,94.0,82.7,
2020,73,University of Groningen,Netherlands,65.1,42.3,55.6,91.6,79.8,82.5,
2020,74,Humboldt University of Berlin,Germany,65.0,61.8,66.8,67.9,40.2,67.8,
2020,75,Monash University,Australia,64.7,47.3,56.6,83.8,67.2,89.9,=
2020,75,Utrecht University,Netherlands,64.7,44.1,61.2,88.4,65.3,65.5,=
2020,77,University of Warwick,United Kingdom,64.6,46.9,52.7,88.8,42.8,93.8,
2020,78,Penn State (Main campus),United States,64.2,55.2,67.1,75.7,52.1,47.4,
2020,79,University of Minnesota,United States,64.1,55.2,59.3,82.7,78.2,40.2,
2020,80,Charité - Universitätsmedizin Berlin,Germany,64.0,47.6,47.3,94.9,92.7,63.5,=
2020,80,Emory University,United States,64.0,56.0,40.4,98.8,45.4,57.9,=
2020,80,University of Science and Technology of China,China,64.0,64.6,59.5,74.7,79.6,31.3,=
2020,80,Sorbonne University,France,64.0,62.3,50.6,79.9,38.4,69.2,=
2020,84,Michigan State University,United States,63.9,56.6,57.4,80.0,37.8,63.3,
2020,85,Université de Montréal,Canada,63.4,48.2,49.7,86.4,70.0,84.1,
2020,86,University of Freiburg,Germany,63.3,49.1,51.6,83.1,100.0,75.7,
2020,87,University of Bristol,United Kingdom,63.2,41.8,48.4,95.5,40.9,86.6,
2020,88,Purdue University West Lafayette,United States,63.1,57.5,66.4,63.0,64.3,72.0,
2020,89,Sungkyunkwan University (SKKU),South Korea,63.0,57.6,61.2,70.3,97.3,51.1,
2020,90,University of Zurich,Switzerland,62.8,47.0,46.7,88.2,53.0,92.2,
2020,91,"University of Maryland, College Park",United States,62.7,46.9,59.1,89.6,39.2,41.2,=
2020,91,University of Tübingen,Germany,62.7,51.2,56.2,80.1,67.0,64.0,=
2020,93,École Polytechnique – Institut Polytechnique de Paris,France,62.5,59.6,49.1,70.2,69.6,95.2,
2020,94,University of Basel,Switzerland,62.4,43.0,41.2,91.4,99.4,96.1,=
2020,94,Dartmouth College,United States,62.4,58.4,39.9,96.4,41.0,39.6,=
2020,96,"University of California, Irvine",United States,62.3,43.3,46.5,94.9,58.9,71.9,=
2020,96,University of Helsinki,Finland,62.3,43.4,59.3,88.1,38.1,55.1,=
2020,96,Lund University,Sweden,62.3,40.7,54.3,86.3,81.0,77.7,=
2020,99,University of Glasgow,United Kingdom,62.2,41.1,47.9,91.8,40.0,92.3,=
2020,99,RWTH Aachen University,Germany,62.2,55.6,61.5,67.3,98.1,59.0,=
2020,101,University of Copenhagen,Denmark,62.1,48.1,44.1,89.6,48.1,85.4,
2020,102,Georgetown University,United States,61.9,57.3,37.9,93.9,62.5,47.2,=
2020,102,Uppsala University,Sweden,61.9,41.6,56.4,85.0,74.6,68.1,=
2020,104,University of Arizona,United States,61.8,52.6,53.7,85.3,52.7,40.2,
2020,105,University of Bonn,Germany,61.6,47.6,47.0,88.0,93.3,60.3,=
2020,105,Rice University,United States,61.6,49.1,39.7,93.7,45.4,77.0,=
2020,107,University of Virginia (Main campus),United States,61.5,54.4,43.5,91.3,41.6,48.9,=
2020,107,Zhejiang University,China,61.5,66.0,64.7,50.6,100.0,61.8,=
2020,109,Fudan University,China,61.4,61.9,58.6,68.1,58.6,44.8,
2020,110,Korea Advanced Institute of Science and Technology (KAIST),South Korea,61.3,62.6,66.4,58.1,99.9,35.5,=
2020,110,Queen Mary University of London,United Kingdom,61.3,35.3,43.1,98.0,44.1,96.7,=
2020,112,University of Birmingham,United Kingdom,60.9,39.6,45.6,92.1,39.3,89.2,
2020,113,University of Bern,Switzerland,60.4,44.5,41.2,86.6,85.0,87.3,=
2020,113,University of Pittsburgh-Pittsburgh campus,United States,60.4,47.4,45.5,95.1,40.7,39.3,=
2020,115,Aarhus University,Denmark,60.3,37.2,54.0,85.4,66.7,74.8,
2020,116,Vanderbilt University,United States,60.2,48.7,42.1,95.4,47.5,43.0,
2020,117,Free University of Berlin,Germany,60.1,57.2,63.3,58.4,42.4,71.6,=
2020,117,University of Sheffield,United Kingdom,60.1,45.2,46.4,83.0,45.8,87.3,=
2020,119,Case Western Reserve University,United States,60.0,48.4,39.9,95.3,42.1,52.2,
2020,120,University of Adelaide,Australia,59.9,34.3,41.6,95.3,64.8,91.7,=
2020,120,National Taiwan University (NTU),Taiwan,59.9,57.0,62.7,64.0,65.4,41.9,=
2020,122,University of Southampton,United Kingdom,59.8,40.2,44.3,88.0,40.1,94.2,
2020,123,Ghent University,Belgium,59.7,43.3,55.5,78.4,80.9,59.5,
2020,124,University of Colorado Boulder,United States,59.6,44.8,45.6,93.1,41.7,47.3,
2020,125,University of Göttingen,Germany,59.5,49.6,48.6,82.0,37.0,60.9,
2020,126,City University of Hong Kong,Hong Kong,59.3,41.0,48.9,77.6,62.4,99.6,
2020,127,Maastricht University,Netherlands,59.0,40.2,48.3,77.0,82.9,97.6,
2020,128,Radboud University Nijmegen,Netherlands,58.9,36.0,49.9,88.2,46.2,73.0,=
2020,128,University of York,United Kingdom,58.9,40.3,46.6,85.1,36.4,85.4,=
2020,130,Université Paris Cité,France,58.8,52.0,36.1,88.3,35.6,66.6,
2020,131,University of Oslo,Norway,58.7,39.6,43.8,90.0,40.7,75.5,=
2020,131,The University of Western Australia,Australia,58.7,32.5,43.9,91.0,57.0,94.3,=
2020,133,Durham University,United Kingdom,58.5,45.5,47.8,75.5,37.9,91.7,
2020,134,Indiana University,United States,58.4,50.8,49.7,76.7,49.8,53.5,=
2020,134,University of Vienna,Austria,58.4,48.1,55.3,64.6,37.1,94.2,=
2020,136,University of Alberta,Canada,58.2,47.9,48.8,70.3,60.5,87.5,=
2020,136,University of Cape Town,South Africa,58.2,33.2,42.8,90.3,85.3,81.8,=
2020,138,Vrije Universiteit Amsterdam,Netherlands,58.1,35.7,48.1,88.4,52.5,68.8,
2020,139,Lancaster University,United Kingdom,58.0,34.7,39.4,92.5,36.0,94.2,=
2020,139,Tufts University,United States,58.0,49.1,34.2,94.4,38.6,49.6,=
2020,141,University of Ottawa,Canada,57.9,41.3,42.0,86.2,46.5,77.7,=
2020,141,Ulm University,Germany,57.9,40.6,36.6,94.9,75.7,57.5,=
2020,143,Pompeu Fabra University,Spain,57.8,37.7,40.1,94.4,44.5,66.5,
2020,144,University of Geneva,Switzerland,57.6,38.1,43.7,80.4,63.3,98.4,=
2020,144,Nanjing University,China,57.6,50.7,48.0,71.8,84.9,57.8,=
2020,146,University of Exeter,United Kingdom,57.4,33.9,38.9,92.4,37.8,91.9,=
2020,146,Pohang University of Science and Technology (POSTECH),South Korea,57.4,51.7,50.9,72.2,99.6,32.9,=
2020,146,University of Sussex,United Kingdom,57.4,35.3,37.9,91.8,35.9,93.6,=
2020,149,University of Hamburg,Germany,57.3,44.4,49.8,74.0,98.5,58.1,=
2020,149,Sant’Anna School of Advanced Studies – Pisa,Italy,57.3,45.0,42.3,82.5,84.7,56.0,=
2020,149,Technical University of Berlin,Germany,57.3,50.4,53.9,62.3,92.7,66.2,=
2020,152,Université Catholique de Louvain,Belgium,57.2,38.8,51.5,75.7,53.7,80.5,=
2020,152,University of Nottingham,United Kingdom,57.2,42.7,42.6,80.3,39.4,87.5,=
2020,152,Scuola Normale Superiore di Pisa,Italy,57.2,57.2,38.1,79.2,35.9,52.8,=
2020,155,Arizona State University (Tempe),United States,57.1,39.3,50.7,81.6,38.5,61.8,=
2020,155,University of Leeds,United Kingdom,57.1,41.1,45.9,78.0,39.9,87.5,=
2020,157,Universitat Autònoma de Barcelona (UAB),Spain,56.9,40.9,36.1,92.9,44.8,64.3,=
2020,157,University of Cologne,Germany,56.9,43.6,42.9,81.5,70.6,62.9,=
2020,157,University of Mannheim,Germany,56.9,41.9,50.0,78.2,58.6,58.5,=
2020,157,University of Notre Dame,United States,56.9,52.9,46.2,73.5,38.1,55.3,=
2020,157,Shanghai Jiao Tong University,China,56.9,58.0,63.0,47.9,99.9,49.8,=
2020,157,TU Dresden,Germany,56.9,46.5,48.5,73.0,94.1,55.8,=
2020,163,University of Würzburg,Germany,56.8,38.7,42.4,87.5,65.6,61.5,
2020,164,Trinity College Dublin,Ireland,56.4,41.7,43.9,75.4,41.2,94.4,
2020,165,University of Liverpool,United Kingdom,56.3,35.2,37.5,88.8,38.8,92.2,
2020,166,Bielefeld University,Germany,56.1,36.1,42.7,91.1,59.4,48.6,=
2020,166,University of Leicester,United Kingdom,56.1,30.1,34.8,96.2,38.1,90.7,=
2020,168,University of Aberdeen,United Kingdom,56.0,30.4,33.3,95.2,45.8,95.7,=
2020,168,University of Bologna,Italy,56.0,51.5,34.8,83.8,45.1,50.7,=
2020,168,Rutgers University–New Brunswick,United States,56.0,47.8,48.5,73.9,41.1,51.5,=
2020,171,The Hong Kong Polytechnic University,Hong Kong,55.9,41.0,46.6,71.8,42.3,94.1,
2020,172,University of Alabama at Birmingham,United States,55.7,39.2,33.6,97.3,74.8,37.4,
2020,173,"Northeastern University, US",United States,55.6,38.0,27.9,97.5,38.0,75.0,=
2020,173,University of Rochester,United States,55.6,43.4,30.3,91.4,40.9,67.2,=
2020,175,University of Florida,United States,55.4,54.0,53.8,61.9,57.9,40.0,=
2020,175,Karlsruhe Institute of Technology,Germany,55.4,45.4,47.8,66.5,91.3,69.1,=
2020,175,Stockholm University,Sweden,55.4,30.0,46.4,85.0,36.6,81.3,=
2020,178,Texas A&M University,United States,55.3,49.3,54.8,62.8,45.3,54.3,
2020,179,University of Auckland,New Zealand,55.2,31.4,43.9,80.2,62.4,94.0,=
2020,179,"University of California, Santa Cruz",United States,55.2,33.1,34.9,97.7,39.1,60.6,=
2020,179,Korea University,South Korea,55.2,48.4,50.2,64.5,93.9,52.0,=
2020,179,Queensland University of Technology,Australia,55.2,31.9,40.3,86.4,62.4,81.4,=
2020,183,University of Erlangen-Nuremberg,Germany,54.9,41.1,45.8,75.2,89.6,52.9,
2020,184,Aalto University,Finland,54.8,41.8,39.4,76.7,48.3,82.3,=
2020,184,Technical University of Denmark,Denmark,54.8,39.4,40.2,73.8,71.6,92.8,=
2020,186,Eindhoven University of Technology,Netherlands,54.7,44.6,48.8,61.0,99.8,78.3,=
2020,186,University of Gothenburg,Sweden,54.7,27.5,41.5,93.5,40.1,65.7,=
2020,188,Télécom Paris – Institut Polytechnique de Paris,France,54.6,42.6,38.3,74.4,76.6,81.7,
2020,189,Lomonosov Moscow State University,Russian Federation,54.3,78.2,63.0,15.6,90.7,66.6,=
2020,189,University of Münster,Germany,54.3,41.0,42.5,81.3,47.5,48.7,=
2020,189,Tel Aviv University,Israel,54.3,41.3,51.3,71.2,41.8,54.7,=
2020,192,University of East Anglia,United Kingdom,54.2,28.3,30.1,97.2,35.7,87.7,
2020,193,University of Canberra,Australia,54.1,25.2,31.1,99.2,38.6,86.9,
2020,194,University of Duisburg-Essen,Germany,54.0,34.4,32.8,91.8,71.6,60.0,=
2020,194,University of Technology Sydney,Australia,54.0,33.5,42.9,75.3,50.3,96.1,=
2020,194,University of the Witwatersrand,South Africa,54.0,31.2,43.2,78.8,100.0,73.7,=
2020,197,Yonsei University (Seoul campus),South Korea,53.9,51.2,52.6,53.0,98.9,58.4,
2020,198,University of Antwerp,Belgium,53.8,35.6,44.5,75.8,72.2,69.6,=
2020,198,Cardiff University,United Kingdom,53.8,32.5,35.5,87.1,37.8,85.1,=
2020,198,George Washington University,United States,53.8,48.6,32.4,81.5,35.0,55.5,=
2020,198,University of Lausanne,Switzerland,53.8,33.1,44.2,73.3,67.8,92.7,=
2020,198,University of St Andrews,United Kingdom,53.8,42.2,41.8,67.8,37.6,96.6,=
2020,201–250,Aalborg University,Denmark,50.1–53.7,28.5,39.1,87.1,48.0,75.1,
2020,201–250,University of Barcelona,Spain,50.1–53.7,37.3,32.5,87.6,41.2,54.7,
2020,201–250,University of Bergen,Norway,50.1–53.7,29.5,29.4,94.1,37.1,78.3,
2020,201–250,Brandeis University,United States,50.1–53.7,28.5,22.9,100.0,35.6,53.4,
2020,201–250,University of Calgary,Canada,50.1–53.7,33.9,34.2,84.7,48.1,77.2,
2020,201–250,Copenhagen Business School,Denmark,50.1–53.7,25.3,32.4,83.7,43.6,92.2,
2020,201–250,University of Dundee,United Kingdom,50.1–53.7,24.8,31.2,90.5,46.5,80.4,
2020,201–250,École Normale Supérieure de Lyon,France,50.1–53.7,45.2,43.5,63.9,47.0,70.7,
2020,201–250,Griffith University,Australia,50.1–53.7,25.5,32.7,86.0,42.0,81.8,
2020,201–250,University of Hawai’i at Mānoa,United States,50.1–53.7,36.3,38.9,73.8,51.5,65.5,
2020,201–250,Hebrew University of Jerusalem,Israel,50.1–53.7,48.2,45.1,62.3,41.4,60.3,
2020,201–250,University of Hohenheim,Germany,50.1–53.7,34.4,31.0,92.0,50.0,55.7,
2020,201–250,Howard University,United States,50.1–53.7,42.8,15.3,99.0,34.4,34.0,
2020,201–250,University of Iowa,United States,50.1–53.7,43.1,29.5,82.3,54.0,46.5,
2020,201–250,James Cook University,Australia,50.1–53.7,23.3,28.4,93.3,45.9,75.7,
2020,201–250,King Abdulaziz University,Saudi Arabia,50.1–53.7,29.5,16.5,96.4,78.9,93.1,
2020,201–250,University of Konstanz,Germany,50.1–53.7,38.8,44.2,66.4,72.1,65.6,
2020,201–250,KTH Royal Institute of Technology,Sweden,50.1–53.7,40.5,42.7,62.3,50.5,89.0,
2020,201–250,Université Libre de Bruxelles,Belgium,50.1–53.7,30.2,41.5,73.6,42.7,87.0,
2020,201–250,University of Luxembourg,Luxembourg,50.1–53.7,37.9,36.5,75.8,45.2,99.7,
2020,201–250,Macquarie University,Australia,50.1–53.7,37.8,42.6,71.8,53.1,83.9,
2020,201–250,University of Massachusetts,United States,50.1–53.7,38.5,31.1,87.0,49.9,61.7,
2020,201–250,Medical University of Graz,Austria,50.1–53.7,30.9,25.1,91.7,62.1,74.2,
2020,201–250,Medical University of Vienna,Austria,50.1–53.7,33.4,23.5,90.3,53.0,78.8,
2020,201–250,University of Miami,United States,50.1–53.7,44.0,25.2,83.2,41.3,59.1,
2020,201–250,Moscow Institute of Physics and Technology (MIPT),Russian Federation,50.1–53.7,53.3,45.6,47.2,99.9,58.7,
2020,201–250,Newcastle University,United Kingdom,50.1–53.7,31.5,36.2,85.5,41.7,87.8,
2020,201–250,University of Otago,New Zealand,50.1–53.7,30.2,32.1,84.7,37.0,89.8,
2020,201–250,University of Padua,Italy,50.1–53.7,42.5,30.9,80.2,38.4,45.1,
2020,201–250,Paris-Sud University,France,50.1–53.7,33.7,32.3,85.9,35.1,65.3,
2020,201–250,Queen’s University Belfast,United Kingdom,50.1–53.7,31.2,35.5,83.7,38.7,96.4,
2020,201–250,RCSI University of Medicine and Health Sciences,Ireland,50.1–53.7,30.1,26.9,90.0,47.5,93.7,
2020,201–250,University of Reading,United Kingdom,50.1–53.7,32.1,35.2,76.9,40.3,91.9,
2020,201–250,"St George’s, University of London",United Kingdom,50.1–53.7,24.0,22.0,98.2,36.9,79.6,
2020,201–250,University of South Florida (Tampa),United States,50.1–53.7,30.5,34.2,87.3,89.0,54.7,
2020,201–250,Tilburg University,Netherlands,50.1–53.7,36.8,48.8,62.1,55.9,78.2,
2020,201–250,University of Twente,Netherlands,50.1–53.7,35.2,46.8,55.6,85.0,90.8,
2020,201–250,Ulsan National Institute of Science and Technology (UNIST),South Korea,50.1–53.7,27.8,38.6,91.3,80.5,51.9,
2020,201–250,University College Dublin,Ireland,50.1–53.7,30.8,36.5,73.6,43.9,92.5,
2020,201–250,University of Utah,United States,50.1–53.7,39.0,34.7,86.4,48.3,33.0,
2020,201–250,Virginia Polytechnic Institute and State University,United States,50.1–53.7,37.5,42.3,70.9,47.5,54.0,
2020,201–250,Vita-Salute San Raffaele University,Italy,50.1–53.7,38.7,22.4,97.6,35.9,43.1,
2020,201–250,Vrije Universiteit Brussel,Belgium,50.1–53.7,37.4,42.3,62.7,87.0,75.4,
2020,201–250,Wake Forest University,United States,50.1–53.7,42.8,18.8,94.1,43.6,31.2,
2020,201–250,University of Waterloo,Canada,50.1–53.7,35.0,42.1,66.3,45.1,84.1,
2020,201–250,Western University,Canada,50.1–53.7,40.2,35.7,76.4,59.1,80.0,
2020,201–250,William & Mary,United States,50.1–53.7,47.5,21.1,87.4,35.3,37.3,
2020,201–250,University of Wollongong,Australia,50.1–53.7,29.9,35.0,75.5,55.7,93.4,
2020,251–300,Alfaisal University,Saudi Arabia,46.9–50.0,19.6,21.2,95.0,50.4,98.1,
2020,251–300,Auckland University of Technology,New Zealand,46.9–50.0,19.7,18.4,98.0,36.7,95.8,
2020,251–300,Autonomous University of Madrid,Spain,46.9–50.0,40.1,28.7,74.5,38.6,51.5,
2020,251–300,University of Bath,United Kingdom,46.9–50.0,28.6,31.1,75.7,37.5,90.3,
2020,251–300,Brighton and Sussex Medical School,United Kingdom,46.9–50.0,15.9,19.9,100.0,34.4,77.7,
2020,251–300,University at Buffalo,United States,46.9–50.0,37.2,32.7,73.8,42.1,64.7,
2020,251–300,"University of California, Riverside",United States,46.9–50.0,31.2,30.3,85.9,39.4,64.7,
2020,251–300,Chalmers University of Technology,Sweden,46.9–50.0,36.1,42.1,60.0,74.1,82.9,
2020,251–300,University of Cincinnati – Uptown,United States,46.9–50.0,35.5,30.8,83.9,39.4,40.9,
2020,251–300,Curtin University,Australia,46.9–50.0,23.4,30.4,83.2,44.8,94.2,
2020,251–300,Dalhousie University,Canada,46.9–50.0,27.7,29.6,79.5,44.4,85.4,
2020,251–300,University of Delaware,United States,46.9–50.0,28.5,38.2,71.5,90.6,47.2,
2020,251–300,École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris,France,46.9–50.0,39.9,24.5,73.1,57.5,82.3,
2020,251–300,University of Essex,United Kingdom,46.9–50.0,31.6,34.3,68.6,35.0,96.5,
2020,251–300,Flinders University,Australia,46.9–50.0,22.5,29.9,84.4,37.7,88.0,
2020,251–300,Florida State University,United States,46.9–50.0,38.0,40.1,69.2,39.4,43.5,
2020,251–300,George Mason University,United States,46.9–50.0,29.9,26.3,89.5,35.8,46.2,
2020,251–300,Heriot-Watt University,United Kingdom,46.9–50.0,28.4,26.7,75.2,42.0,94.0,
2020,251–300,HSE University,Russian Federation,46.9–50.0,35.9,37.3,78.1,56.5,42.0,
2020,251–300,University of Illinois Chicago,United States,46.9–50.0,45.0,33.4,69.7,43.2,54.9,
2020,251–300,University of Kiel,Germany,46.9–50.0,30.6,27.5,86.8,34.4,54.9,
2020,251–300,La Trobe University,Australia,46.9–50.0,27.1,33.1,73.3,51.3,83.8,
2020,251–300,Université Laval,Canada,46.9–50.0,40.1,31.8,67.6,59.6,69.2,
2020,251–300,Macau University of Science and Technology,Macao,46.9–50.0,27.1,22.4,83.0,34.8,99.6,
2020,251–300,Medical University of Innsbruck,Austria,46.9–50.0,30.5,14.2,89.1,51.5,93.9,
2020,251–300,University of Galway,Ireland,46.9–50.0,27.1,29.9,76.3,42.4,79.8,
2020,251–300,University of Navarra,Spain,46.9–50.0,30.4,27.9,80.3,85.5,65.1,
2020,251–300,University of Oregon,United States,46.9–50.0,34.0,29.3,83.7,34.7,37.0,
2020,251–300,Oregon Health and Science University,United States,46.9–50.0,35.7,16.7,99.7,47.6,26.6,
2020,251–300,University of Oulu,Finland,46.9–50.0,30.3,34.4,76.4,43.0,54.3,
2020,251–300,University of Passau,Germany,46.9–50.0,32.8,39.3,75.5,47.5,59.1,
2020,251–300,University of Potsdam,Germany,46.9–50.0,36.8,40.8,65.2,56.2,57.4,
2020,251–300,Queen’s University,Canada,46.9–50.0,41.5,37.8,62.6,65.7,66.3,
2020,251–300,"Royal Holloway, University of London",United Kingdom,46.9–50.0,30.6,30.2,73.4,37.1,92.8,
2020,251–300,Ruhr University Bochum,Germany,46.9–50.0,39.7,45.0,57.9,54.5,55.0,
2020,251–300,University of São Paulo,Brazil,46.9–50.0,56.4,54.0,40.6,39.9,33.9,
2020,251–300,Sapienza University of Rome,Italy,46.9–50.0,40.4,40.0,69.8,43.6,40.5,
2020,251–300,Simon Fraser University,Canada,46.9–50.0,24.1,35.5,75.3,47.0,91.1,
2020,251–300,University of South Australia,Australia,46.9–50.0,31.5,39.4,65.8,82.5,89.3,
2020,251–300,University of Southern Denmark,Denmark,46.9–50.0,21.4,28.1,85.1,69.7,80.9,
2020,251–300,Stellenbosch University,South Africa,46.9–50.0,29.5,34.6,74.4,59.1,54.8,
2020,251–300,University of Stuttgart,Germany,46.9–50.0,41.8,45.4,52.4,61.1,53.1,
2020,251–300,Sun Yat-sen University,China,46.9–50.0,43.6,35.8,63.5,56.4,34.9,
2020,251–300,University of Surrey,United Kingdom,46.9–50.0,30.2,34.3,71.9,46.8,93.7,
2020,251–300,Swansea University,United Kingdom,46.9–50.0,21.3,24.1,93.3,36.8,83.2,
2020,251–300,Syracuse University,United States,46.9–50.0,35.1,29.6,78.1,35.3,48.7,
2020,251–300,Tampere University,Finland,46.9–50.0,26.4,34.7,81.8,52.6,49.3,
2020,251–300,Technical University of Darmstadt,Germany,46.9–50.0,42.4,44.2,50.4,89.5,57.2,
2020,251–300,Tohoku University,Japan,46.9–50.0,52.7,54.4,39.8,86.4,38.1,
2020,251–300,Tokyo Institute of Technology,Japan,46.9–50.0,51.2,51.8,37.4,69.3,40.5,
2020,251–300,Western Sydney University,Australia,46.9–50.0,23.5,29.1,82.8,40.4,83.7,
